stock;year;sex;age;N
cvd;2013;2;45;1259
cvd;2013;2;46;1396
cvd;2013;2;47;1516
cvd;2013;2;48;1611
cvd;2013;2;49;1794
cvd;2013;2;50;1862
cvd;2013;2;51;1900
cvd;2013;2;52;1896
cvd;2013;2;53;2115
cvd;2013;2;54;2180
cvd;2013;2;55;2427
cvd;2013;2;56;2562
cvd;2013;2;57;2725
cvd;2013;2;58;2978
cvd;2013;2;59;3087
cvd;2013;2;60;3407
cvd;2013;2;61;3645
cvd;2013;2;62;3922
cvd;2013;2;63;4346
cvd;2013;2;64;4879
cvd;2013;2;65;5477
cvd;2013;2;66;5962
cvd;2013;2;67;6364
cvd;2013;2;68;6856
cvd;2013;2;69;7232
cvd;2013;2;70;7373
cvd;2013;2;71;7223
cvd;2013;2;72;6855
cvd;2013;2;73;7121
cvd;2013;2;74;7527
cvd;2013;2;75;7740
cvd;2013;2;76;7798
cvd;2013;2;77;7844
cvd;2013;2;78;7940
cvd;2013;2;79;7991
cvd;2013;2;80;8161
cvd;2013;2;81;8672
cvd;2013;2;82;8804
cvd;2013;2;83;9055
cvd;2013;2;84;8497
cvd;2013;2;85;8732
cvd;2013;2;86;8073
cvd;2013;2;87;7779
cvd;2013;2;88;7372
cvd;2013;2;89;6682
cvd;2013;2;90;5806
cvd;2013;2;91;4976
cvd;2013;2;92;4669
cvd;2013;2;93;3962
cvd;2013;2;94;2516
cvd;2013;2;95;1849
cvd;2013;2;96;1354
cvd;2013;2;97;950
cvd;2013;2;98;609
cvd;2013;2;99;389
cvd;2013;2;100;605
cvd;2014;1;4;251
cvd;2014;1;5;180
cvd;2014;1;6;150
cvd;2014;1;7;149
cvd;2014;1;8;165
cvd;2014;1;9;124
cvd;2014;1;10;162
cvd;2014;1;11;189
cvd;2014;1;12;201
cvd;2014;1;13;192
cvd;2014;1;14;198
cvd;2014;1;15;217
cvd;2014;1;16;292
cvd;2014;1;17;344
cvd;2014;1;18;404
cvd;2014;1;19;579
cvd;2014;1;20;627
cvd;2014;1;21;697
cvd;2014;1;22;762
cvd;2014;1;23;729
cvd;2014;1;24;786
cvd;2014;1;25;721
cvd;2014;1;26;693
cvd;2014;1;27;648
cvd;2014;1;28;672
cvd;2014;1;29;652
cvd;2014;1;30;628
cvd;2014;1;31;706
cvd;2014;1;32;696
cvd;2014;1;33;700
cvd;2014;1;34;725
cvd;2014;1;35;768
cvd;2014;1;36;772
cvd;2014;1;37;894
cvd;2014;1;38;940
cvd;2014;1;39;1074
cvd;2014;1;40;1200
cvd;2014;1;41;1285
cvd;2014;1;42;1386
cvd;2014;1;43;1542
cvd;2014;1;44;1706
cvd;2014;1;45;1756
cvd;2014;1;46;2051
cvd;2014;1;47;2298
cvd;2014;1;48;2590
cvd;2014;1;49;2975
cvd;2014;1;50;3234
cvd;2014;1;51;3349
cvd;2014;1;52;3437
cvd;2014;1;53;3769
cvd;2014;1;54;3964
cvd;2014;1;55;4383
cvd;2014;1;56;4786
cvd;2014;1;57;5260
cvd;2014;1;58;5756
cvd;2014;1;59;6112
cvd;2014;1;60;6379
cvd;2014;1;61;6961
cvd;2014;1;62;7498
cvd;2014;1;63;7953
cvd;2014;1;64;8851
cvd;2014;1;65;9750
cvd;2014;1;66;10684
cvd;2014;1;67;11347
cvd;2014;1;68;12246
cvd;2014;1;69;12579
cvd;2014;1;70;12924
cvd;2014;1;71;12543
cvd;2014;1;72;11894
cvd;2014;1;73;10929
cvd;2014;1;74;10844
cvd;2014;1;75;10924
cvd;2014;1;76;10572
cvd;2014;1;77;10179
cvd;2014;1;78;9915
cvd;2014;1;79;9385
cvd;2014;1;80;8831
cvd;2014;1;81;8451
cvd;2014;1;82;8542
cvd;2014;1;83;7899
cvd;2014;1;84;7579
cvd;2014;1;85;6640
cvd;2014;1;86;6236
cvd;2014;1;87;5468
cvd;2014;1;88;4737
cvd;2014;1;89;4227
cvd;2014;1;90;3465
cvd;2014;1;91;2883
cvd;2014;1;92;2194
cvd;2014;1;93;1731
cvd;2014;1;94;1376
cvd;2014;1;95;792
cvd;2014;1;96;486
cvd;2014;1;97;346
cvd;2014;1;98;215
cvd;2014;1;99;111
cvd;2014;1;100;129
cvd;2014;2;4;168
cvd;2014;2;5;154
cvd;2014;2;6;99
cvd;2014;2;7;136
cvd;2014;2;8;116
cvd;2014;2;9;163
cvd;2014;2;10;141
cvd;2014;2;11;147
cvd;2014;2;12;159
cvd;2014;2;13;192
cvd;2014;2;14;188
cvd;2014;2;15;247
cvd;2014;2;16;279
cvd;2014;2;17;304
cvd;2014;2;18;366
cvd;2014;2;19;452
cvd;2014;2;20;454
cvd;2014;2;21;525
cvd;2014;2;22;532
cvd;2014;2;23;598
cvd;2014;2;24;600
cvd;2014;2;25;580
cvd;2014;2;26;586
cvd;2014;2;27;575
cvd;2014;2;28;525
cvd;2014;2;29;548
cvd;2014;2;30;584
cvd;2014;2;31;562
cvd;2014;2;32;637
cvd;2014;2;33;646
cvd;2014;2;34;686
cvd;2014;2;35;711
cvd;2014;2;36;730
cvd;2014;2;37;789
cvd;2014;2;38;834
cvd;2014;2;39;858
cvd;2014;2;40;1008
cvd;2014;2;41;1051
cvd;2014;2;42;1007
cvd;2014;2;43;1150
cvd;2014;2;44;1174
cvd;2014;2;45;1168
cvd;2014;2;46;1358
cvd;2014;2;47;1518
cvd;2014;2;48;1645
cvd;2014;2;49;1740
cvd;2014;2;50;1921
cvd;2014;2;51;1976
cvd;2014;2;52;2033
cvd;2014;2;53;2025
cvd;2014;2;54;2295
cvd;2014;2;55;2394
cvd;2014;2;56;2569
cvd;2014;2;57;2753
cvd;2014;2;58;2920
cvd;2014;2;59;3256
cvd;2014;2;60;3335
cvd;2014;2;61;3626
cvd;2014;2;62;3900
cvd;2014;2;63;4197
cvd;2014;2;64;4631
cvd;2014;2;65;5261
cvd;2014;2;66;5847
cvd;2014;2;67;6336
cvd;2014;2;68;6874
cvd;2014;2;69;7289
cvd;2014;2;70;7754
cvd;2014;2;71;7849
cvd;2014;2;72;7605
cvd;2014;2;73;7269
cvd;2014;2;74;7378
cvd;2014;2;75;7912
cvd;2014;2;76;8093
cvd;2014;2;77;8126
cvd;2014;2;78;8173
cvd;2014;2;79;8239
cvd;2014;2;80;8234
cvd;2014;2;81;8278
cvd;2014;2;82;8678
cvd;2014;2;83;8783
cvd;2014;2;84;8833
cvd;2014;2;85;8321
cvd;2014;2;86;8435
cvd;2014;2;87;7591
cvd;2014;2;88;7311
cvd;2014;2;89;6751
cvd;2014;2;90;5937
cvd;2014;2;91;5107
cvd;2014;2;92;4328
cvd;2014;2;93;3834
cvd;2014;2;94;3111
cvd;2014;2;95;1974
cvd;2014;2;96;1353
cvd;2014;2;97;969
cvd;2014;2;98;648
cvd;2014;2;99;388
cvd;2014;2;100;599
cvd;2015;1;4;227
cvd;2015;1;5;222
cvd;2015;1;6;160
cvd;2015;1;7;165
cvd;2015;1;8;172
cvd;2015;1;9;177
cvd;2015;1;10;137
cvd;2015;1;11;181
cvd;2015;1;12;203
cvd;2015;1;13;217
cvd;2015;1;14;209
cvd;2015;1;15;235
cvd;2015;1;16;285
cvd;2015;1;17;361
cvd;2015;1;18;406
cvd;2015;1;19;472
cvd;2015;1;20;648
cvd;2015;1;21;671
cvd;2015;1;22;723
cvd;2015;1;23;778
cvd;2015;1;24;751
cvd;2015;1;25;797
cvd;2015;1;26;712
cvd;2015;1;27;741
cvd;2015;1;28;654
cvd;2015;1;29;709
cvd;2015;1;30;668
cvd;2015;1;31;670
cvd;2015;1;32;730
cvd;2015;1;33;751
cvd;2015;1;34;744
cvd;2015;1;35;775
cvd;2015;1;36;827
cvd;2015;1;37;861
cvd;2015;1;38;951
cvd;2015;1;39;1009
cvd;2015;1;40;1167
cvd;2015;1;41;1336
cvd;2015;1;42;1387
cvd;2015;1;43;1510
cvd;2015;1;44;1738
cvd;2015;1;45;1863
cvd;2015;1;46;1930
cvd;2015;1;47;2258
cvd;2015;1;48;2593
cvd;2015;1;49;2868
cvd;2015;1;50;3243
cvd;2015;1;51;3535
cvd;2015;1;52;3650
cvd;2015;1;53;3766
cvd;2015;1;54;4141
cvd;2015;1;55;4316
cvd;2015;1;56;4843
cvd;2015;1;57;5197
cvd;2015;1;58;5655
cvd;2015;1;59;6170
cvd;2015;1;60;6622
cvd;2015;1;61;6830
cvd;2015;1;62;7450
cvd;2015;1;63;8043
cvd;2015;1;64;8421
cvd;2015;1;65;9507
cvd;2015;1;66;10242
cvd;2015;1;67;11128
cvd;2015;1;68;11799
cvd;2015;1;69;12693
cvd;2015;1;70;12926
cvd;2015;1;71;13248
cvd;2015;1;72;12939
cvd;2015;1;73;12318
cvd;2015;1;74;11141
cvd;2015;1;75;11049
cvd;2015;1;76;11018
cvd;2015;1;77;10581
cvd;2015;1;78;10182
cvd;2015;1;79;9840
cvd;2015;1;80;9196
cvd;2015;1;81;8516
cvd;2015;1;82;8229
cvd;2015;1;83;8062
cvd;2015;1;84;7505
cvd;2015;1;85;7073
cvd;2015;1;86;6103
cvd;2015;1;87;5550
cvd;2015;1;88;4788
cvd;2015;1;89;4171
cvd;2015;1;90;3568
cvd;2015;1;91;2847
cvd;2015;1;92;2320
cvd;2015;1;93;1696
cvd;2015;1;94;1308
cvd;2015;1;95;1028
cvd;2015;1;96;528
cvd;2015;1;97;342
cvd;2015;1;98;234
cvd;2015;1;99;123
cvd;2015;1;100;139
cvd;2015;2;4;218
cvd;2015;2;5;137
cvd;2015;2;6;131
cvd;2015;2;7;97
cvd;2015;2;8;150
cvd;2015;2;9;116
cvd;2015;2;10;160
cvd;2015;2;11;155
cvd;2015;2;12;158
cvd;2015;2;13;180
cvd;2015;2;14;228
cvd;2015;2;15;237
cvd;2015;2;16;276
cvd;2015;2;17;339
cvd;2015;2;18;364
cvd;2015;2;19;406
cvd;2015;2;20;464
cvd;2015;2;21;493
cvd;2015;2;22;532
cvd;2015;2;23;552
cvd;2015;2;24;615
cvd;2015;2;25;625
cvd;2015;2;26;586
cvd;2015;2;27;630
cvd;2015;2;28;613
cvd;2015;2;29;560
cvd;2015;2;30;580
cvd;2015;2;31;633
cvd;2015;2;32;593
cvd;2015;2;33;669
cvd;2015;2;34;675
cvd;2015;2;35;729
cvd;2015;2;36;770
cvd;2015;2;37;779
cvd;2015;2;38;859
cvd;2015;2;39;913
cvd;2015;2;40;874
cvd;2015;2;41;1088
cvd;2015;2;42;1084
cvd;2015;2;43;1081
cvd;2015;2;44;1221
cvd;2015;2;45;1253
cvd;2015;2;46;1291
cvd;2015;2;47;1486
cvd;2015;2;48;1592
cvd;2015;2;49;1801
cvd;2015;2;50;1889
cvd;2015;2;51;2085
cvd;2015;2;52;2128
cvd;2015;2;53;2202
cvd;2015;2;54;2211
cvd;2015;2;55;2443
cvd;2015;2;56;2533
cvd;2015;2;57;2747
cvd;2015;2;58;2956
cvd;2015;2;59;3156
cvd;2015;2;60;3449
cvd;2015;2;61;3638
cvd;2015;2;62;3896
cvd;2015;2;63;4161
cvd;2015;2;64;4503
cvd;2015;2;65;4995
cvd;2015;2;66;5582
cvd;2015;2;67;6279
cvd;2015;2;68;6703
cvd;2015;2;69;7335
cvd;2015;2;70;7674
cvd;2015;2;71;8204
cvd;2015;2;72;8229
cvd;2015;2;73;8036
cvd;2015;2;74;7637
cvd;2015;2;75;7783
cvd;2015;2;76;8236
cvd;2015;2;77;8425
cvd;2015;2;78;8366
cvd;2015;2;79;8412
cvd;2015;2;80;8382
cvd;2015;2;81;8266
cvd;2015;2;82;8265
cvd;2015;2;83;8560
cvd;2015;2;84;8604
cvd;2015;2;85;8539
cvd;2015;2;86;8036
cvd;2015;2;87;7986
cvd;2015;2;88;7124
cvd;2015;2;89;6662
cvd;2015;2;90;5993
cvd;2015;2;91;5191
cvd;2015;2;92;4345
cvd;2015;2;93;3581
cvd;2015;2;94;3065
cvd;2015;2;95;2447
cvd;2015;2;96;1493
cvd;2015;2;97;986
cvd;2015;2;98;668
cvd;2015;2;99;418
cvd;2015;2;100;588
cvd;2016;1;4;208
cvd;2016;1;5;188
cvd;2016;1;6;190
cvd;2016;1;7;157
cvd;2016;1;8;164
cvd;2016;1;9;177
cvd;2016;1;10;190
cvd;2016;1;11;156
cvd;2016;1;12;187
cvd;2016;1;13;214
cvd;2016;1;14;228
cvd;2016;1;15;239
cvd;2016;1;16;296
cvd;2016;1;17;343
cvd;2016;1;18;428
cvd;2016;1;19;482
cvd;2016;1;20;509
cvd;2016;1;21;680
cvd;2016;1;22;696
cvd;2016;1;23;737
cvd;2016;1;24;788
cvd;2016;1;25;740
cvd;2016;1;26;810
cvd;2016;1;27;731
cvd;2016;1;28;745
cvd;2016;1;29;668
cvd;2016;1;30;727
cvd;2016;1;31;705
cvd;2016;1;32;709
cvd;2016;1;33;751
cvd;2016;1;34;806
cvd;2016;1;35;777
cvd;2016;1;36;839
cvd;2016;1;37;882
cvd;2016;1;38;962
cvd;2016;1;39;1041
cvd;2016;1;40;1097
cvd;2016;1;41;1304
cvd;2016;1;42;1436
cvd;2016;1;43;1561
cvd;2016;1;44;1690
cvd;2016;1;45;1905
cvd;2016;1;46;2073
cvd;2016;1;47;2136
cvd;2016;1;48;2488
cvd;2016;1;49;2824
cvd;2016;1;50;3194
cvd;2016;1;51;3545
cvd;2016;1;52;3887
cvd;2016;1;53;3976
cvd;2016;1;54;4121
cvd;2016;1;55;4487
cvd;2016;1;56;4668
cvd;2016;1;57;5224
cvd;2016;1;58;5578
cvd;2016;1;59;6123
cvd;2016;1;60;6507
cvd;2016;1;61;7002
cvd;2016;1;62;7301
cvd;2016;1;63;7905
cvd;2016;1;64;8485
cvd;2016;1;65;9062
cvd;2016;1;66;9998
cvd;2016;1;67;10669
cvd;2016;1;68;11516
cvd;2016;1;69;12201
cvd;2016;1;70;13016
cvd;2016;1;71;13329
cvd;2016;1;72;13548
cvd;2016;1;73;13246
cvd;2016;1;74;12541
cvd;2016;1;75;11300
cvd;2016;1;76;11097
cvd;2016;1;77;11056
cvd;2016;1;78;10557
cvd;2016;1;79;10096
cvd;2016;1;80;9638
cvd;2016;1;81;8922
cvd;2016;1;82;8201
cvd;2016;1;83;7865
cvd;2016;1;84;7572
cvd;2016;1;85;6962
cvd;2016;1;86;6504
cvd;2016;1;87;5492
cvd;2016;1;88;4964
cvd;2016;1;89;4166
cvd;2016;1;90;3516
cvd;2016;1;91;2908
cvd;2016;1;92;2339
cvd;2016;1;93;1817
cvd;2016;1;94;1275
cvd;2016;1;95;990
cvd;2016;1;96;723
cvd;2016;1;97;357
cvd;2016;1;98;228
cvd;2016;1;99;147
cvd;2016;1;100;137
cvd;2016;2;4;189
cvd;2016;2;5;172
cvd;2016;2;6;118
cvd;2016;2;7;124
cvd;2016;2;8;97
cvd;2016;2;9;152
cvd;2016;2;10;116
cvd;2016;2;11;166
cvd;2016;2;12;176
cvd;2016;2;13;167
cvd;2016;2;14;196
cvd;2016;2;15;275
cvd;2016;2;16;280
cvd;2016;2;17;310
cvd;2016;2;18;380
cvd;2016;2;19;420
cvd;2016;2;20;444
cvd;2016;2;21;490
cvd;2016;2;22;523
cvd;2016;2;23;539
cvd;2016;2;24;559
cvd;2016;2;25;637
cvd;2016;2;26;664
cvd;2016;2;27;622
cvd;2016;2;28;664
cvd;2016;2;29;638
cvd;2016;2;30;585
cvd;2016;2;31;616
cvd;2016;2;32;653
cvd;2016;2;33;627
cvd;2016;2;34;727
cvd;2016;2;35;736
cvd;2016;2;36;759
cvd;2016;2;37;807
cvd;2016;2;38;820
cvd;2016;2;39;947
cvd;2016;2;40;983
cvd;2016;2;41;929
cvd;2016;2;42;1135
cvd;2016;2;43;1164
cvd;2016;2;44;1154
cvd;2016;2;45;1319
cvd;2016;2;46;1335
cvd;2016;2;47;1371
cvd;2016;2;48;1587
cvd;2016;2;49;1704
cvd;2016;2;50;1937
cvd;2016;2;51;2038
cvd;2016;2;52;2282
cvd;2016;2;53;2288
cvd;2016;2;54;2301
cvd;2016;2;55;2354
cvd;2016;2;56;2582
cvd;2016;2;57;2710
cvd;2016;2;58;2937
cvd;2016;2;59;3242
cvd;2016;2;60;3388
cvd;2016;2;61;3607
cvd;2016;2;62;3858
cvd;2016;2;63;4208
cvd;2016;2;64;4514
cvd;2016;2;65;4779
cvd;2016;2;66;5284
cvd;2016;2;67;5912
cvd;2016;2;68;6612
cvd;2016;2;69;7135
cvd;2016;2;70;7810
cvd;2016;2;71;8110
cvd;2016;2;72;8731
cvd;2016;2;73;8692
cvd;2016;2;74;8453
cvd;2016;2;75;8017
cvd;2016;2;76;8057
cvd;2016;2;77;8512
cvd;2016;2;78;8769
cvd;2016;2;79;8589
cvd;2016;2;80;8527
cvd;2016;2;81;8473
cvd;2016;2;82;8273
cvd;2016;2;83;8113
cvd;2016;2;84;8384
cvd;2016;2;85;8375
cvd;2016;2;86;8130
cvd;2016;2;87;7625
cvd;2016;2;88;7333
cvd;2016;2;89;6478
cvd;2016;2;90;5844
cvd;2016;2;91;5182
cvd;2016;2;92;4403
cvd;2016;2;93;3637
cvd;2016;2;94;2818
cvd;2016;2;95;2384
cvd;2016;2;96;1820
cvd;2016;2;97;1063
cvd;2016;2;98;683
cvd;2016;2;99;473
cvd;2016;2;100;618
cvd;2017;1;4;240
cvd;2017;1;5;157
cvd;2017;1;6;170
cvd;2017;1;7;177
cvd;2017;1;8;171
cvd;2017;1;9;174
cvd;2017;1;10;185
cvd;2017;1;11;204
cvd;2017;1;12;180
cvd;2017;1;13;213
cvd;2017;1;14;232
cvd;2017;1;15;283
cvd;2017;1;16;278
cvd;2017;1;17;338
cvd;2017;1;18;421
cvd;2017;1;19;514
cvd;2017;1;20;533
cvd;2017;1;21;577
cvd;2017;1;22;695
cvd;2017;1;23;713
cvd;2017;1;24;723
cvd;2017;1;25;810
cvd;2017;1;26;766
cvd;2017;1;27;818
cvd;2017;1;28;744
cvd;2017;1;29;766
cvd;2017;1;30;712
cvd;2017;1;31;751
cvd;2017;1;32;764
cvd;2017;1;33;733
cvd;2017;1;34;800
cvd;2017;1;35;838
cvd;2017;1;36;833
cvd;2017;1;37;919
cvd;2017;1;38;940
cvd;2017;1;39;1047
cvd;2017;1;40;1094
cvd;2017;1;41;1208
cvd;2017;1;42;1433
cvd;2017;1;43;1577
cvd;2017;1;44;1692
cvd;2017;1;45;1874
cvd;2017;1;46;2120
cvd;2017;1;47;2225
cvd;2017;1;48;2368
cvd;2017;1;49;2692
cvd;2017;1;50;3104
cvd;2017;1;51;3540
cvd;2017;1;52;3930
cvd;2017;1;53;4256
cvd;2017;1;54;4342
cvd;2017;1;55;4544
cvd;2017;1;56;4846
cvd;2017;1;57;5131
cvd;2017;1;58;5647
cvd;2017;1;59;6020
cvd;2017;1;60;6655
cvd;2017;1;61;7005
cvd;2017;1;62;7445
cvd;2017;1;63;7728
cvd;2017;1;64;8333
cvd;2017;1;65;9095
cvd;2017;1;66;9478
cvd;2017;1;67;10299
cvd;2017;1;68;11040
cvd;2017;1;69;11881
cvd;2017;1;70;12493
cvd;2017;1;71;13365
cvd;2017;1;72;13587
cvd;2017;1;73;13855
cvd;2017;1;74;13516
cvd;2017;1;75;12698
cvd;2017;1;76;11421
cvd;2017;1;77;11136
cvd;2017;1;78;11005
cvd;2017;1;79;10465
cvd;2017;1;80;9981
cvd;2017;1;81;9367
cvd;2017;1;82;8624
cvd;2017;1;83;7820
cvd;2017;1;84;7396
cvd;2017;1;85;7039
cvd;2017;1;86;6419
cvd;2017;1;87;5857
cvd;2017;1;88;4854
cvd;2017;1;89;4236
cvd;2017;1;90;3407
cvd;2017;1;91;2921
cvd;2017;1;92;2302
cvd;2017;1;93;1820
cvd;2017;1;94;1336
cvd;2017;1;95;928
cvd;2017;1;96;671
cvd;2017;1;97;496
cvd;2017;1;98;228
cvd;2017;1;99;148
cvd;2017;1;100;163
cvd;2017;2;4;175
cvd;2017;2;5;163
cvd;2017;2;6;147
cvd;2017;2;7;124
cvd;2017;2;8;134
cvd;2017;2;9;107
cvd;2017;2;10;162
cvd;2017;2;11;137
cvd;2017;2;12;179
cvd;2017;2;13;194
cvd;2017;2;14;211
cvd;2017;2;15;239
cvd;2017;2;16;314
cvd;2017;2;17;323
cvd;2017;2;18;365
cvd;2017;2;19;415
cvd;2017;2;20;445
cvd;2017;2;21;465
cvd;2017;2;22;520
cvd;2017;2;23;535
cvd;2017;2;24;545
cvd;2017;2;25;592
cvd;2017;2;26;638
cvd;2017;2;27;685
cvd;2017;2;28;663
cvd;2017;2;29;690
cvd;2017;2;30;686
cvd;2017;2;31;650
cvd;2017;2;32;671
cvd;2017;2;33;700
cvd;2017;2;34;672
cvd;2017;2;35;766
cvd;2017;2;36;791
cvd;2017;2;37;816
cvd;2017;2;38;847
cvd;2017;2;39;870
cvd;2017;2;40;996
cvd;2017;2;41;1020
cvd;2017;2;42;1018
cvd;2017;2;43;1187
cvd;2017;2;44;1244
cvd;2017;2;45;1243
cvd;2017;2;46;1432
cvd;2017;2;47;1409
cvd;2017;2;48;1461
cvd;2017;2;49;1713
cvd;2017;2;50;1845
cvd;2017;2;51;2073
cvd;2017;2;52;2181
cvd;2017;2;53;2460
cvd;2017;2;54;2463
cvd;2017;2;55;2454
cvd;2017;2;56;2529
cvd;2017;2;57;2712
cvd;2017;2;58;2931
cvd;2017;2;59;3150
cvd;2017;2;60;3460
cvd;2017;2;61;3558
cvd;2017;2;62;3805
cvd;2017;2;63;4097
cvd;2017;2;64;4480
cvd;2017;2;65;4806
cvd;2017;2;66;5077
cvd;2017;2;67;5605
cvd;2017;2;68;6308
cvd;2017;2;69;6927
cvd;2017;2;70;7472
cvd;2017;2;71;8328
cvd;2017;2;72;8610
cvd;2017;2;73;9244
cvd;2017;2;74;9001
cvd;2017;2;75;8917
cvd;2017;2;76;8331
cvd;2017;2;77;8353
cvd;2017;2;78;8837
cvd;2017;2;79;8988
cvd;2017;2;80;8644
cvd;2017;2;81;8522
cvd;2017;2;82;8442
cvd;2017;2;83;8239
cvd;2017;2;84;8014
cvd;2017;2;85;8154
cvd;2017;2;86;8123
cvd;2017;2;87;7592
cvd;2017;2;88;6946
cvd;2017;2;89;6630
cvd;2017;2;90;5804
cvd;2017;2;91;5133
cvd;2017;2;92;4404
cvd;2017;2;93;3605
cvd;2017;2;94;2853
cvd;2017;2;95;2098
cvd;2017;2;96;1742
cvd;2017;2;97;1319
cvd;2017;2;98;752
cvd;2017;2;99;430
cvd;2017;2;100;668
cvd;2018;1;4;244
cvd;2018;1;5;196
cvd;2018;1;6;147
cvd;2018;1;7;188
cvd;2018;1;8;196
cvd;2018;1;9;190
cvd;2018;1;10;193
cvd;2018;1;11;201
cvd;2018;1;12;225
cvd;2018;1;13;206
cvd;2018;1;14;244
cvd;2018;1;15;275
cvd;2018;1;16;332
cvd;2018;1;17;327
cvd;2018;1;18;412
cvd;2018;1;19;492
cvd;2018;1;20;565
cvd;2018;1;21;599
cvd;2018;1;22;611
cvd;2018;1;23;676
cvd;2018;1;24;731
cvd;2018;1;25;726
cvd;2018;1;26;822
cvd;2018;1;27;769
cvd;2018;1;28;818
cvd;2018;1;29;773
cvd;2018;1;30;825
cvd;2018;1;31;728
cvd;2018;1;32;817
cvd;2018;1;33;800
cvd;2018;1;34;798
cvd;2018;1;35;841
cvd;2018;1;36;881
cvd;2018;1;37;914
cvd;2018;1;38;987
cvd;2018;1;39;1007
cvd;2018;1;40;1098
cvd;2018;1;41;1178
cvd;2018;1;42;1297
cvd;2018;1;43;1558
cvd;2018;1;44;1739
cvd;2018;1;45;1857
cvd;2018;1;46;2039
cvd;2018;1;47;2319
cvd;2018;1;48;2431
cvd;2018;1;49;2592
cvd;2018;1;50;2930
cvd;2018;1;51;3399
cvd;2018;1;52;3923
cvd;2018;1;53;4316
cvd;2018;1;54;4629
cvd;2018;1;55;4737
cvd;2018;1;56;4963
cvd;2018;1;57;5244
cvd;2018;1;58;5591
cvd;2018;1;59;6063
cvd;2018;1;60;6489
cvd;2018;1;61;7122
cvd;2018;1;62;7442
cvd;2018;1;63;7951
cvd;2018;1;64;8171
cvd;2018;1;65;8943
cvd;2018;1;66;9540
cvd;2018;1;67;9817
cvd;2018;1;68;10648
cvd;2018;1;69;11289
cvd;2018;1;70;12207
cvd;2018;1;71;12871
cvd;2018;1;72;13696
cvd;2018;1;73;13887
cvd;2018;1;74;14173
cvd;2018;1;75;13651
cvd;2018;1;76;12852
cvd;2018;1;77;11335
cvd;2018;1;78;11077
cvd;2018;1;79;10862
cvd;2018;1;80;10314
cvd;2018;1;81;9707
cvd;2018;1;82;8956
cvd;2018;1;83;8285
cvd;2018;1;84;7371
cvd;2018;1;85;6878
cvd;2018;1;86;6453
cvd;2018;1;87;5715
cvd;2018;1;88;5062
cvd;2018;1;89;4189
cvd;2018;1;90;3608
cvd;2018;1;91;2782
cvd;2018;1;92;2322
cvd;2018;1;93;1781
cvd;2018;1;94;1378
cvd;2018;1;95;941
cvd;2018;1;96;653
cvd;2018;1;97;447
cvd;2018;1;98;294
cvd;2018;1;99;144
cvd;2018;1;100;175
cvd;2018;2;4;234
cvd;2018;2;5;151
cvd;2018;2;6;148
cvd;2018;2;7;150
cvd;2018;2;8;150
cvd;2018;2;9;138
cvd;2018;2;10;121
cvd;2018;2;11;182
cvd;2018;2;12;158
cvd;2018;2;13;207
cvd;2018;2;14;223
cvd;2018;2;15;260
cvd;2018;2;16;290
cvd;2018;2;17;373
cvd;2018;2;18;384
cvd;2018;2;19;396
cvd;2018;2;20;446
cvd;2018;2;21;449
cvd;2018;2;22;465
cvd;2018;2;23;512
cvd;2018;2;24;554
cvd;2018;2;25;566
cvd;2018;2;26;604
cvd;2018;2;27;684
cvd;2018;2;28;711
cvd;2018;2;29;699
cvd;2018;2;30;726
cvd;2018;2;31;709
cvd;2018;2;32;710
cvd;2018;2;33;683
cvd;2018;2;34;741
cvd;2018;2;35;728
cvd;2018;2;36;793
cvd;2018;2;37;793
cvd;2018;2;38;876
cvd;2018;2;39;896
cvd;2018;2;40;893
cvd;2018;2;41;1046
cvd;2018;2;42;1074
cvd;2018;2;43;1067
cvd;2018;2;44;1269
cvd;2018;2;45;1321
cvd;2018;2;46;1356
cvd;2018;2;47;1475
cvd;2018;2;48;1518
cvd;2018;2;49;1547
cvd;2018;2;50;1822
cvd;2018;2;51;1994
cvd;2018;2;52;2228
cvd;2018;2;53;2341
cvd;2018;2;54;2628
cvd;2018;2;55;2624
cvd;2018;2;56;2594
cvd;2018;2;57;2707
cvd;2018;2;58;2919
cvd;2018;2;59;3143
cvd;2018;2;60;3406
cvd;2018;2;61;3655
cvd;2018;2;62;3824
cvd;2018;2;63;4029
cvd;2018;2;64;4303
cvd;2018;2;65;4785
cvd;2018;2;66;5137
cvd;2018;2;67;5421
cvd;2018;2;68;5943
cvd;2018;2;69;6686
cvd;2018;2;70;7331
cvd;2018;2;71;7949
cvd;2018;2;72;8752
cvd;2018;2;73;9074
cvd;2018;2;74;9579
cvd;2018;2;75;9462
cvd;2018;2;76;9215
cvd;2018;2;77;8625
cvd;2018;2;78;8613
cvd;2018;2;79;9115
cvd;2018;2;80;9115
cvd;2018;2;81;8688
cvd;2018;2;82;8514
cvd;2018;2;83;8338
cvd;2018;2;84;8123
cvd;2018;2;85;7752
cvd;2018;2;86;7779
cvd;2018;2;87;7620
cvd;2018;2;88;7084
cvd;2018;2;89;6276
cvd;2018;2;90;5860
cvd;2018;2;91;5063
cvd;2018;2;92;4347
cvd;2018;2;93;3633
cvd;2018;2;94;2945
cvd;2018;2;95;2183
cvd;2018;2;96;1530
cvd;2018;2;97;1252
cvd;2018;2;98;937
cvd;2018;2;99;498
cvd;2018;2;100;652
cvd;2019;1;4;257
cvd;2019;1;5;206
