stock;year;sex;age;N
comorb;2010;1;56;151
comorb;2010;1;57;203
comorb;2010;1;58;223
comorb;2010;1;59;250
comorb;2010;1;60;289
comorb;2010;1;61;386
comorb;2010;1;62;463
comorb;2010;1;63;563
comorb;2010;1;64;667
comorb;2010;1;65;807
comorb;2010;1;66;928
comorb;2010;1;67;946
comorb;2010;1;68;995
comorb;2010;1;69;905
comorb;2010;1;70;981
comorb;2010;1;71;1076
comorb;2010;1;72;1053
comorb;2010;1;73;1123
comorb;2010;1;74;1101
comorb;2010;1;75;1131
comorb;2010;1;76;1091
comorb;2010;1;77;1155
comorb;2010;1;78;1173
comorb;2010;1;79;1176
comorb;2010;1;80;1188
comorb;2010;1;81;1055
comorb;2010;1;82;1070
comorb;2010;1;83;1010
comorb;2010;1;84;951
comorb;2010;1;85;900
comorb;2010;1;86;773
comorb;2010;1;87;731
comorb;2010;1;88;584
comorb;2010;1;89;503
comorb;2010;1;90;393
comorb;2010;1;91;269
comorb;2010;1;92;214
comorb;2010;1;93;146
comorb;2010;1;94;97
comorb;2010;1;95;75
comorb;2010;1;96;47
comorb;2010;1;97;24
comorb;2010;1;98;15
comorb;2010;1;99;7
comorb;2010;1;100;9
comorb;2010;2;5;2
comorb;2010;2;7;1
comorb;2010;2;11;3
comorb;2010;2;12;1
comorb;2010;2;13;1
comorb;2010;2;14;2
comorb;2010;2;15;1
comorb;2010;2;17;2
comorb;2010;2;18;1
comorb;2010;2;19;6
comorb;2010;2;20;3
comorb;2010;2;21;2
comorb;2010;2;23;3
comorb;2010;2;24;1
comorb;2010;2;25;7
comorb;2010;2;26;4
comorb;2010;2;27;1
comorb;2010;2;28;4
comorb;2010;2;29;8
comorb;2010;2;30;5
comorb;2010;2;31;3
comorb;2010;2;32;13
comorb;2010;2;33;5
comorb;2010;2;34;12
comorb;2010;2;35;13
comorb;2010;2;36;19
comorb;2010;2;37;13
comorb;2010;2;38;12
comorb;2010;2;39;16
comorb;2010;2;40;15
comorb;2010;2;41;13
comorb;2010;2;42;21
comorb;2010;2;43;28
comorb;2010;2;44;31
comorb;2010;2;45;37
comorb;2010;2;46;46
comorb;2010;2;47;41
comorb;2010;2;48;57
comorb;2010;2;49;56
comorb;2010;2;50;68
comorb;2010;2;51;76
comorb;2010;2;52;81
comorb;2010;2;53;103
comorb;2010;2;54;117
comorb;2010;2;55;93
comorb;2010;2;56;117
comorb;2010;2;57;114
comorb;2010;2;58;137
comorb;2010;2;59;155
comorb;2010;2;60;199
comorb;2010;2;61;228
comorb;2010;2;62;238
comorb;2010;2;63;271
comorb;2010;2;64;374
comorb;2010;2;65;365
comorb;2010;2;66;395
comorb;2010;2;67;469
comorb;2010;2;68;449
comorb;2010;2;69;451
comorb;2010;2;70;480
comorb;2010;2;71;505
comorb;2010;2;72;569
comorb;2010;2;73;547
comorb;2010;2;74;553
comorb;2010;2;75;593
comorb;2010;2;76;575
comorb;2010;2;77;635
comorb;2010;2;78;630
comorb;2010;2;79;682
comorb;2010;2;80;701
comorb;2010;2;81;717
comorb;2010;2;82;692
comorb;2010;2;83;669
comorb;2010;2;84;667
comorb;2010;2;85;650
comorb;2010;2;86;561
comorb;2010;2;87;585
comorb;2010;2;88;535
comorb;2010;2;89;468
comorb;2010;2;90;522
comorb;2010;2;91;288
comorb;2010;2;92;280
comorb;2010;2;93;210
comorb;2010;2;94;160
comorb;2010;2;95;104
comorb;2010;2;96;74
comorb;2010;2;97;48
comorb;2010;2;98;38
comorb;2010;2;99;24
comorb;2010;2;100;25
comorb;2011;1;4;2
comorb;2011;1;5;5
comorb;2011;1;6;4
comorb;2011;1;7;2
comorb;2011;1;8;2
comorb;2011;1;9;1
comorb;2011;1;10;3
comorb;2011;1;11;3
comorb;2011;1;14;1
comorb;2011;1;15;2
comorb;2011;1;17;2
comorb;2011;1;18;6
comorb;2011;1;19;3
comorb;2011;1;20;3
comorb;2011;1;21;8
comorb;2011;1;22;3
comorb;2011;1;23;4
comorb;2011;1;24;8
comorb;2011;1;25;3
comorb;2011;1;26;4
comorb;2011;1;27;5
comorb;2011;1;28;8
comorb;2011;1;29;4
comorb;2011;1;30;5
comorb;2011;1;31;4
comorb;2011;1;32;9
comorb;2011;1;33;7
comorb;2011;1;34;9
comorb;2011;1;35;10
comorb;2011;1;36;10
comorb;2011;1;37;10
comorb;2011;1;38;9
comorb;2011;1;39;19
comorb;2011;1;40;14
comorb;2011;1;41;16
comorb;2011;1;42;20
comorb;2011;1;43;18
comorb;2011;1;44;30
comorb;2011;1;45;27
comorb;2011;1;46;23
comorb;2011;1;47;40
comorb;2011;1;48;28
comorb;2011;1;49;47
comorb;2011;1;50;52
comorb;2011;1;51;53
comorb;2011;1;52;66
comorb;2011;1;53;84
comorb;2011;1;54;100
comorb;2011;1;55;111
comorb;2011;1;56;141
comorb;2011;1;57;171
comorb;2011;1;58;237
comorb;2011;1;59;263
comorb;2011;1;60;299
comorb;2011;1;61;349
comorb;2011;1;62;471
comorb;2011;1;63;531
comorb;2011;1;64;639
comorb;2011;1;65;823
comorb;2011;1;66;961
comorb;2011;1;67;1045
comorb;2011;1;68;1044
comorb;2011;1;69;1145
comorb;2011;1;70;1044
comorb;2011;1;71;1107
comorb;2011;1;72;1156
comorb;2011;1;73;1187
comorb;2011;1;74;1221
comorb;2011;1;75;1227
comorb;2011;1;76;1206
comorb;2011;1;77;1111
comorb;2011;1;78;1160
comorb;2011;1;79;1187
comorb;2011;1;80;1170
comorb;2011;1;81;1216
comorb;2011;1;82;1077
comorb;2011;1;83;1051
comorb;2011;1;84;939
comorb;2011;1;85;902
comorb;2011;1;86;812
comorb;2011;1;87;704
comorb;2011;1;88;646
comorb;2011;1;89;500
comorb;2011;1;90;432
comorb;2011;1;91;324
comorb;2011;1;92;230
comorb;2011;1;93;163
comorb;2011;1;94;114
comorb;2011;1;95;58
comorb;2011;1;96;43
comorb;2011;1;97;40
comorb;2011;1;98;12
comorb;2011;1;99;8
comorb;2011;1;100;7
comorb;2011;2;4;2
comorb;2011;2;5;1
comorb;2011;2;6;2
comorb;2011;2;8;1
comorb;2011;2;10;1
comorb;2011;2;12;3
comorb;2011;2;13;1
comorb;2011;2;14;3
comorb;2011;2;15;2
comorb;2011;2;16;1
comorb;2011;2;17;1
comorb;2011;2;18;2
comorb;2011;2;19;2
comorb;2011;2;20;5
comorb;2011;2;21;5
comorb;2011;2;22;5
comorb;2011;2;24;4
comorb;2011;2;25;1
comorb;2011;2;26;9
comorb;2011;2;27;3
comorb;2011;2;28;3
comorb;2011;2;29;3
comorb;2011;2;30;5
comorb;2011;2;31;8
comorb;2011;2;32;4
comorb;2011;2;33;8
comorb;2011;2;34;6
comorb;2011;2;35;14
comorb;2011;2;36;12
comorb;2011;2;37;16
comorb;2011;2;38;16
comorb;2011;2;39;16
comorb;2011;2;40;24
comorb;2011;2;41;26
comorb;2011;2;42;20
comorb;2011;2;43;26
comorb;2011;2;44;32
comorb;2011;2;45;39
comorb;2011;2;46;46
comorb;2011;2;47;57
comorb;2011;2;48;37
comorb;2011;2;49;61
comorb;2011;2;50;71
comorb;2011;2;51;84
comorb;2011;2;52;82
comorb;2011;2;53;102
comorb;2011;2;54;112
comorb;2011;2;55;110
comorb;2011;2;56;103
comorb;2011;2;57;114
comorb;2011;2;58;143
comorb;2011;2;59;151
comorb;2011;2;60;196
comorb;2011;2;61;231
comorb;2011;2;62;270
comorb;2011;2;63;287
comorb;2011;2;64;308
comorb;2011;2;65;415
comorb;2011;2;66;424
comorb;2011;2;67;463
comorb;2011;2;68;562
comorb;2011;2;69;532
comorb;2011;2;70;531
comorb;2011;2;71;536
comorb;2011;2;72;533
comorb;2011;2;73;607
comorb;2011;2;74;638
comorb;2011;2;75;586
comorb;2011;2;76;647
comorb;2011;2;77;604
comorb;2011;2;78;641
comorb;2011;2;79;695
comorb;2011;2;80;704
comorb;2011;2;81;723
comorb;2011;2;82;758
comorb;2011;2;83;702
comorb;2011;2;84;712
comorb;2011;2;85;649
comorb;2011;2;86;667
comorb;2011;2;87;565
comorb;2011;2;88;552
comorb;2011;2;89;511
comorb;2011;2;90;437
comorb;2011;2;91;444
comorb;2011;2;92;265
comorb;2011;2;93;217
comorb;2011;2;94;175
comorb;2011;2;95;131
comorb;2011;2;96;70
comorb;2011;2;97;57
comorb;2011;2;98;30
comorb;2011;2;99;21
comorb;2011;2;100;29
comorb;2012;1;4;4
comorb;2012;1;5;2
comorb;2012;1;6;5
comorb;2012;1;7;3
comorb;2012;1;8;2
comorb;2012;1;9;4
comorb;2012;1;10;3
comorb;2012;1;11;4
comorb;2012;1;12;2
comorb;2012;1;15;1
comorb;2012;1;16;2
comorb;2012;1;17;1
comorb;2012;1;18;4
comorb;2012;1;19;5
comorb;2012;1;20;6
comorb;2012;1;21;6
comorb;2012;1;22;4
comorb;2012;1;23;5
comorb;2012;1;24;7
comorb;2012;1;25;7
comorb;2012;1;26;5
comorb;2012;1;27;4
comorb;2012;1;28;3
comorb;2012;1;29;15
comorb;2012;1;30;8
comorb;2012;1;31;4
comorb;2012;1;32;3
comorb;2012;1;33;12
comorb;2012;1;34;8
comorb;2012;1;35;12
comorb;2012;1;36;15
comorb;2012;1;37;11
comorb;2012;1;38;13
comorb;2012;1;39;10
comorb;2012;1;40;23
comorb;2012;1;41;14
comorb;2012;1;42;15
comorb;2012;1;43;21
comorb;2012;1;44;25
comorb;2012;1;45;34
comorb;2012;1;46;31
comorb;2012;1;47;31
comorb;2012;1;48;50
comorb;2012;1;49;40
comorb;2012;1;50;57
comorb;2012;1;51;68
comorb;2012;1;52;67
comorb;2012;1;53;92
comorb;2012;1;54;114
comorb;2012;1;55;116
comorb;2012;1;56;138
comorb;2012;1;57;156
comorb;2012;1;58;224
comorb;2012;1;59;253
comorb;2012;1;60;298
comorb;2012;1;61;344
comorb;2012;1;62;458
comorb;2012;1;63;560
comorb;2012;1;64;639
comorb;2012;1;65;795
comorb;2012;1;66;943
comorb;2012;1;67;1037
comorb;2012;1;68;1176
comorb;2012;1;69;1149
comorb;2012;1;70;1271
comorb;2012;1;71;1179
comorb;2012;1;72;1143
comorb;2012;1;73;1251
comorb;2012;1;74;1260
comorb;2012;1;75;1267
comorb;2012;1;76;1281
comorb;2012;1;77;1237
comorb;2012;1;78;1109
comorb;2012;1;79;1188
comorb;2012;1;80;1233
comorb;2012;1;81;1157
comorb;2012;1;82;1211
comorb;2012;1;83;1023
comorb;2012;1;84;983
comorb;2012;1;85;833
comorb;2012;1;86;847
comorb;2012;1;87;726
comorb;2012;1;88;636
comorb;2012;1;89;539
comorb;2012;1;90;419
comorb;2012;1;91;375
comorb;2012;1;92;279
comorb;2012;1;93;185
comorb;2012;1;94;132
comorb;2012;1;95;72
comorb;2012;1;96;37
comorb;2012;1;97;26
comorb;2012;1;98;29
comorb;2012;1;99;8
comorb;2012;1;100;7
comorb;2012;2;4;4
comorb;2012;2;5;1
comorb;2012;2;6;1
comorb;2012;2;7;2
comorb;2012;2;9;2
comorb;2012;2;11;2
comorb;2012;2;13;2
comorb;2012;2;14;1
comorb;2012;2;15;2
comorb;2012;2;16;4
comorb;2012;2;17;2
comorb;2012;2;18;1
comorb;2012;2;19;1
comorb;2012;2;20;2
comorb;2012;2;21;6
comorb;2012;2;22;4
comorb;2012;2;23;10
comorb;2012;2;25;4
comorb;2012;2;26;1
comorb;2012;2;27;11
comorb;2012;2;28;2
comorb;2012;2;29;2
comorb;2012;2;30;5
comorb;2012;2;31;6
comorb;2012;2;32;8
comorb;2012;2;33;3
comorb;2012;2;34;15
comorb;2012;2;35;7
comorb;2012;2;36;10
comorb;2012;2;37;18
comorb;2012;2;38;19
comorb;2012;2;39;22
comorb;2012;2;40;16
comorb;2012;2;41;23
comorb;2012;2;42;31
comorb;2012;2;43;25
comorb;2012;2;44;31
comorb;2012;2;45;33
comorb;2012;2;46;46
comorb;2012;2;47;45
comorb;2012;2;48;70
comorb;2012;2;49;50
comorb;2012;2;50;60
comorb;2012;2;51;80
comorb;2012;2;52;86
comorb;2012;2;53;92
comorb;2012;2;54;90
comorb;2012;2;55;119
comorb;2012;2;56;119
comorb;2012;2;57;137
comorb;2012;2;58;131
comorb;2012;2;59;155
comorb;2012;2;60;196
comorb;2012;2;61;219
comorb;2012;2;62;279
comorb;2012;2;63;303
comorb;2012;2;64;371
comorb;2012;2;65;376
comorb;2012;2;66;440
comorb;2012;2;67;502
comorb;2012;2;68;565
comorb;2012;2;69;589
comorb;2012;2;70;608
comorb;2012;2;71;599
comorb;2012;2;72;608
comorb;2012;2;73;607
comorb;2012;2;74;656
comorb;2012;2;75;655
comorb;2012;2;76;637
comorb;2012;2;77;736
comorb;2012;2;78;650
comorb;2012;2;79;660
comorb;2012;2;80;715
comorb;2012;2;81;723
comorb;2012;2;82;780
comorb;2012;2;83;736
comorb;2012;2;84;742
comorb;2012;2;85;703
comorb;2012;2;86;643
comorb;2012;2;87;614
comorb;2012;2;88;529
comorb;2012;2;89;518
comorb;2012;2;90;453
comorb;2012;2;91;393
comorb;2012;2;92;383
comorb;2012;2;93;222
comorb;2012;2;94;158
comorb;2012;2;95;147
comorb;2012;2;96;95
comorb;2012;2;97;53
comorb;2012;2;98;31
comorb;2012;2;99;26
comorb;2012;2;100;36
comorb;2013;1;4;4
comorb;2013;1;5;4
comorb;2013;1;6;2
comorb;2013;1;7;3
comorb;2013;1;8;3
comorb;2013;1;9;1
comorb;2013;1;10;3
comorb;2013;1;11;4
comorb;2013;1;12;5
comorb;2013;1;13;1
comorb;2013;1;14;2
comorb;2013;1;15;1
comorb;2013;1;16;3
comorb;2013;1;17;2
comorb;2013;1;19;5
comorb;2013;1;20;6
comorb;2013;1;21;7
comorb;2013;1;22;7
comorb;2013;1;23;2
comorb;2013;1;24;6
comorb;2013;1;25;10
comorb;2013;1;26;9
comorb;2013;1;27;6
comorb;2013;1;28;8
comorb;2013;1;29;3
comorb;2013;1;30;15
comorb;2013;1;31;9
comorb;2013;1;32;4
comorb;2013;1;33;5
comorb;2013;1;34;11
comorb;2013;1;35;8
comorb;2013;1;36;14
comorb;2013;1;37;17
comorb;2013;1;38;9
comorb;2013;1;39;19
comorb;2013;1;40;19
comorb;2013;1;41;22
comorb;2013;1;42;16
comorb;2013;1;43;20
comorb;2013;1;44;26
comorb;2013;1;45;35
comorb;2013;1;46;43
comorb;2013;1;47;40
comorb;2013;1;48;46
comorb;2013;1;49;70
comorb;2013;1;50;62
comorb;2013;1;51;71
comorb;2013;1;52;90
comorb;2013;1;53;83
comorb;2013;1;54;112
comorb;2013;1;55;149
comorb;2013;1;56;142
comorb;2013;1;57;174
comorb;2013;1;58;197
comorb;2013;1;59;275
comorb;2013;1;60;309
comorb;2013;1;61;349
comorb;2013;1;62;428
comorb;2013;1;63;533
comorb;2013;1;64;663
comorb;2013;1;65;749
comorb;2013;1;66;917
comorb;2013;1;67;1098
comorb;2013;1;68;1224
comorb;2013;1;69;1312
comorb;2013;1;70;1345
comorb;2013;1;71;1346
comorb;2013;1;72;1298
comorb;2013;1;73;1210
comorb;2013;1;74;1314
comorb;2013;1;75;1360
comorb;2013;1;76;1338
comorb;2013;1;77;1373
comorb;2013;1;78;1297
comorb;2013;1;79;1176
comorb;2013;1;80;1219
comorb;2013;1;81;1222
comorb;2013;1;82;1143
comorb;2013;1;83;1144
comorb;2013;1;84;981
comorb;2013;1;85;934
comorb;2013;1;86;777
comorb;2013;1;87;785
comorb;2013;1;88;677
comorb;2013;1;89;548
comorb;2013;1;90;431
comorb;2013;1;91;353
comorb;2013;1;92;286
comorb;2013;1;93;210
comorb;2013;1;94;156
comorb;2013;1;95;85
comorb;2013;1;96;57
comorb;2013;1;97;26
comorb;2013;1;98;18
comorb;2013;1;99;25
comorb;2013;1;100;11
comorb;2013;2;4;3
comorb;2013;2;5;4
comorb;2013;2;6;2
comorb;2013;2;7;2
comorb;2013;2;10;2
comorb;2013;2;12;3
comorb;2013;2;14;2
comorb;2013;2;15;1
comorb;2013;2;16;2
comorb;2013;2;17;5
comorb;2013;2;18;1
comorb;2013;2;19;1
comorb;2013;2;20;2
comorb;2013;2;21;3
comorb;2013;2;22;8
comorb;2013;2;23;5
comorb;2013;2;24;10
comorb;2013;2;25;1
comorb;2013;2;26;3
comorb;2013;2;27;3
comorb;2013;2;28;7
comorb;2013;2;29;1
comorb;2013;2;30;4
comorb;2013;2;31;8
comorb;2013;2;32;9
comorb;2013;2;33;12
comorb;2013;2;34;10
comorb;2013;2;35;14
comorb;2013;2;36;6
comorb;2013;2;37;10
comorb;2013;2;38;19
comorb;2013;2;39;16
comorb;2013;2;40;27
comorb;2013;2;41;24
comorb;2013;2;42;25
comorb;2013;2;43;38
comorb;2013;2;44;34
comorb;2013;2;45;38
comorb;2013;2;46;46
comorb;2013;2;47;61
comorb;2013;2;48;57
comorb;2013;2;49;88
comorb;2013;2;50;62
comorb;2013;2;51;67
comorb;2013;2;52;102
comorb;2013;2;53;95
comorb;2013;2;54;94
comorb;2013;2;55;101
comorb;2013;2;56;132
comorb;2013;2;57;136
comorb;2013;2;58;165
comorb;2013;2;59;152
comorb;2013;2;60;186
comorb;2013;2;61;231
comorb;2013;2;62;238
comorb;2013;2;63;313
comorb;2013;2;64;342
comorb;2013;2;65;416
comorb;2013;2;66;440
comorb;2013;2;67;512
comorb;2013;2;68;546
comorb;2013;2;69;632
comorb;2013;2;70;653
comorb;2013;2;71;640
comorb;2013;2;72;668
comorb;2013;2;73;642
comorb;2013;2;74;658
comorb;2013;2;75;703
comorb;2013;2;76;727
comorb;2013;2;77;662
comorb;2013;2;78;714
comorb;2013;2;79;686
comorb;2013;2;80;713
comorb;2013;2;81;734
comorb;2013;2;82;716
comorb;2013;2;83;797
comorb;2013;2;84;740
comorb;2013;2;85;732
comorb;2013;2;86;694
comorb;2013;2;87;628
comorb;2013;2;88;598
comorb;2013;2;89;508
comorb;2013;2;90;459
comorb;2013;2;91;380
comorb;2013;2;92;358
comorb;2013;2;93;316
comorb;2013;2;94;176
comorb;2013;2;95;133
comorb;2013;2;96;93
comorb;2013;2;97;69
comorb;2013;2;98;37
comorb;2013;2;99;23
comorb;2013;2;100;34
comorb;2014;1;4;2
comorb;2014;1;5;3
comorb;2014;1;6;3
comorb;2014;1;7;2
comorb;2014;1;8;4
comorb;2014;1;9;2
comorb;2014;1;10;2
comorb;2014;1;11;1
comorb;2014;1;12;3
comorb;2014;1;13;4
comorb;2014;1;14;2
comorb;2014;1;15;3
comorb;2014;1;16;2
comorb;2014;1;17;4
comorb;2014;1;18;3
comorb;2014;1;19;1
comorb;2014;1;20;5
comorb;2014;1;21;6
comorb;2014;1;22;7
comorb;2014;1;23;9
comorb;2014;1;24;3
comorb;2014;1;25;7
comorb;2014;1;26;7
comorb;2014;1;27;9
comorb;2014;1;28;7
comorb;2014;1;29;9
comorb;2014;1;30;4
comorb;2014;1;31;16
comorb;2014;1;32;9
comorb;2014;1;33;7
comorb;2014;1;34;7
comorb;2014;1;35;12
comorb;2014;1;36;8
comorb;2014;1;37;15
comorb;2014;1;38;15
comorb;2014;1;39;7
comorb;2014;1;40;22
comorb;2014;1;41;21
comorb;2014;1;42;23
comorb;2014;1;43;21
comorb;2014;1;44;24
comorb;2014;1;45;30
comorb;2014;1;46;45
comorb;2014;1;47;39
comorb;2014;1;48;58
comorb;2014;1;49;56
comorb;2014;1;50;83
comorb;2014;1;51;63
comorb;2014;1;52;96
comorb;2014;1;53;113
comorb;2014;1;54;115
comorb;2014;1;55;127
comorb;2014;1;56;166
comorb;2014;1;57;174
comorb;2014;1;58;220
comorb;2014;1;59;247
comorb;2014;1;60;353
comorb;2014;1;61;400
comorb;2014;1;62;417
comorb;2014;1;63;491
comorb;2014;1;64;660
comorb;2014;1;65;786
comorb;2014;1;66;847
comorb;2014;1;67;1066
comorb;2014;1;68;1207
comorb;2014;1;69;1373
comorb;2014;1;70;1446
comorb;2014;1;71;1476
comorb;2014;1;72;1424
comorb;2014;1;73;1394
comorb;2014;1;74;1322
comorb;2014;1;75;1363
comorb;2014;1;76;1434
comorb;2014;1;77;1382
comorb;2014;1;78;1393
comorb;2014;1;79;1335
comorb;2014;1;80;1180
comorb;2014;1;81;1193
comorb;2014;1;82;1188
comorb;2014;1;83;1101
comorb;2014;1;84;1111
comorb;2014;1;85;961
comorb;2014;1;86;860
comorb;2014;1;87;703
comorb;2014;1;88;696
comorb;2014;1;89;571
comorb;2014;1;90;488
comorb;2014;1;91;375
comorb;2014;1;92;295
comorb;2014;1;93;220
comorb;2014;1;94;155
comorb;2014;1;95;110
comorb;2014;1;96;63
comorb;2014;1;97;40
comorb;2014;1;98;13
comorb;2014;1;99;12
comorb;2014;1;100;18
comorb;2014;2;4;5
comorb;2014;2;5;2
comorb;2014;2;6;3
comorb;2014;2;7;2
comorb;2014;2;8;2
comorb;2014;2;11;2
comorb;2014;2;13;4
comorb;2014;2;15;2
comorb;2014;2;17;2
comorb;2014;2;18;5
comorb;2014;2;19;1
comorb;2014;2;20;2
comorb;2014;2;21;1
comorb;2014;2;22;5
comorb;2014;2;23;7
comorb;2014;2;24;2
comorb;2014;2;25;8
comorb;2014;2;26;3
comorb;2014;2;27;2
comorb;2014;2;28;3
comorb;2014;2;29;7
comorb;2014;2;30;2
comorb;2014;2;31;4
comorb;2014;2;32;11
comorb;2014;2;33;13
comorb;2014;2;34;17
comorb;2014;2;35;13
comorb;2014;2;36;16
comorb;2014;2;37;15
comorb;2014;2;38;12
comorb;2014;2;39;21
comorb;2014;2;40;21
comorb;2014;2;41;28
comorb;2014;2;42;36
comorb;2014;2;43;30
comorb;2014;2;44;48
comorb;2014;2;45;44
comorb;2014;2;46;41
comorb;2014;2;47;48
comorb;2014;2;48;66
comorb;2014;2;49;77
comorb;2014;2;50;100
comorb;2014;2;51;87
comorb;2014;2;52;85
comorb;2014;2;53;105
comorb;2014;2;54;115
comorb;2014;2;55;109
comorb;2014;2;56;124
comorb;2014;2;57;141
comorb;2014;2;58;145
comorb;2014;2;59;177
comorb;2014;2;60;182
comorb;2014;2;61;230
comorb;2014;2;62;265
comorb;2014;2;63;265
comorb;2014;2;64;341
comorb;2014;2;65;392
comorb;2014;2;66;455
comorb;2014;2;67;526
comorb;2014;2;68;570
comorb;2014;2;69;614
comorb;2014;2;70;706
comorb;2014;2;71;699
comorb;2014;2;72;727
comorb;2014;2;73;747
comorb;2014;2;74;714
comorb;2014;2;75;746
comorb;2014;2;76;765
comorb;2014;2;77;741
comorb;2014;2;78;718
comorb;2014;2;79;740
comorb;2014;2;80;718
comorb;2014;2;81;722
comorb;2014;2;82;751
comorb;2014;2;83;716
comorb;2014;2;84;788
comorb;2014;2;85;737
comorb;2014;2;86;713
comorb;2014;2;87;678
comorb;2014;2;88;575
comorb;2014;2;89;543
comorb;2014;2;90;453
comorb;2014;2;91;405
comorb;2014;2;92;328
comorb;2014;2;93;303
comorb;2014;2;94;260
comorb;2014;2;95;149
comorb;2014;2;96;104
comorb;2014;2;97;79
comorb;2014;2;98;50
comorb;2014;2;99;30
comorb;2014;2;100;36
comorb;2015;1;4;6
comorb;2015;1;5;4
comorb;2015;1;6;4
comorb;2015;1;7;2
comorb;2015;1;8;1
comorb;2015;1;9;2
comorb;2015;1;10;1
comorb;2015;1;11;2
comorb;2015;1;12;2
comorb;2015;1;13;3
comorb;2015;1;14;5
comorb;2015;1;15;2
comorb;2015;1;16;4
comorb;2015;1;17;2
comorb;2015;1;18;5
comorb;2015;1;19;4
comorb;2015;1;20;2
comorb;2015;1;21;6
comorb;2015;1;22;4
comorb;2015;1;23;10
comorb;2015;1;24;8
comorb;2015;1;25;1
comorb;2015;1;26;11
comorb;2015;1;27;11
comorb;2015;1;28;8
comorb;2015;1;29;7
comorb;2015;1;30;12
comorb;2015;1;31;7
comorb;2015;1;32;16
comorb;2015;1;33;15
comorb;2015;1;34;10
comorb;2015;1;35;5
comorb;2015;1;36;13
comorb;2015;1;37;14
comorb;2015;1;38;14
comorb;2015;1;39;18
comorb;2015;1;40;15
comorb;2015;1;41;23
comorb;2015;1;42;28
comorb;2015;1;43;24
comorb;2015;1;44;26
comorb;2015;1;45;31
comorb;2015;1;46;41
comorb;2015;1;47;45
comorb;2015;1;48;47
comorb;2015;1;49;62
comorb;2015;1;50;62
comorb;2015;1;51;96
comorb;2015;1;52;78
comorb;2015;1;53;104
comorb;2015;1;54;133
comorb;2015;1;55;125
comorb;2015;1;56;159
comorb;2015;1;57;196
comorb;2015;1;58;228
comorb;2015;1;59;288
comorb;2015;1;60;312
comorb;2015;1;61;405
comorb;2015;1;62;456
comorb;2015;1;63;481
comorb;2015;1;64;591
comorb;2015;1;65;788
comorb;2015;1;66;901
comorb;2015;1;67;1003
comorb;2015;1;68;1214
comorb;2015;1;69;1334
comorb;2015;1;70;1503
comorb;2015;1;71;1569
comorb;2015;1;72;1569
comorb;2015;1;73;1539
comorb;2015;1;74;1526
comorb;2015;1;75;1446
comorb;2015;1;76;1396
comorb;2015;1;77;1489
comorb;2015;1;78;1435
comorb;2015;1;79;1426
comorb;2015;1;80;1345
comorb;2015;1;81;1142
comorb;2015;1;82;1167
comorb;2015;1;83;1186
comorb;2015;1;84;1095
comorb;2015;1;85;1047
comorb;2015;1;86;891
comorb;2015;1;87;791
comorb;2015;1;88;619
comorb;2015;1;89;610
comorb;2015;1;90;501
comorb;2015;1;91;400
comorb;2015;1;92;293
comorb;2015;1;93;199
comorb;2015;1;94;187
comorb;2015;1;95;122
comorb;2015;1;96;88
comorb;2015;1;97;38
comorb;2015;1;98;25
comorb;2015;1;99;9
comorb;2015;1;100;20
comorb;2015;2;4;4
comorb;2015;2;5;5
comorb;2015;2;6;4
comorb;2015;2;7;3
comorb;2015;2;8;1
comorb;2015;2;9;1
comorb;2015;2;10;1
comorb;2015;2;11;1
comorb;2015;2;12;2
comorb;2015;2;13;2
comorb;2015;2;14;3
comorb;2015;2;16;1
comorb;2015;2;18;3
comorb;2015;2;19;4
comorb;2015;2;20;1
comorb;2015;2;21;2
comorb;2015;2;22;2
comorb;2015;2;23;6
comorb;2015;2;24;6
comorb;2015;2;25;3
comorb;2015;2;26;8
comorb;2015;2;27;5
comorb;2015;2;28;4
comorb;2015;2;29;5
comorb;2015;2;30;9
comorb;2015;2;31;3
comorb;2015;2;32;7
comorb;2015;2;33;11
comorb;2015;2;34;14
comorb;2015;2;35;17
comorb;2015;2;36;13
comorb;2015;2;37;17
comorb;2015;2;38;15
comorb;2015;2;39;17
comorb;2015;2;40;26
comorb;2015;2;41;21
comorb;2015;2;42;28
comorb;2015;2;43;38
comorb;2015;2;44;38
comorb;2015;2;45;54
comorb;2015;2;46;50
comorb;2015;2;47;56
comorb;2015;2;48;62
comorb;2015;2;49;78
comorb;2015;2;50;94
comorb;2015;2;51;114
comorb;2015;2;52;92
comorb;2015;2;53;96
comorb;2015;2;54;117
comorb;2015;2;55;132
comorb;2015;2;56;124
comorb;2015;2;57;141
comorb;2015;2;58;150
comorb;2015;2;59;170
comorb;2015;2;60;189
comorb;2015;2;61;222
comorb;2015;2;62;269
comorb;2015;2;63;282
comorb;2015;2;64;304
comorb;2015;2;65;380
comorb;2015;2;66;458
comorb;2015;2;67;488
comorb;2015;2;68;567
comorb;2015;2;69;664
comorb;2015;2;70;696
comorb;2015;2;71;803
comorb;2015;2;72;781
comorb;2015;2;73;777
comorb;2015;2;74;748
comorb;2015;2;75;779
comorb;2015;2;76;773
comorb;2015;2;77;817
comorb;2015;2;78;815
comorb;2015;2;79;785
comorb;2015;2;80;772
comorb;2015;2;81;775
comorb;2015;2;82;744
comorb;2015;2;83;770
comorb;2015;2;84;738
comorb;2015;2;85;779
comorb;2015;2;86;732
comorb;2015;2;87;702
comorb;2015;2;88;630
