stock;year;sex;age;rate
comorb;2016;1;47;142.98123114532
comorb;2016;1;48;129.661991996046
comorb;2016;1;49;117.697020566547
comorb;2016;1;50;106.995348197717
comorb;2016;1;51;97.4285768670323
comorb;2016;1;52;88.8538618821371
comorb;2016;1;53;81.1305305871956
comorb;2016;1;54;74.1310963763621
comorb;2016;1;55;67.7476177450333
comorb;2016;1;56;61.894302679102
comorb;2016;1;57;56.5071627503534
comorb;2016;1;58;51.5414702165695
comorb;2016;1;59;46.9677707339833
comorb;2016;1;60;42.7672085723064
comorb;2016;1;61;38.9268752783059
comorb;2016;1;62;35.4357654349725
comorb;2016;1;63;32.281722819817
comorb;2016;1;64;29.4495282543926
comorb;2016;1;65;26.9200700470348
comorb;2016;1;66;24.6703913199995
comorb;2016;1;67;22.6743428991364
comorb;2016;1;68;20.9035774189851
comorb;2016;1;69;19.3286748236309
comorb;2016;1;70;17.9202618659048
comorb;2016;1;71;16.6500537359272
comorb;2016;1;72;15.491789462463
comorb;2016;1;73;14.4220495162439
comorb;2016;1;74;13.4209382313675
comorb;2016;1;75;12.4725956415519
comorb;2016;1;76;11.565486587558
comorb;2016;1;77;10.692412232478
comorb;2016;1;78;9.8502082258984
comorb;2016;1;79;9.03913418473073
comorb;2016;1;80;8.26201130217441
comorb;2016;1;81;7.52321296183229
comorb;2016;1;82;6.82764125116228
comorb;2016;1;83;6.17982065607018
comorb;2016;1;84;5.5832096776982
comorb;2016;1;85;5.03978191591266
comorb;2016;1;86;4.54987542120161
comorb;2016;1;87;4.11226666318669
comorb;2016;1;88;3.72440135197734
comorb;2016;1;89;3.38270955665804
comorb;2016;1;90;3.08294263101452
comorb;2016;1;91;2.82048749974055
comorb;2016;1;92;2.59063336511783
comorb;2016;1;93;2.38878233908077
comorb;2016;1;94;2.21060672469292
comorb;2016;1;95;2.0521614202937
comorb;2016;1;96;1.90996114938702
comorb;2016;1;97;1.78103043036961
comorb;2016;1;98;1.6629310086631
comorb;2016;1;99;1.5537683500009
comorb;2016;1;100;1.4521768788033
comorb;2016;2;0;1778.02996936906
comorb;2016;2;1;2149.6000096395
comorb;2016;2;2;2593.53543297793
comorb;2016;2;3;3113.25384028951
comorb;2016;2;4;3703.61173691148
comorb;2016;2;5;4347.56533732969
comorb;2016;2;6;5014.10000385197
comorb;2016;2;7;5658.89914403974
comorb;2016;2;8;6228.84906905867
comorb;2016;2;9;6670.30777647627
comorb;2016;2;10;6939.4222948288
comorb;2016;2;11;7011.46931843602
comorb;2016;2;12;6886.08303515157
comorb;2016;2;13;6586.60037880742
comorb;2016;2;14;6153.97259277789
comorb;2016;2;15;5637.60046169376
comorb;2016;2;16;5086.13524307543
comorb;2016;2;17;4540.63726708349
comorb;2016;2;18;4031.10815469562
comorb;2016;2;19;3576.10678729177
comorb;2016;2;20;2157.82180932923
comorb;2016;2;21;1821.64258568541
comorb;2016;2;22;1555.1529422901
comorb;2016;2;23;1346.26951902013
comorb;2016;2;24;1184.02287180596
comorb;2016;2;25;1058.95359895767
comorb;2016;2;26;963.149038210208
comorb;2016;2;27;890.081044051358
comorb;2016;2;28;834.361802212101
comorb;2016;2;29;791.493953681631
comorb;2016;2;30;757.660960554895
comorb;2016;2;31;729.582662431782
comorb;2016;2;32;704.445156469874
comorb;2016;2;33;679.899668184251
comorb;2016;2;34;654.110702104029
comorb;2016;2;35;625.821542193229
comorb;2016;2;36;594.399506954043
comorb;2016;2;37;559.828251542977
comorb;2016;2;38;522.630259756395
comorb;2016;2;39;483.724770083527
comorb;2016;2;40;444.246504808084
comorb;2016;2;41;405.361078079472
comorb;2016;2;42;368.11075048535
comorb;2016;2;43;333.311914922547
comorb;2016;2;44;301.509623368676
comorb;2016;2;45;272.980899767543
comorb;2016;2;46;247.771118083308
comorb;2016;2;47;225.74660761639
comorb;2016;2;48;206.649896957621
comorb;2016;2;49;190.149031076532
comorb;2016;2;50;175.877161361125
