stock;year;sex;age;rate
cancer;2020;1;26;31.9330841752498
cancer;2020;1;27;28.8693488302403
cancer;2020;1;28;27.1159698443422
cancer;2020;1;29;26.40045588886
cancer;2020;1;30;26.547127089029
cancer;2020;1;31;27.4396943382302
cancer;2020;1;32;28.9913649443414
cancer;2020;1;33;31.1193616826633
cancer;2020;1;34;33.7229525463212
cancer;2020;1;35;36.6663792884902
cancer;2020;1;36;39.7699111579933
cancer;2020;1;37;42.8127669540129
cancer;2020;1;38;45.550042219138
cancer;2020;1;39;47.7420176611528
cancer;2020;1;40;49.1895683816983
cancer;2020;1;41;49.7661087923323
cancer;2020;1;42;49.4366488543054
cancer;2020;1;43;48.2585145607573
cancer;2020;1;44;46.3643925767953
cancer;2020;1;45;43.9337585652092
cancer;2020;1;46;41.1612079810991
cancer;2020;1;47;38.2292673537272
cancer;2020;1;48;35.2901177552765
cancer;2020;1;49;32.4571168760643
cancer;2020;1;50;29.8044263421939
cancer;2020;1;51;27.3719122125581
cancer;2020;1;52;25.1725417206397
cancer;2020;1;53;23.200200842778
cancer;2020;1;54;21.4367069141539
cancer;2020;1;55;19.8574911297348
cancer;2020;1;56;18.4358758781336
cancer;2020;1;57;17.146093362586
cancer;2020;1;58;15.9652574885536
cancer;2020;1;59;14.874486716059
cancer;2020;1;60;13.8593390347197
cancer;2020;1;61;12.9096941135061
cancer;2020;1;62;12.0192119512378
cancer;2020;1;63;11.1845056479402
cancer;2020;1;64;10.4041742283503
cancer;2020;1;65;9.67783683087058
cancer;2020;1;66;9.00528628299329
cancer;2020;1;67;8.38584129562923
cancer;2020;1;68;7.81793170099194
cancer;2020;1;69;7.29891117433702
cancer;2020;1;70;6.82506441473008
cancer;2020;1;71;6.39176315663927
cancer;2020;1;72;5.99372504016923
cancer;2020;1;73;5.62533583394511
cancer;2020;1;74;5.28100299933699
cancer;2020;1;75;4.95551299864252
cancer;2020;1;76;4.64436475082023
cancer;2020;1;77;4.34404881895365
cancer;2020;1;78;4.05224002353789
cancer;2020;1;79;3.76787454885666
cancer;2020;1;80;3.49109413383277
cancer;2020;1;81;3.22305928999581
cancer;2020;1;82;2.96565655558791
cancer;2020;1;83;2.72114488019034
cancer;2020;1;84;2.49179674811558
cancer;2020;1;85;2.27958703065564
cancer;2020;1;86;2.08596788187628
cancer;2020;1;87;1.91174639196554
cancer;2020;1;88;1.75706001405937
cancer;2020;1;89;1.62142872379158
cancer;2020;1;90;1.50385528936597
cancer;2020;1;91;1.40294561764875
cancer;2020;1;92;1.31702746858398
cancer;2020;1;93;1.24425477818929
cancer;2020;1;94;1.18269371011601
cancer;2020;1;95;1.13039359128014
cancer;2020;1;96;1.08545017025431
cancer;2020;1;97;1.0460698592168
cancer;2020;1;98;1.01064187464017
cancer;2020;1;99;0.977820994581871
cancer;2020;1;100;0.946618128536263
cancer;2020;2;0;211.206424255722
cancer;2020;2;1;252.701507839227
cancer;2020;2;2;301.734492609567
cancer;2020;2;3;358.452299868082
cancer;2020;2;4;422.0168058783
cancer;2020;2;5;490.280330821723
cancer;2020;2;6;559.624738067343
cancer;2020;2;7;625.114931381259
cancer;2020;2;8;681.063261326881
cancer;2020;2;9;721.965981073568
cancer;2020;2;10;743.599602626347
cancer;2020;2;11;743.943940904715
cancer;2020;2;12;723.615344231888
cancer;2020;2;13;685.662367083794
cancer;2020;2;14;634.816535038972
cancer;2020;2;15;576.477049487269
cancer;2020;2;16;515.754023856351
cancer;2020;2;17;456.803657416958
cancer;2020;2;18;402.53459168705
cancer;2020;2;19;354.631405281854
cancer;2020;2;20;205.641129983791
cancer;2020;2;21;166.449265980277
cancer;2020;2;22;136.457188765045
cancer;2020;2;23;113.78385542106
cancer;2020;2;24;96.8598270699422
cancer;2020;2;25;84.4184057512002
cancer;2020;2;26;75.4665922335401
cancer;2020;2;27;69.2424711549352
cancer;2020;2;28;65.1672774350973
cancer;2020;2;29;62.7980861917654
cancer;2020;2;30;61.7843526692181
cancer;2020;2;31;61.8298725852123
cancer;2020;2;32;62.6613816856271
cancer;2020;2;33;64.0055767566077
cancer;2020;2;34;65.5770673352701
cancer;2020;2;35;67.079722314723
cancer;2020;2;36;68.2222594540267
cancer;2020;2;37;68.7455905973097
cancer;2020;2;38;68.4553257958189
cancer;2020;2;39;67.2498774895082
cancer;2020;2;40;65.1347545215835
cancer;2020;2;41;62.217557539992
cancer;2020;2;42;58.6844994032049
cancer;2020;2;43;54.7651634817685
cancer;2020;2;44;50.6951047104721
cancer;2020;2;45;46.6849448342003
cancer;2020;2;46;42.9009332895143
cancer;2020;2;47;39.4576319873487
cancer;2020;2;48;36.4201977231329
cancer;2020;2;49;33.8123874030378
cancer;2020;2;50;31.6266329419909
cancer;2020;2;51;29.8336060342459
cancer;2020;2;52;28.3899393791952
cancer;2020;2;53;27.2437853843874
cancer;2020;2;54;26.3385422133949
cancer;2020;2;55;25.6153881539486
cancer;2020;2;56;25.0153192590731
cancer;2020;2;57;24.4812554356845
cancer;2020;2;58;23.96052246512
cancer;2020;2;59;23.4076884042549
cancer;2020;2;60;22.7874096364888
cancer;2020;2;61;22.0767214330879
cancer;2020;2;62;21.266176972
cancer;2020;2;63;20.3594285770928
cancer;2020;2;64;19.3712011303429
cancer;2020;2;65;18.3240026470407
cancer;2020;2;66;17.244205829678
cancer;2020;2;67;16.1582223914408
cancer;2020;2;68;15.0893739948882
cancer;2020;2;69;14.0558138756789
cancer;2020;2;70;13.0695776862492
cancer;2020;2;71;12.1366274658979
cancer;2020;2;72;11.25763766984
cancer;2020;2;73;10.4292487114467
cancer;2020;2;74;9.64554626963197
cancer;2020;2;75;8.89957463915377
cancer;2020;2;76;8.18473309122007
cancer;2020;2;77;7.49592788106214
cancer;2020;2;78;6.83036822033024
cancer;2020;2;79;6.18791977172435
cancer;2020;2;80;5.57097872020902
cancer;2020;2;81;4.98390462988092
cancer;2020;2;82;4.43213485840684
cancer;2020;2;83;3.92116884581772
cancer;2020;2;84;3.45563040792033
cancer;2020;2;85;3.03858007030163
cancer;2020;2;86;2.67117026200563
cancer;2020;2;87;2.35264329139003
cancer;2020;2;88;2.08059672776891
cancer;2020;2;89;1.85140234645893
cancer;2020;2;90;1.66066497983671
cancer;2020;2;91;1.50363488453585
cancer;2020;2;92;1.37552533450711
cancer;2020;2;93;1.27172273724029
cancer;2020;2;94;1.18790257710261
cancer;2020;2;95;1.12007950808399
cancer;2020;2;96;1.06462561787104
cancer;2020;2;97;1.01828946925766
cancer;2020;2;98;0.978241393430266
cancer;2020;2;99;0.942158436108917
cancer;2020;2;100;0.908346833625551
cancer;2021;1;0;138.015216893247
cancer;2021;1;1;170.466354650248
cancer;2021;1;2;209.947475450545
cancer;2021;1;3;256.734729826309
cancer;2021;1;4;310.020313008025
cancer;2021;1;5;367.465728268016
cancer;2021;1;6;424.973967888152
cancer;2021;1;7;476.925315837439
cancer;2021;1;8;517.027363634413
cancer;2021;1;9;539.679181625707
cancer;2021;1;10;541.441024938653
cancer;2021;1;11;522.034275772834
cancer;2021;1;12;484.431405440747
cancer;2021;1;13;433.995239526897
cancer;2021;1;14;377.051387039469
cancer;2021;1;15;319.468533769626
cancer;2021;1;16;265.700921302745
cancer;2021;1;17;218.449547843576
cancer;2021;1;18;178.827366349954
cancer;2021;1;19;146.789690757591
cancer;2021;1;20;184.19750474216
cancer;2021;1;21;131.766356662362
cancer;2021;1;22;96.2874556097289
cancer;2021;1;23;72.3020670055502
cancer;2021;1;24;56.0820389814664
cancer;2021;1;25;45.1224598334609
cancer;2021;1;26;37.7625548778652
cancer;2021;1;27;32.9121948616422
cancer;2021;1;28;29.8609878668914
cancer;2021;1;29;28.1480320949797
cancer;2021;1;30;27.4737156289678
cancer;2021;1;31;27.6391904570522
cancer;2021;1;32;28.5033057337348
cancer;2021;1;33;29.9504697443303
cancer;2021;1;34;31.8660947472585
cancer;2021;1;35;34.1189437637668
cancer;2021;1;36;36.551592631045
cancer;2021;1;37;38.9808656809608
cancer;2021;1;38;41.2090927966942
cancer;2021;1;39;43.0445097860436
cancer;2021;1;40;44.3260662480585
cancer;2021;1;41;44.9458760528539
cancer;2021;1;42;44.8628428384652
cancer;2021;1;43;44.1037728993482
cancer;2021;1;44;42.7523648530751
cancer;2021;1;45;40.9300148673418
cancer;2021;1;46;38.7740205455788
cancer;2021;1;47;36.4182478316015
cancer;2021;1;48;33.9793880966616
cancer;2021;1;49;31.5496838169191
cancer;2021;1;50;29.1952871655024
cancer;2021;1;51;26.9585595704441
cancer;2021;1;52;24.8625119031197
cancer;2021;1;53;22.91592087142
cancer;2021;1;54;21.1181438178485
cancer;2021;1;55;19.4631033398619
cancer;2021;1;56;17.9422471759668
cancer;2021;1;57;16.5465027039897
cancer;2021;1;58;15.267365621199
cancer;2021;1;59;14.0973190077435
cancer;2021;1;60;13.0297940301648
cancer;2021;1;61;12.0588703292953
cancer;2021;1;62;11.1788813360982
cancer;2021;1;63;10.3840453141735
cancer;2021;1;64;9.6681954309949
cancer;2021;1;65;9.02463980459797
cancer;2021;1;66;8.44615105409919
cancer;2021;1;67;7.92506643115746
cancer;2021;1;68;7.45347243657491
cancer;2021;1;69;7.02344781974638
cancer;2021;1;70;6.62734132501644
cancer;2021;1;71;6.25806188108039
cancer;2021;1;72;5.90935765129028
cancer;2021;1;73;5.57605736844574
cancer;2021;1;74;5.25424535910135
cancer;2021;1;75;4.94134385890009
cancer;2021;1;76;4.63608484202724
cancer;2021;1;77;4.33836849626779
cancer;2021;1;78;4.04902376995236
cancer;2021;1;79;3.76950327955376
cancer;2021;1;80;3.50155540106877
cancer;2021;1;81;3.24691759553737
cancer;2021;1;82;3.00706703440902
cancer;2021;1;83;2.78305034289639
cancer;2021;1;84;2.57539818860362
cancer;2021;1;85;2.38411663988976
cancer;2021;1;86;2.20873825120179
cancer;2021;1;87;2.04841226942324
cancer;2021;1;88;1.90201420207189
cancer;2021;1;89;1.76825850363119
cancer;2021;1;90;1.64580260835957
cancer;2021;1;91;1.53333476133371
cancer;2021;1;92;1.42964150718095
cancer;2021;1;93;1.33365323638973
cancer;2021;1;94;1.24446808633443
cancer;2021;1;95;1.16135601071195
cancer;2021;1;96;1.08374610986993
cancer;2021;1;97;1.01120133127919
cancer;2021;1;98;0.943385263983797
cancer;2021;1;99;0.880025813487577
cancer;2021;1;100;0.820879997810497
cancer;2021;2;0;182.860394905143
cancer;2021;2;1;220.604881605861
cancer;2021;2;2;265.595847494484
cancer;2021;2;3;318.128079380195
cancer;2021;2;4;377.613572904244
cancer;2021;2;5;442.249480587886
cancer;2021;2;6;508.821209168541
cancer;2021;2;7;572.789229135967
cancer;2021;2;8;628.766864450344
cancer;2021;2;9;671.374598242891
cancer;2021;2;10;696.288935669165
cancer;2021;2;11;701.174312059048
cancer;2021;2;12;686.182135366034
cancer;2021;2;13;653.846690104505
cancer;2021;2;14;608.435799241429
cancer;2021;2;15;555.004994670306
cancer;2021;2;16;498.46655145633
cancer;2021;2;17;442.911842436008
cancer;2021;2;18;391.282175417187
cancer;2021;2;19;345.351158332842
cancer;2021;2;20;307.366982319634
cancer;2021;2;21;239.120266359176
cancer;2021;2;22;188.323984480733
cancer;2021;2;23;150.830771098801
cancer;2021;2;24;123.354835353436
cancer;2021;2;25;103.360383643756
cancer;2021;2;26;88.9362338740804
cancer;2021;2;27;78.6676012762639
cancer;2021;2;28;71.5174626426298
cancer;2021;2;29;66.7246817903847
cancer;2021;2;30;63.7208942839417
cancer;2021;2;31;62.0651618751913
cancer;2021;2;32;61.3945791653442
cancer;2021;2;33;61.3895238731665
cancer;2021;2;34;61.7530957376114
cancer;2021;2;35;62.2045709883076
cancer;2021;2;36;62.4857913602483
cancer;2021;2;37;62.3772927314417
cancer;2021;2;38;61.7184489569513
cancer;2021;2;39;60.4243498550044
cancer;2021;2;40;58.4928054649704
cancer;2021;2;41;55.998012728035
cancer;2021;2;42;53.071903243006
cancer;2021;2;43;49.8780737975698
cancer;2021;2;44;46.584891081207
cancer;2021;2;45;43.3434907301262
cancer;2021;2;46;40.2738321877035
cancer;2021;2;47;37.4591209437942
cancer;2021;2;48;34.9468661944023
cancer;2021;2;49;32.7540041482362
cancer;2021;2;50;30.8736825237567
cancer;2021;2;51;29.2820034287081
cancer;2021;2;52;27.9438274904537
cancer;2021;2;53;26.8173902193868
cancer;2021;2;54;25.8578789771673
cancer;2021;2;55;25.0202787678925
cancer;2021;2;56;24.2617767066282
cancer;2021;2;57;23.5438893152104
cancer;2021;2;58;22.8343132326644
cancer;2021;2;59;22.1083615685723
cancer;2021;2;60;21.3497838687936
cancer;2021;2;61;20.5508004585174
cancer;2021;2;62;19.711299993152
cancer;2021;2;63;18.8373088215657
cancer;2021;2;64;17.938984157521
cancer;2021;2;65;17.0284617852942
cancer;2021;2;66;16.1178834144949
cancer;2021;2;67;15.2178516170458
cancer;2021;2;68;14.3364456347138
cancer;2021;2;69;13.4788168163859
cancer;2021;2;70;12.6472944582319
cancer;2021;2;71;11.8418809936233
cancer;2021;2;72;11.0609955561972
cancer;2021;2;73;10.3023261424105
cancer;2021;2;74;9.56366280692234
cancer;2021;2;75;8.84360218705589
cancer;2021;2;76;8.1420369299737
cancer;2021;2;77;7.46037454563929
cancer;2021;2;78;6.80146978467708
cancer;2021;2;79;6.16929953546519
cancer;2021;2;80;5.56845140496529
cancer;2021;2;81;5.00352629960989
cancer;2021;2;82;4.4785632541966
cancer;2021;2;83;3.99657927777133
cancer;2021;2;84;3.55928324130384
cancer;2021;2;85;3.16698129332171
cancer;2021;2;86;2.81865354572316
cancer;2021;2;87;2.51215634954841
cancer;2021;2;88;2.24449458872795
cancer;2021;2;89;2.01211220050524
cancer;2021;2;90;1.81116166610546
cancer;2021;2;91;1.63772896138385
cancer;2021;2;92;1.48800503604197
cancer;2021;2;93;1.35840582056914
cancer;2021;2;94;1.2456493131497
cancer;2021;2;95;1.14680090995463
cancer;2021;2;96;1.05929778560248
cancer;2021;2;97;0.980960879214873
cancer;2021;2;98;0.909999862546116
cancer;2021;2;99;0.8450131870159
cancer;2021;2;100;0.784982643666366
cancer;2022;1;0;134.636920214516
cancer;2022;1;1;166.549661523152
cancer;2022;1;2;205.437887579267
cancer;2022;1;3;251.600688725031
cancer;2022;1;4;304.271944893218
cancer;2022;1;5;361.172799278565
cancer;2022;1;6;418.277072401633
cancer;2022;1;7;470.03377972903
cancer;2022;1;8;510.199911493609
cancer;2022;1;9;533.189094608858
cancer;2022;1;10;535.534074532261
cancer;2022;1;11;516.891572460011
cancer;2022;1;12;480.147901945278
cancer;2022;1;13;430.578506975551
cancer;2022;1;14;374.437804100652
cancer;2022;1;15;317.548983920334
cancer;2022;1;16;264.347252914268
cancer;2022;1;17;217.53558724061
cancer;2022;1;18;178.242004904553
cancer;2022;1;19;146.44259776699
cancer;2022;1;20;108.745232082622
cancer;2022;1;21;83.8866791355014
cancer;2022;1;22;66.0568431092762
cancer;2022;1;23;53.3605380151851
cancer;2022;1;24;44.3943868341447
cancer;2022;1;25;38.146210711898
cancer;2022;1;26;33.9011738997684
cancer;2022;1;27;31.1624751003763
cancer;2022;1;28;29.5883951106847
cancer;2022;1;29;28.9439194604757
cancer;2022;1;30;29.0637397437889
cancer;2022;1;31;29.8234649469006
cancer;2022;1;32;31.1167199233496
cancer;2022;1;33;32.8370499093029
cancer;2022;1;34;34.8648463999046
cancer;2022;1;35;37.0604752593831
cancer;2022;1;36;39.2649923189249
cancer;2022;1;37;41.3089739512798
cancer;2022;1;38;43.0281680970603
cancer;2022;1;39;44.2825333389271
cancer;2022;1;40;44.9737942017151
cancer;2022;1;41;45.0567574089731
cancer;2022;1;42;44.5414566286599
cancer;2022;1;43;43.486007283003
cancer;2022;1;44;41.9826706706016
cancer;2022;1;45;40.1410595864408
cancer;2022;1;46;38.0723556652428
cancer;2022;1;47;35.8772313206502
cancer;2022;1;48;33.638588335548
cancer;2022;1;49;31.4188696466163
cancer;2022;1;50;29.2608873389222
cancer;2022;1;51;27.1908455183404
cancer;2022;1;52;25.222352931478
cancer;2022;1;53;23.3605151716209
cancer;2022;1;54;21.6055201388676
cancer;2022;1;55;19.9554066269478
cancer;2022;1;56;18.4079142864529
cancer;2022;1;57;16.9614613282799
cancer;2022;1;58;15.6153968134411
cancer;2022;1;59;14.3697342744101
cancer;2022;1;60;13.2245942490497
cancer;2022;1;61;12.1795666382518
cancer;2022;1;62;11.2331564857029
cancer;2022;1;63;10.3824121856112
cancer;2022;1;64;9.62276983415637
cancer;2022;1;65;8.94809589693367
cancer;2022;1;66;8.35088060993327
cancer;2022;1;67;7.82252695216055
cancer;2022;1;68;7.35368901429878
cancer;2022;1;69;6.93463065163137
cancer;2022;1;70;6.55559207646433
cancer;2022;1;71;6.20716226505402
cancer;2022;1;72;5.88065559372475
cancer;2022;1;73;5.56848228610888
cancer;2022;1;74;5.26448766148782
cancer;2022;1;75;4.96422100545197
cancer;2022;1;76;4.66508825690431
cancer;2022;1;77;4.36634917273372
cancer;2022;1;78;4.06894054972248
cancer;2022;1;79;3.7751381779438
cancer;2022;1;80;3.48810248937453
cancer;2022;1;81;3.21137599156049
cancer;2022;1;82;2.94840711247602
cancer;2022;1;83;2.70216361273044
cancer;2022;1;84;2.47487408780194
cancer;2022;1;85;2.26790685032766
cancer;2022;1;86;2.08177017620428
cancer;2022;1;87;1.91620199366472
cancer;2022;1;88;1.77031193325677
cancer;2022;1;89;1.64274222570026
cancer;2022;1;90;1.53182259323388
cancer;2022;1;91;1.43570441611907
cancer;2022;1;92;1.35246847568556
cancer;2022;1;93;1.2802071535854
cancer;2022;1;94;1.21708580828299
cancer;2022;1;95;1.16138947826811
cancer;2022;1;96;1.11156066354738
cancer;2022;1;97;1.06623234859856
cancer;2022;1;98;1.02425825574753
cancer;2022;1;99;0.984740122290556
cancer;2022;1;100;0.947050099383194
cancer;2022;2;0;178.069555992785
cancer;2022;2;1;215.155783577151
cancer;2022;2;2;259.432267038399
cancer;2022;2;3;311.216083674983
cancer;2022;2;4;369.9577949411
cancer;2022;2;5;433.908694007407
cancer;2022;2;6;499.919138851853
cancer;2022;2;7;563.516144837468
cancer;2022;2;8;619.368797740525
cancer;2022;2;9;662.130089823004
cancer;2022;2;10;687.477153313873
cancer;2022;2;11;693.041522699581
cancer;2022;2;12;678.9143341091
cancer;2022;2;13;647.554219130109
cancer;2022;2;14;603.151944323189
cancer;2022;2;15;550.696550910967
cancer;2022;2;16;495.051736844227
cancer;2022;2;17;440.280329573021
cancer;2022;2;18;389.313055916251
cancer;2022;2;19;343.9264775773
cancer;2022;2;20;180.83695547109
cancer;2022;2;21;151.707950632412
cancer;2022;2;22;128.752962294647
cancer;2022;2;23;110.933554674379
cancer;2022;2;24;97.3114483800121
cancer;2022;2;25;87.079562947201
cancer;2022;2;26;79.5674781900689
cancer;2022;2;27;74.2291518660981
cancer;2022;2;28;70.6208316842833
cancer;2022;2;29;68.3753097009201
cancer;2022;2;30;67.1768214859457
cancer;2022;2;31;66.7396868753484
cancer;2022;2;32;66.7931765467268
cancer;2022;2;33;67.0746247204202
cancer;2022;2;34;67.3319417156301
cancer;2022;2;35;67.3350515815505
cancer;2022;2;36;66.8935089808263
cancer;2022;2;37;65.8753509202377
cancer;2022;2;38;64.2211824710753
cancer;2022;2;39;61.9484108443429
cancer;2022;2;40;59.1433990542084
cancer;2022;2;41;55.9430564640611
cancer;2022;2;42;52.5104547527891
cancer;2022;2;43;49.010254322743
cancer;2022;2;44;45.5888351338316
cancer;2022;2;45;42.3617903300652
cancer;2022;2;46;39.4089950779414
cancer;2022;2;47;36.7756999093606
cancer;2022;2;48;34.477354714517
cancer;2022;2;49;32.5059929278002
cancer;2022;2;50;30.8366127057712
cancer;2022;2;51;29.4327138174581
cancer;2022;2;52;28.2507497122937
cancer;2022;2;53;27.2436382666396
cancer;2022;2;54;26.3636400271393
cancer;2022;2;55;25.5649018070993
cancer;2022;2;56;24.8058344604463
cancer;2022;2;57;24.0513108253799
cancer;2022;2;58;23.274500250281
cancer;2022;2;59;22.4580611465034
cancer;2022;2;60;21.5944317378791
cancer;2022;2;61;20.6850914277954
cancer;2022;2;62;19.7388670604692
cancer;2022;2;63;18.7695578101463
cancer;2022;2;64;17.7932801021527
cancer;2022;2;65;16.8259526840331
cancer;2022;2;66;15.8812591351158
cancer;2022;2;67;14.9692828156194
cancer;2022;2;68;14.0958605216319
cancer;2022;2;69;13.2625867429168
cancer;2022;2;70;12.4673371722561
cancer;2022;2;71;11.7051620169226
cancer;2022;2;72;10.9694077257842
cancer;2022;2;73;10.2529395091017
cancer;2022;2;74;9.54934337479422
cancer;2022;2;75;8.85398376432026
cancer;2022;2;76;8.16479055897407
cancer;2022;2;77;7.48266234949965
cancer;2022;2;78;6.81141408247746
cancer;2022;2;79;6.15726826004978
cancer;2022;2;80;5.52797615045294
cancer;2022;2;81;4.93173313457719
cancer;2022;2;82;4.37609301694653
cancer;2022;2;83;3.86707417964028
cancer;2022;2;84;3.40858998833311
cancer;2022;2;85;3.00224896416248
cancer;2022;2;86;2.64748628896077
cancer;2022;2;87;2.34193089565918
cancer;2022;2;88;2.08189151774669
cancer;2022;2;89;1.86285628473062
cancer;2022;2;90;1.67993095917055
cancer;2022;2;91;1.52817670638044
cancer;2022;2;92;1.40283920660063
cancer;2022;2;93;1.29948225037179
cancer;2022;2;94;1.21405040749867
cancer;2022;2;95;1.14288895502591
cancer;2022;2;96;1.08274746056708
cancer;2022;2;97;1.03078811262466
cancer;2022;2;98;0.984612178938513
cancer;2022;2;99;0.942308698107527
cancer;2022;2;100;0.902519983063618
cancer;2023;1;0;143.003872051337
cancer;2023;1;1;175.931732466013
cancer;2023;1;2;215.827240592544
cancer;2023;1;3;262.896034590418
cancer;2023;1;4;316.240889109269
cancer;2023;1;5;373.431030723457
cancer;2023;1;6;430.300822240721
cancer;2023;1;7;481.216458983855
cancer;2023;1;8;519.948776369053
cancer;2023;1;9;541.038125106651
cancer;2023;1;10;541.236105319783
cancer;2023;1;11;520.456452753862
cancer;2023;1;12;481.814655415628
cancer;2023;1;13;430.736565580778
cancer;2023;1;14;373.529837836214
cancer;2023;1;15;315.987644086996
cancer;2023;1;16;262.464320747622
cancer;2023;1;17;215.565216705028
cancer;2023;1;18;176.328624456012
cancer;2023;1;19;144.660978483377
cancer;2023;1;20;113.067218445057
cancer;2023;1;21;86.6512960084504
cancer;2023;1;22;67.8070937836435
cancer;2023;1;23;54.450358766527
cancer;2023;1;24;45.051774155425
cancer;2023;1;25;38.5165215407946
cancer;2023;1;26;34.0760645175733
cancer;2023;1;27;31.1987597876537
cancer;2023;1;28;29.5200305226913
cancer;2023;1;29;28.7893986374962
cancer;2023;1;30;28.8304628191153
cancer;2023;1;31;29.5101551113664
cancer;2023;1;32;30.7146553514801
cancer;2023;1;33;32.3307467539458
cancer;2023;1;34;34.2327934157046
cancer;2023;1;35;36.2764973671041
cancer;2023;1;36;38.3007008883805
cancer;2023;1;37;40.1374632197494
cancer;2023;1;38;41.6286470822475
cancer;2023;1;39;42.6450779453213
cancer;2023;1;40;43.1030932574901
cancer;2023;1;41;42.9738042924728
cancer;2023;1;42;42.2826303256067
cancer;2023;1;43;41.0997065292596
cancer;2023;1;44;39.5243104633894
cancer;2023;1;45;37.6675634226745
cancer;2023;1;46;35.6372081828506
cancer;2023;1;47;33.5268014932281
cancer;2023;1;48;31.4099847524525
cancer;2023;1;49;29.3392146080846
cancer;2023;1;50;27.3476791323089
cancer;2023;1;51;25.45301769403
cancer;2023;1;52;23.6616859144769
cancer;2023;1;53;21.9731489718887
cancer;2023;1;54;20.3834112718052
cancer;2023;1;55;18.8876438087932
cancer;2023;1;56;17.4818513105407
cancer;2023;1;57;16.1636484445849
cancer;2023;1;58;14.9323041634664
cancer;2023;1;59;13.7882706186794
cancer;2023;1;60;12.732434888938
cancer;2023;1;61;11.7653153898963
cancer;2023;1;62;10.8863751344033
cancer;2023;1;63;10.093554833362
cancer;2023;1;64;9.38305865088863
cancer;2023;1;65;8.74937056346627
cancer;2023;1;66;8.18544857008649
cancer;2023;1;67;7.6830373782902
cancer;2023;1;68;7.23305072103278
cancer;2023;1;69;6.82599213972428
cancer;2023;1;70;6.45239840976141
cancer;2023;1;71;6.10329625446464
cancer;2023;1;72;5.77065829017454
cancer;2023;1;73;5.44783056006586
cancer;2023;1;74;5.12988789044266
cancer;2023;1;75;4.81386330000479
cancer;2023;1;76;4.49880174099858
cancer;2023;1;77;4.18561011017832
cancer;2023;1;78;3.87671132667172
cancer;2023;1;79;3.5755502064645
cancer;2023;1;80;3.2860297222008
cancer;2023;1;81;3.01196751250777
cancer;2023;1;82;2.75665098442609
cancer;2023;1;83;2.52254021655361
cancer;2023;1;84;2.31113179694423
cancer;2023;1;85;2.12296491008734
cancer;2023;1;86;1.95773085418151
cancer;2023;1;87;1.81444069460036
cancer;2023;1;88;1.69161038944955
cancer;2023;1;89;1.58743371816503
cancer;2023;1;90;1.49992604466933
cancer;2023;1;91;1.42703310574328
cancer;2023;1;92;1.36670709000419
cancer;2023;1;93;1.31695704232428
cancer;2023;1;94;1.27588259497716
cancer;2023;1;95;1.24169991405721
cancer;2023;1;96;1.2127672208542
cancer;2023;1;97;1.18761482843408
cancer;2023;1;98;1.16498176201192
cancer;2023;1;99;1.14385814798043
cancer;2023;1;100;1.12353015850772
cancer;2023;2;0;188.841502196077
cancer;2023;2;1;226.922517136084
cancer;2023;2;2;272.128389057403
cancer;2023;2;3;324.682129478667
cancer;2023;2;4;383.912662592432
cancer;2023;2;5;447.937954727519
cancer;2023;2;6;513.490037974514
cancer;2023;2;7;576.025763790871
cancer;2023;2;8;630.222126862242
cancer;2023;2;9;670.832474406508
cancer;2023;2;10;693.716563137595
cancer;2023;2;11;696.736149683311
cancer;2023;2;12;680.211689523772
cancer;2023;2;13;646.784603863084
cancer;2023;2;14;600.753741640475
cancer;2023;2;15;547.136732529239
cancer;2023;2;16;490.761181691818
cancer;2023;2;17;435.613966976445
cancer;2023;2;18;384.53499731393
cancer;2023;2;19;339.213968972188
cancer;2023;2;20;187.377380012641
cancer;2023;2;21;156.168663595903
cancer;2023;2;22;131.709784060522
cancer;2023;2;23;112.809835753529
cancer;2023;2;24;98.412726639211
cancer;2023;2;25;87.6224490606373
cancer;2023;2;26;79.7028370267368
cancer;2023;2;27;74.0599434014291
cancer;2023;2;28;70.2152929632432
cancer;2023;2;29;67.7763302600757
cancer;2023;2;30;66.4084067687905
cancer;2023;2;31;65.8113878464591
cancer;2023;2;32;65.7033366816537
cancer;2023;2;33;65.8132512307244
cancer;2023;2;34;65.8838869766298
cancer;2023;2;35;65.6839182736349
cancer;2023;2;36;65.0262447407509
cancer;2023;2;37;63.7869660629123
cancer;2023;2;38;61.9186144300923
cancer;2023;2;39;59.4524992147693
cancer;2023;2;40;56.4883230104331
cancer;2023;2;41;53.1732921722255
cancer;2023;2;42;49.6760266747681
cancer;2023;2;43;46.161470424023
cancer;2023;2;44;42.7716719203422
cancer;2023;2;45;39.6147111823087
cancer;2023;2;46;36.7614622099
cancer;2023;2;47;34.2481913139158
cancer;2023;2;48;32.0824401084926
cancer;2023;2;49;30.2499635463749
cancer;2023;2;50;28.7212370620762
cancer;2023;2;51;27.4568281962697
cancer;2023;2;52;26.4115297388417
cancer;2023;2;53;25.5375059532191
cancer;2023;2;54;24.7868310071275
cancer;2023;2;55;24.1137538241147
cancer;2023;2;56;23.4768687192737
cancer;2023;2;57;22.8411713661643
cancer;2023;2;58;22.1798017039037
cancer;2023;2;59;21.4751800144213
cancer;2023;2;60;20.7192666414345
cancer;2023;2;61;19.912815700108
cancer;2023;2;62;19.0637002371015
cancer;2023;2;63;18.1845857863482
cancer;2023;2;64;17.290352207523
