sex;age;fruit;wholegrains;greens;meat;salt
1;71;0.743298434251592;0.899931384171224;0.712971670866824;0.786103104343693;0.850917405218232
1;72;0.737860628423976;0.899275166948749;0.713187697430905;0.781537548013462;0.848382824421542
1;73;0.732349122940543;0.898615099244616;0.712366308484741;0.776943595180191;0.845833619735185
1;74;0.726764662764071;0.897951157972914;0.710663540834404;0.772309745753472;0.843260104738544
1;75;0.721108070847737;0.897283324048355;0.708251189492013;0.767625242347586;0.840653580680439
1;76;0.715380248896505;0.896611582707261;0.705301475538807;0.762881366589366;0.838007518764774
1;77;0.709582178150703;0.895935923234479;0.701973735730913;0.75807224154671;0.835318263605343
1;78;0.703714920206605;0.895256338027665;0.698403879589965;0.753195034897549;0.832585118135491
1;79;0.697779617870627;0.894572821007572;0.69469709591268;0.748249543395475;0.829809758273505
1;80;0.69177749602714;0.893885365452076;0.690923902892627;0.743237220105907;0.826995012202808
1;81;0.685709862488679;0.893193961376063;0.687119253536585;0.738159763621649;0.824143103708079
1;82;0.679578108303413;0.892498594141861;0.683289238140587;0.733017968387121;0.82125434400327
1;83;0.673383706299953;0.891799248101701;0.679434211954436;0.727812434510401;0.818328591703156
1;84;0.667128210238941;0.891095907639624;0.675554542818776;0.722543822157776;0.815365716472401
1;85;0.660813254088851;0.890388557173001;0.671650611110219;0.717212852199977;0.812365599391386
1;86;0.654440551097355;0.889677181154058;0.66772280967424;0.711820306758551;0.809328133321817
1;87;0.64801189265569;0.88896176407142;0.663771543745676;0.706367029647503;0.806253223271605
1;88;0.641529146954273;0.888242290451681;0.659797230856657;0.700853926705504;0.803140786758489
1;89;0.634994257428692;0.887518744860974;0.655800300731988;0.695281966014234;0.79999075417184
1;90;0.628409240996095;0.886791111906567;0.651781195171793;0.689652177998636;0.796803069132087
1;91;0.621776186082935;0.886059376238477;0.647740367921456;0.683965655405222;0.793577688847174
1;92;0.615097250445966;0.885323522551087;0.643678284528738;0.678223553154805;0.790314584465438
1;93;0.608374658789386;0.884583535584799;0.639595422188145;0.672427088066483;0.787013741424301
1;94;0.601610700181963;0.883839400127681;0.635492269572474;0.666577538449998;0.783675159794119
1;95;0.59480772527899;0.883091101017151;0.631369326651636;0.660676243564039;0.780298854616564
1;96;0.587968143354886;0.882338623141656;0.627227104498767;0.654724602938523;0.776884856236853
1;97;0.581094419153219;0.881581951442388;0.623066125083708;0.648724075559267;0.773433210629162
1;98;0.574189069561889;0.880821070914996;0.618886921054001;0.642676178914041;0.769943979714527
1;99;0.567254660122133;0.88005596661133;0.614690035503434;0.636582487899426;0.766417241670553
1;100;0.560293801380878;0.879286623641191;0.610476021728379;0.630444633588455;0.762853091232194
2;0;0.0;0.0;0.0;0.0;0.0
2;1;0.0;0.0;0.0;0.0;0.0
2;2;0.0;0.0;0.0;0.0;0.0
2;3;0.0;0.0;0.0;0.0;0.0
2;4;0.0;0.0;0.0;0.0;0.0
2;5;0.0;0.0;0.0;0.0;0.0
2;6;0.0;0.0;0.0;0.0;0.0
2;7;0.0;0.0;0.0;0.0;0.0
2;8;0.0;0.0;0.0;0.0;0.0
2;9;0.0;0.0;0.0;0.0;0.0
2;10;0.0;0.0;0.0;0.0;0.0
2;11;0.0;0.0;0.0;0.0;0.0
2;12;0.0;0.0;0.0;0.0;0.0
2;13;0.0;0.0;0.0;0.0;0.0
2;14;0.0;0.0;0.0;0.0;0.0
2;15;0.0;0.0;0.0;0.0;0.0
2;16;0.0;0.0;0.0;0.0;0.0
2;17;0.0;0.0;0.0;0.0;0.0
2;18;0.859742953490667;0.971848712416614;0.811700800189158;0.588557933803062;0.651452882358563
2;19;0.856295795978998;0.971647198778192;0.795260162036094;0.591770380899589;0.655916526703407
2;20;0.852778423957371;0.971444287475644;0.777901475038198;0.594983355028249;0.660345137676141
2;21;0.849190121588558;0.971239973026516;0.759834711200332;0.598208178622291;0.664725010849443
2;22;0.845530201699766;0.971034250855698;0.741357438195926;0.60145779324788;0.669036059525831
2;23;0.841798007738307;0.97082711676388;0.722821684102845;0.604744191285529;0.673252265564313
2;24;0.837992915758986;0.970618566510603;0.704595449280588;0.608076256675232;0.677342605618894
2;25;0.834114336434614;0.97040859554581;0.687025815053024;0.611458091697773;0.68127252776448
2;26;0.830161717083143;0.970197198904025;0.670410428863918;0.614887874254019;0.685005933255461
2;27;0.826134543708209;0.969984371250826;0.654981867143737;0.618357248654649;0.68850749675768
2;28;0.822032343053563;0.96977010704725;0.640905931368936;0.621851210901628;0.691745063917011
2;29;0.817854684675305;0.96955440077879;0.628291587742752;0.625348414513363;0.694691817596427
2;30;0.813601183038107;0.969337247185593;0.617207976513151;0.628821800810032;0.697327912532004
2;31;0.809271499642405;0.969118641431356;0.607703058193186;0.632239450973263;0.699641340238963
2;32;0.804865345188216;0.968898579160539;0.599818891386617;0.635565565546789;0.701627890216934
2;33;0.800382481778218;0.968677056414816;0.593599861958499;0.638761496782973;0.703290202380111
2;34;0.795822725158074;0.968454069406801;0.589091982247071;0.641786784747424;0.704636039029415
2;35;0.791185946986499;0.968229614177117;0.586333293540189;0.644600173048759;0.705676022431809
2;36;0.786472077122053;0.968003686185096;0.585337161257178;0.647160598858651;0.70642116806807
2;37;0.78168110590879;0.967776279899219;0.586071651155681;0.649428160827297;0.706880579796257
2;38;0.776813086439435;0.967547388458042;0.588439076368439;0.651365066472195;0.707059653748629
2;39;0.771868136773114;0.967317003464483;0.592260104441834;0.652936549192431;0.706959063283253
2;40;0.766846442084745;0.967085114957298;0.597266418980667;0.654111727993914;0.706574677730518
2;41;0.761748256724962;0.966851711576087;0.603104778857011;0.654864365355329;0.705898421573895
2;42;0.756573906172089;0.966616780905076;0.609353461224521;0.655173465695227;0.704919932117566
2;43;0.751323788860784;0.966380309951247;0.615549802251844;0.655023653097582;0.703628747413841
2;44;0.745998377874656;0.966142285689362;0.621225424976707;0.654405275200767;0.702016672883803
2;45;0.740598222492002;0.965902695593993;0.625944435378695;0.653314201228237;0.700079947487516
2;46;0.735123949574648;0.965661528079129;0.629339803954796;0.651751314480319;0.69782086194877
2;47;0.729576264789673;0.965418772779342;0.631144220638045;0.649721739376112;0.69524856697324
2;48;0.723955953653141;0.965174420630691;0.631213271415074;0.647233884544828;0.692378935888483
2;49;0.718263882384476;0.964928463740639;0.629540013989216;0.644298419435894;0.689233495540714
2;50;0.712500998560569;0.964680895068934;0.626260418747197;0.640927325073383;0.685837589841757
2;51;0.706668331560699;0.964431707970357;0.621648800330115;0.637133163551901;0.682218068709206
2;52;0.700766992797337;0.964180895670475;0.61610195785465;0.632928691680396;0.678400879190984
2;53;0.694798175733689;0.963928450753897;0.61011108117352;0.628326901430477;0.674408958371637
2;54;0.68876315569589;0.963674364739572;0.604221998882396;0.623341507369529;0.670260781611005
2;55;0.682663289495079;0.963418627800529;0.598986744931615;0.617987826993204;0.665969809507163
2;56;0.676500014880814;0.963161228659249;0.594911773344298;0.612283924913201;0.661544920212229
2;57;0.670274849851011;0.962902154659205;0.592409425090769;0.606251828844185;0.656991737815705
2;58;0.663989391843694;0.962641391983543;0.591758948197675;0.599918586434796;0.652314604394091
2;59;0.65764531683151;0.962378925968553;0.593081764982088;0.593316926781093;0.647518822941569
2;60;0.651244378331231;0.962114741446565;0.596333498361508;0.586485323994002;0.642612742879743
2;61;0.64478840632809;0.961848823052401;0.601313132537914;0.579467331478913;0.637609279737849
2;62;0.638279306100268;0.96158115543942;0.60768778411246;0.57231015685083;0.632526553414261
2;63;0.63171905691432;0.961311723373172;0.615029809368876;0.565062564460432;0.627387480320244
2;64;0.625109710550156;0.9610405116985;0.622861393534308;0.557772306508436;0.622218338691567
2;65;0.618453389606721;0.96076750520437;0.630700706940867;0.550483374371513;0.617046511944388
2;66;0.611752285538486;0.960492688434201;0.638103668407553;0.543233411333851;0.611897768997339
2;67;0.605008656379246;0.960216045503546;0.644696558893003;0.536051625246425;0.606793533972348
2;68;0.598224824123416;0.9599375599886;0.650196872789293;0.528957482828001;0.601748611623675
2;69;0.591403171754579;0.959657214937572;0.654422155397814;0.521960364407033;0.596769764725069
2;70;0.584546139934353;0.959374993034186;0.657288413635888;0.515060225238389;0.591855397089349
2;71;0.577656223388445;0.959090876912298;0.658800619077674;0.508249168502331;0.586996406633236
2;72;0.570735967047864;0.958804849588139;0.659037918778147;0.501513708101829;0.582178071507047
2;73;0.563787962018516;0.958516894947959;0.658135788420081;0.494837406021578;0.577382655093518
2;74;0.556814841459511;0.958226998208963;0.656266889846725;0.488203523166397;0.572592293578149
2;75;0.549819276448254;0.957935146264423;0.653622057471176;0.481597330547461;0.567791682826157
2;76;0.542803971899156;0.957641327831046;0.65039265722664;0.475007787370767;0.562970115455271
2;77;0.535771662584186;0.957345533337049;0.646755423895212;0.468428393814491;0.558122525663135
2;78;0.528725109280521;0.957047754519285;0.642860653318147;0.461857151903746;0.553249356955997
2;79;0.521667095047241;0.956747983731369;0.638824244948233;0.455295695846273;0.548355245078863
2;80;0.514600421613413;0.956446212995049;0.634723609969659;0.448747759367546;0.543446668420381
2;81;0.507527905848383;0.956142432846815;0.630597026626493;0.442217209057607;0.53852882379933
2;82;0.500452375720491;0.955836631719525;0.626451260731746;0.435706579261707;0.533603468579288
2;83;0.493376664409068;0.9555287975365;0.622286836266813;0.429218043099786;0.528671553518536
2;84;0.486303605383624;0.955218918168065;0.618104287848498;0.422753743585828;0.52373403448526
2;85;0.47923602786693;0.954906981431593;0.613904160495257;0.416315790885667;0.518791871721059
2;86;0.472176752312545;0.954592975091566;0.609687009381259;0.409906259668313;0.513846029097213
2;87;0.465128585912124;0.954276886859625;0.605453399578407;0.403527186557514;0.508897473364926
2;88;0.45809431814768;0.953958704394638;0.601203905786464;0.39718056768979;0.503947173400797
2;89;0.451076716403725;0.953638415302767;0.596939112051609;0.390868356384667;0.498996099448737
2;90;0.444078521653823;0.953316007137539;0.592659611473577;0.384592460932336;0.494045222359628
2;91;0.437102444235721;0.952991467399933;0.588366005901717;0.378354742503399;0.489095512829954
2;92;0.430151159728665;0.952664783538458;0.584058905620197;0.372157013184824;0.484147940640701
2;93;0.42322730494595;0.952335942949247;0.579738929022738;0.366001034145677;0.479203473897776
2;94;0.416333474055108;0.952004932976152;0.575406702277141;0.359888513935606;0.47426307827522
2;95;0.409472214837397;0.95167174091085;0.571062858980037;0.353821106918517;0.469327716262457
2;96;0.402646025097523;0.951336353992947;0.566708039802177;0.347800411843283;0.464398346416835
2;97;0.395857349233655;0.950998759410096;0.562342892124691;0.341827970552791;0.459475922622688
2;98;0.389108574976977;0.950658944298114;0.557968069666744;0.33590526683205;0.454561393358111
2;99;0.38240203030907;0.950316895741115;0.553584232104988;0.330033725395573;0.44965570097067
2;100;0.375739980564524;0.949972600771634;0.549192044685295;0.324214711013683;0.444759780963167
