year;sex;age;s_pop;f_dead;f_born;f_immig_pop;f_immig_cvd;f_immig_cancer;f_immig_comorb;f_pop_cancer;f_cancer_pop;f_pop_cvd;f_cvd_pop;f_pop_comorb;f_comorb_pop;f_cancer_comorb;f_comorb_cancer;f_cvd_comorb;f_comorb_cvd;f_cancer_dead;f_cvd_dead;f_comorb_dead;dcost_unit_cancer;icost_unit_cancer;dcost_unit_cvd;icost_unit_cvd;dcost_cancer;dcost_cvd;icost_cancer;icost_cvd;dcost_growth_cancer;dcost_growth_cvd;prev_fruit;prev_wholegrains;prev_greens;prev_meat;prev_salt;paf_cancer_fruit;paf_cancer_wholegrains;paf_cancer_greens;paf_cancer_meat;paf_cancer_salt;paf_cvd_fruit;paf_cvd_wholegrains;paf_cvd_greens;paf_cvd_meat;paf_cvd_salt;paf_cancer_comorb_fruit;paf_cancer_comorb_wholegrains;paf_cancer_comorb_greens;paf_cancer_comorb_meat;paf_cancer_comorb_salt;paf_cvd_comorb_fruit;paf_cvd_comorb_wholegrains;paf_cvd_comorb_greens;paf_cvd_comorb_meat;paf_cvd_comorb_salt;paf_comorb_fruit;paf_comorb_wholegrains;paf_comorb_greens;paf_comorb_meat;paf_comorb_salt;s_cancer;s_cvd;s_comorb;s_dead_cancer;s_dead_cvd;s_dead_comorb;s_dead;f_emig_pop;f_emig_cvd;f_emig_cancer;f_emig_comorb;heal_cvd_pop;heal_cancer_pop;heal_comorb_pop;heal_comorb_cancer;heal_comorb_cvd;dr;dr_cancer;dr_cvd;dr_comorb;prev_alcohol;prev_bmi;prev_smoking;prev_inactivity;paf_cvd_smoking;paf_cvd_inactivity;paf_cvd_bmi;paf_cvd_alcohol;cpaf_diet_cvd;p_pop_cvd;paf_cancer_smoking;paf_cancer_inactivity;paf_cancer_bmi;paf_cancer_alcohol;cpaf_diet_cancer;p_pop_cancer;paf_cancer_other;paf_cvd_other;paf_comorb_other;paf_cancer_comorb_other;paf_cvd_comorb_other;calibration_cancer;calibration_cvd;calibration_comorb;calibration_cancer_comorb;calibration_cvd_comorb;calibration_mortality
2024;2;68;46272.7897909746;152.982961910312;0;151.933572814937;17.9928785863616;7.41964735591791;1.60319438542573;599.148287895205;336.353064151263;998.231483869244;452.292370779226;66.0030444929005;9.98096748527228;71.5244107237808;14.6975175359583;81.0985512523678;55.9958033843264;100.767213028873;137.117017184617;70.1761711572352;86858.2776353275;3423.16811005031;33079.9570515539;643.984199659928;248473879.585035;206854224.206349;9792594.14223091;4026935.45865845;0;0;0.598224824123416;0.9599375599886;0.650196872789293;0.528957482828001;0.601748611623675;0.00238718699840459;0.0113880687012782;0;0.0109860726671601;0;0.0170526811217964;0.0570272806735414;0.0153649589881125;0.0396238555394685;0.0776990631544439;;;;;;;;;;;;;;;;2334.22670512101;5726.7038611014;526.454928795881;192.846031780594;256.141605805641;129.042248495727;290.773805627532;67.9032727664522;8.04150998273147;3.31604351102477;0.716511457173512;0.0817235583921529;0.147380755871399;0.0202402146124358;0.0298048169815994;0.113552827375392;0.00327354239656364;0.0441534494734699;0.0247753251754818;0.142308926163456;0.18315703034128;0.588014931778971;0.117990508660364;0.391418154220836;0.0911502933099542;0.0891325172130607;0.137011528882028;0.00835483206908332;0.19161420809584;0.0213602419722163;0.0385694894919876;0.0340288770575487;0.022980091786983;0.0076338709943974;0.0245831056185009;0.0128206258903742;0.0112604796639638;0.0122330120530228;0.000808846496894919;0.0179484485744458;0.0128703028172965;0.0128206258903742;0.0213602419722163;0.00141233874512416;0.031340049606287;0.0146534910093078;1.17531676447911
2024;2;69;44950.7536765436;155.931813660898;0;163.295771850797;21.1612494259404;8.42259798142052;2.07534251677269;609.031283548572;346.112976284292;1052.11935401322;471.372186217789;65.4733276711217;14.1141049435206;79.8634071626931;17.579207646371;92.4865566527368;66.3979843935183;101.712926559625;146.458617018894;77.7512768263036;86858.2776353275;3141.12635214583;33079.9570515539;613.435599523038;260589946.961873;221620495.82744;9423925.63830093;4109736.34314656;0;0;0.591403171754579;0.959657214937572;0.654422155397814;0.521960364407033;0.596769764725069;0.00236002977065112;0.0113847807355704;0;0.010842323130966;0;0.0168615054938242;0.0570115756376427;0.0154632636733256;0.0391202108614295;0.0771057535267542;;;;;;;;;;;;;;;;2392.09943944205;6091.46544215496;608.074568796449;201.756271472907;283.705586480361;151.671317756495;306.452929742432;50.2448528771682;6.51115366952011;2.59156860966784;0.638566928237749;0.0800972588685847;0.147763380064746;0.0244544875094201;0.0304582200241491;0.115042979097826;0.0034336402980197;0.0434235260003152;0.0248867754693469;0.13471400670456;0.179187547496368;0.587697485809493;0.113236947155693;0.392520798207283;0.0878004850311774;0.0893611700979269;0.136947691408027;0.00817524171522839;0.190579898571052;0.0231678150048488;0.0370732221440191;0.0341214671419837;0.0229679706872969;0.00746966124313841;0.0244115308549444;0.0134109538576567;0.0118003447780793;0.013334205003383;0.000829786820373835;0.0196236062186481;0.0138282537284238;0.0134109538576567;0.0231678150048488;0.00144173181250816;0.0340954768946701;0.0157156486671778;1.10826001474561
2024;2;70;42869.4845035412;171.853943334273;0;136.333929959727;19.276141674893;7.48672712907791;1.87182040206229;601.284758006888;342.003433834756;1097.5571178753;486.976763262487;76.9957440320609;13.7247571695691;82.1194769175206;19.0630963575663;103.295536322705;66.4129756725834;111.933274278317;168.801408496944;83.5919144505579;86781.9703934757;0;33069.9492048875;0;265418875.378239;230506265.344903;0;0;0;0;0.584546139934353;0.959374993034186;0.657288413635888;0.515060225238389;0.591855397089349;0.00233273020598774;0.011381470735519;0;0.0107005250186543;0;0.0166692634043184;0.0569957649313615;0.0155299383620646;0.0386230290570446;0.0765193785848754;;;;;;;;;;;;;;;;2423.83598456221;6335.64321928902;634.620445671064;214.812801985024;316.416192035299;155.900753563806;325.277651730064;53.7073057417105;7.59363156889725;2.94931674781857;0.737383794751813;0.0794084178453731;0.143587579958626;0.0230472390598341;0.0320116220305615;0.111523701883393;0.00396217781468177;0.0469943467825943;0.0275254463662937;0.140371360455312;0.174944351726152;0.587054808195466;0.107247718671583;0.397179328784758;0.0835445892564986;0.0903259337604787;0.13681842186351;0.00798319588805342;0.189529387007023;0.0253047231760804;0.0351813632267573;0.0345124526409113;0.0229434302852017;0.00729406841752686;0.0242417110071776;0.0138629180236336;0.0122216429289116;0.0146405438018771;0.00102706232295382;0.0199474874876587;0.0148496013637817;0.0138629180236336;0.0253047231760804;0.00177517502892183;0.0344772472774416;0.0168437915906349;1.14940616901896
2024;2;71;42590.3235784235;173.670754673416;0;107.243433333177;16.5481887880082;6.34936880610158;1.73369149521693;628.900930171782;373.321156756995;1186.0786775446;508.922387089866;78.6775207233811;15.3170077920457;94.784364606891;21.3186980939755;116.989135906371;84.5691868021108;114.368350964615;178.505596402593;89.8384405511025;86781.9703934757;0;33069.9492048875;0;288435853.299732;252141478.352382;0;0;0;0;0.577656223388445;0.959090876912298;0.658800619077674;0.508249168502331;0.586996406633236;0.00230529821411319;0.0113781384970029;0;0.0105605176776479;0;0.0164760236282832;0.0569798475711539;0.0155651115350962;0.0381317611433982;0.0759388781268612;;;;;;;;;;;;;;;;2587.30830119997;6888.1136583936;736.375777323975;232.894399071366;353.320555264284;178.900561268267;346.691265549403;42.2474131312515;6.51898346194264;2.50126649937335;0.68296937690364;0.0764613293225836;0.146181631393887;0.0219655898515405;0.0305724058418425;0.121277738876529;0.00402621291644474;0.0447832966903579;0.0268189718878543;0.128834192998995;0.170662302083846;0.585910415633283;0.100618721904221;0.405088977287793;0.0787875374927606;0.0919593178200014;0.136588140409199;0.00778931613518558;0.18846135579996;0.0274968880075969;0.0330787300054128;0.0351755765077292;0.0228997290350585;0.0071168047357746;0.0240734972135318;0.0145798240641222;0.01287793094141;0.0159911526719966;0.00106075951752742;0.0215845564897667;0.01552492927411;0.0145798240641222;0.0274968880075969;0.00182398268934806;0.0371147811959863;0.0175766385496459;1.04897384702796
2024;2;72;41287.8625729903;203.79190297005;0;117.85904687077;19.9582535504653;7.06432648833783;2.0281115726805;651.55051655619;365.325054789899;1258.45718396859;527.109029726866;89.0987464823943;16.5104608749709;96.9229546235061;22.8859096355541;128.561570606758;85.0435439054707;127.315937920379;220.372678689425;101.321038681088;86781.9703934757;0;33069.9492048875;0;287858785.022633;267583801.493005;0;0;0;0;0.570735967047864;0.958804849588139;0.659037918778147;0.501513708101829;0.582178071507047;0.00227774390670633;0.0113747838203777;0;0.0104220253103921;0;0.0162818564528376;0.0569638225946957;0.0155706307841307;0.0376454518405753;0.0753625136134688;;;;;;;;;;;;;;;;2552.5866942987;7327.0010696943;764.447750960615;242.960864499374;412.080522271784;189.538477224885;383.474667542574;45.7004467458088;7.73891464201719;2.73922863833509;0.786410609814893;0.0743070021636646;0.14549916990143;0.022904413381607;0.0317488614567676;0.117978080672516;0.00486492131237161;0.0507065229711402;0.0310661214069372;0.140559307930859;0.166576257622666;0.584087824819331;0.0940133196823112;0.415944975050917;0.0739980405075766;0.0941916118522562;0.13622113410456;0.00760424029964841;0.18737496677518;0.0300418960997469;0.030974445151231;0.0360842327773741;0.0228301211604153;0.00694759602921908;0.0239066272260502;0.0155538171432983;0.0137608387598913;0.0175530768510134;0.00124275753220498;0.0225545214452027;0.0160342396798779;0.0155538171432983;0.0300418960997469;0.00212696571527426;0.0386018129805643;0.0181234324712491;1.13666288858077
2024;2;73;39600.9576090136;215.900193139615;0;109.434309522706;20.5104763528691;6.83581703996535;2.19449656692095;632.73426565501;373.726494838375;1321.49336471842;557.350175610873;93.116312722803;16.9867029209258;103.436062659734;24.5111835290296;141.733577386323;97.0854570690572;131.484312100111;247.533566146919;112.825195002814;86781.9703934757;0;33069.9492048875;0;293784897.058847;285124096.026436;0;0;0;0;0.563787962018516;0.958516894947959;0.658135788420081;0.494837406021578;0.577382655093518;0.00225007758145793;0.0113714065161944;0;0.0102847110717363;0;0.0160868335682662;0.0569476890882062;0.015549648202575;0.0371629283197886;0.0747881763007911;;;;;;;;;;;;;;;;2536.21195670796;7772.73877039237;849.109852958317;257.013829803375;473.793347780248;218.045989673564;415.124662835447;44.8759398762174;8.41077087851467;2.80317677178435;0.899901469888448;0.0739419332226372;0.148765375568663;0.021062629646493;0.0303925949180626;0.120380925941018;0.00536831429764104;0.0523385773850997;0.0328395167335078;0.139897383747741;0.162811379791421;0.581411459834091;0.0880936667796624;0.429394027462712;0.069663258652381;0.0969419349013484;0.135681641600054;0.00743365045756274;0.186269954369524;0.0328586631669574;0.0290808223713604;0.0372075591411917;0.0227278882069106;0.00679163621339601;0.0237407787444462;0.0157328085516193;0.0139361570479481;0.019271671126473;0.00135793867999182;0.0241484600630735;0.0166560563572971;0.0157328085516193;0.0328586631669574;0.00231531813688645;0.0411737056950531;0.0188033576970143;1.12216330674376
2024;2;74;39862.3631384869;244.34224854413;0;94.5343089459181;18.9677460710216;6.26733748697834;2.12683493699244;694.744312352479;388.756090298533;1419.99237781551;582.904854361229;97.1349537552002;19.5800913284968;114.840169719074;31.563733097124;166.220735651708;108.063368790704;147.290827650509;286.940827529044;128.96630050137;86781.9703934757;0;33069.9492048875;0;319525331.715796;308804091.151947;0;0;0;0;0.556814841459511;0.958226998208963;0.656266889846725;0.488203523166397;0.572592293578149;0.00222230970573216;0.0113680064106061;0;0.0101482315363057;0;0.0158910279561764;0.0569314462122803;0.0155061767864087;0.0366829910984062;0.0742137315908195;;;;;;;;;;;;;;;;2725.26132500128;8381.23554364111;956.670881274347;284.848665997536;542.561178766982;247.341801380965;464.65674241217;30.2199840073018;6.06345980958887;2.00349313108324;0.679889856907422;0.0716396897734882;0.14459919517072;0.0214611346209983;0.0345960350119902;0.118444927876336;0.00602533036069477;0.0547853414153269;0.0352653640019093;0.141355987068551;0.159054039621291;0.577760187803231;0.0831688079993276;0.444888736127969;0.0660258866529104;0.100089960072998;0.134944542904899;0.00726334367158172;0.185146727432401;0.0350161432866641;0.0274997727898877;0.0384985065774521;0.0225883808261967;0.00663593979677704;0.0235756231241799;0.0171319696985655;0.0151869836754398;0.0205948991475578;0.00140879951719779;0.025123136292732;0.0181094580238338;0.0171319696985655;0.0350161432866641;0.00239528853251175;0.0427152050579968;0.0204287232245795;1.12307194441461
2024;2;75;40003.1425213907;273.953193379461;0;97.4687154067159;21.2671219215879;6.69246728644495;2.46900971126659;632.873607166017;405.8098489692;1584.23565256555;625.451526369458;110.394875210199;21.9979804428689;131.690278230531;30.6499521491243;169.286584347831;122.562979184422;158.824901867344;334.173784360268;146.16115843759;86769.1847858988;0;33071.073582579;0;334729034.051322;339001528.476186;0;0;0;0;0.549819276448254;0.957935146264423;0.653622057471176;0.481597330547461;0.567791682826157;0.00219445090016849;0.0113645833494164;0;0.0100122842646315;0;0.0156945137769371;0.0569150932212376;0.0154446502416789;0.0362045814595118;0.0736373417675185;;;;;;;;;;;;;;;;2781.74699447234;9174.74838700688;1075.94781823403;312.728134736048;638.109885515389;285.379685465161;527.148496429893;39.5966656339784;8.6397682806451;2.71881483511826;1.00303519520205;0.0703637928283915;0.145077689859621;0.0213169132994324;0.0297010161588009;0.118768375477914;0.00672473895479058;0.0567801641917375;0.0375948158091403;0.141635944729132;0.154880910539051;0.57309726257247;0.0787059528554934;0.461833176705532;0.0627050859212964;0.103507495330996;0.134001387273224;0.00707412214674613;0.184006434201614;0.0388882899116969;0.0260625884784418;0.039906281860505;0.022410162394026;0.00646295672053082;0.0234108722853535;0.0155351713446653;0.0137788620369511;0.0229278076307763;0.00159768684547911;0.0277571867351649;0.0168917805645888;0.0155351713446653;0.0388882899116969;0.00270986699799838;0.0470794915184679;0.0190448750182449;1.11280052161271
2024;2;76;39907.4525728394;306.695881873225;0;72.2311812445275;17.5628584532047;5.16980188739851;2.05336500800561;632.849057964728;428.840163545515;1688.09785941023;694.632364501585;109.407258807892;22.1687053084745;144.20683231043;34.6885221609167;186.391649783581;138.36160922234;171.159590082933;397.426941537965;164.276819605653;86769.1847858988;0;33071.073582579;0;353087576.834088;375489731.523275;0;0;0;0;0.542803971899156;0.957641327831046;0.65039265722664;0.475007787370767;0.562970115455271;0.00216651192248985;0.0113611371998082;0;0.00987664241155619;0;0.0154973662582656;0.0568986294713944;0.0153695145082875;0.0357269039234997;0.0730577128948725;;;;;;;;;;;;;;;;2873.95558015304;10158.7047481099;1195.31829519021;339.263808103451;753.637287114252;319.879463769359;585.82019246954;28.2967514153819;6.88029506414204;2.02528321362004;0.804411034064056;0.0702424627696391;0.14731991822705;0.0191740603687353;0.0300026460165614;0.119671122468769;0.007540899351086;0.0587986363178337;0.0401885206783628;0.142085593744553;0.149868665971475;0.567393197060218;0.0740495366910672;0.479631424854246;0.0592149899990036;0.107069394636603;0.132844842962644;0.00684675737257957;0.1828509480303;0.0415061851331221;0.0245585360806448;0.041380560681594;0.0221920628625314;0.0062551112731575;0.0232463128456714;0.0155602058345024;0.0138094476251487;0.0245377803112769;0.0015903173303146;0.0292869609592723;0.0167275423351588;0.0155602058345024;0.0415061851331221;0.00269005609696957;0.0495395267274205;0.0188482558394598;1.10196751596554
2024;2;77;38414.074300612;333.160687560286;0;56.2595837695065;14.81848850784;4.11929198220627;1.76706343826227;644.547223364981;446.177777545218;1797.01119975067;709.25809495231;120.268353022445;24.0025798003065;150.86946163141;35.8315234857519;207.212106903725;159.735491682762;174.480426821044;444.867961429727;175.653855588398;86769.1847858988;0;33071.073582579;0;355900902.65161;393551556.121534;0;0;0;0;0.535771662584186;0.957345533337049;0.646755423895212;0.468428393814491;0.558122525663135;0.00213850365170907;0.0113576678490318;0;0.00974117239360196;0;0.0152996615863142;0.0568820544148078;0.0152848763333532;0.0352494895010493;0.072474224019134;;;;;;;;;;;;;;;;2828.91328757649;10627.3911036961;1272.78368617967;349.522880537698;847.002248538438;346.018516755669;641.291477115879;37.2628411979847;9.81484303766022;2.72836222198077;1.17039266690098;0.0686042581594547;0.155251583442131;0.0194695744920518;0.0290645639541064;0.12956865804493;0.00848804970190488;0.0607120388035926;0.0430306494772505;0.142480760595191;0.143731043657753;0.560618504184886;0.0685444038772847;0.497901247136466;0.0550550831207072;0.110696349203631;0.131467200847955;0.006568201503234;0.181682745637686;0.0457830738976469;0.022774339128527;0.0428891995090981;0.021932900570974;0.00600048070872767;0.02308182354456;0.016421351832385;0.0145874372327391;0.0271648621617932;0.00181805947160145;0.0311481315828408;0.0178045906104843;0.016421351832385;0.0457830738976469;0.00306411829527765;0.0524963904303019;0.0200429617609702;1.08863653315446
2024;2;78;36800.7151350076;378.183947883805;0;55.5906088679422;16.3182457824607;4.08790959942053;1.9639579232742;635.136119459005;436.889380087329;1882.30774646986;739.683308475935;122.046854341015;26.223121438897;156.310214946245;37.7094687521218;221.588478887443;166.303914893491;181.103497651298;534.178017581801;198.894018227167;86769.1847858988;0;33071.073582579;0;354587746.866358;419842654.181655;0;0;0;0;0.528725109280521;0.957047754519285;0.642860653318147;0.461857151903746;0.553249356955997;0.00211043707283423;0.0113541751996802;0;0.00960583321183216;0;0.0151014767999657;0.0568653675767148;0.0151942291497663;0.0347721944850868;0.0718869154122841;;;;;;;;;;;;;;;;2721.2089435025;11329.8083956415;1365.35413463747;354.034269851117;991.670858843456;383.632952865362;711.567239088778;31.3588050024289;9.20516428754192;2.30600028685261;1.10787370030852;0.0668689932198394;0.15766040607396;0.0196972067349424;0.0283250490833496;0.124917340604176;0.0100358484942189;0.0653548753586337;0.048290864247651;0.149397035150546;0.136730038586723;0.552743696864885;0.0618844533355913;0.517115173728589;0.0499731105039871;0.114479076543391;0.129860337705817;0.00625027018951651;0.180504669256689;0.0499507064452936;0.020607125497385;0.0444706837536159;0.0216314812773981;0.00570987175923183;0.0229173745699127;0.0168545754090417;0.014992210129258;0.0297775410304317;0.00193074443835791;0.0336268131008331;0.0178186167212079;0.0168545754090417;0.0499507064452936;0.00323875126434175;0.0564077157403254;0.0200320844373914;1.12203562515252
2024;2;79;34485.9931016602;420.50695948954;0;39.7144779622399;12.9219865462517;2.89420720856508;1.48175121352286;616.722770064432;424.940474864806;1892.12333378901;750.956806107562;121.931198185578;26.7326697063794;150.374154751911;35.5468063936715;232.951567828179;173.15586662546;180.246605426487;623.590032154282;206.153176900995;86769.1847858988;0;33071.073582579;0;336536387.074371;432731080.860648;0;0;0;0;0.521667095047241;0.956747983731369;0.638824244948233;0.455295695846273;0.548355245078863;0.00208232326208065;0.0113506591615741;0;0.00947065866015098;0;0.0149028896883949;0.0568485685167708;0.0151002678655325;0.0342951388071948;0.0712963337144325;;;;;;;;;;;;;;;;2527.90028251527;11734.2575947421;1350.62396436763;355.876012142725;1167.0278767534;399.690974777817;798.644199503372;22.9925925044547;7.4811501057247;1.675593647064;0.857855965723764;0.06521830238979;0.164771575699237;0.020246541956;0.026922111220322;0.131143187607757;0.0118825088520567;0.069891005793246;0.0541568875247289;0.156134385055176;0.129264710059638;0.543751518120194;0.054748728717688;0.537959425710529;0.044467080692967;0.118546548182567;0.128018187296322;0.00591102864217844;0.179319583302643;0.0534668255912428;0.0182743977487728;0.0461804591199005;0.0212870657520478;0.00539980166305791;0.0227530099969124;0.0174270927250559;0.015523494256741;0.0320358454111402;0.00206443678702809;0.0349364830999348;0.0180212417805956;0.0174270927250559;0.0534668255912428;0.00344548053031224;0.0583078993141244;0.0202311313636563;1.14979471627942
2024;2;80;31873.4432747761;437.909753321873;0;40.6868058250723;14.4213054501926;3.13392797106157;1.74756186670129;569.759669016995;358.723732259618;1883.92105505936;763.201259700205;120.337322826504;27.4685869163264;157.217289305105;42.0909679289488;240.32852498184;176.855634948384;177.766216961117;668.813051707125;217.168061585418;86697.3492536541;0;33065.9883989112;0;339681389.320195;437746742.100459;0;0;0;0;0.514600421613413;0.956446212995049;0.634723609969659;0.448747759367546;0.543446668420381;0.00205417337251939;0.0113471196406363;0;0.0093357258396139;0;0.0147039786914032;0.0568316567758913;0.0150047931242635;0.0338185957436064;0.0707032511026982;;;;;;;;;;;;;;;;2484.13458250447;11804.7013146045;1433.87896974814;359.572641700845;1274.53920889013;433.80059655963;849.932943113301;25.7683103558791;9.13349345178866;1.98482104833899;1.10678918224415;0.0656808372890287;0.142061133744438;0.0195077839140774;0.0298923825092823;0.125600254613368;0.0133578080760672;0.0703986607294756;0.0575578206503615;0.154229543418172;0.121734117377752;0.533766885901524;0.0479888325015478;0.561120224162196;0.0391918520849549;0.123022458647265;0.125963561189283;0.00556858659854429;0.178129950715457;0.057466305998095;0.0160542585088699;0.0480730897156313;0.0209043533720144;0.00508682484429323;0.0225888167102581;0.0173797003845643;0.0154990345096764;0.0345896333006155;0.0022094470772903;0.0374755614194484;0.0184445168291202;0.0173797003845643;0.057466305998095;0.00367071719803116;0.062260910986359;0.0206825900044309;1.11058695489269
2024;2;81;28168.4807859268;449.920313601881;0;31.0928038694063;11.9812862139482;2.44981059930163;1.46587676617174;526.647949465772;321.14785603603;1785.53950512439;707.127673316719;110.40657342967;25.1583167005303;149.528254030105;37.3544105130862;245.313021214203;165.796099442659;166.145949319176;705.1719987677;214.337045818064;86697.3492536541;0;33065.9883989112;0;316636026.333025;421073740.476873;0;0;0;0;0.507527905848383;0.956142432846815;0.630597026626493;0.442217209057607;0.53852882379933;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;2252.65447238122;11334.8009505435;1399.54515146921;334.026354546851;1338.67243167365;424.30142109984;872.522688495086;25.1388627029243;9.68699736446875;1.98069793135025;1.18517695988354;0.0631467230280269;0.140258420856543;0.0183628694090389;0.027264708138799;0.121013347547589;0.015482181040981;0.072562740324209;0.0629720806773738;0.156443025530135;0.114396187923362;0.523006443921347;0.0424563267073292;0.587082827303716;0;0;0;0;0;0.0614420932739228;0;0;0;0;0;0.0181224511363259;0.0181224511363259;0.0614420932739228;0.00379919400452997;0.0653051122388487;0.0219065297404131;0;0;0;0;0;1.09825567354548
2024;2;82;24205.1662075762;463.341905035018;0;27.1013912856729;11.3303800320841;2.11288173116525;1.36748075226581;444.629518418417;267.092472819873;1696.8982216957;673.104777919679;96.3634899433128;23.2509139056158;136.619920737437;35.6025172197538;224.354537870305;154.417121122455;149.582985780723;742.845817931487;206.078443413418;86697.3492536541;0;33065.9883989112;0;277289000.101791;391926284.552834;0;0;0;0;0.500452375720491;0.955836631719525;0.626451260731746;0.435706579261707;0.533603468579288;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1916.44330184061;10570.9396918036;1281.9128473251;297.774432439586;1394.30993314244;402.844290401825;891.575485176137;14.8412380850114;6.2047319223318;1.1570542813524;0.748858507193183;0.064263568333405;0.13674551811924;0.0183926982555873;0.0281634674241395;0.122152080809857;0.01849424615055;0.0765832248151841;0.0709219790852842;0.163018909367199;0.106944321402947;0.511688364654836;0.0387669852172845;0.615528641916074;0;0;0;0;0;0.067731524093637;0;0;0;0;0;0.0177473430960432;0.0177473430960432;0.067731524093637;0.00384633913654537;0.0699464183674302;0.0214198794129765;0;0;0;0;0;1.11212541302454
2024;2;83;19795.5239912763;438.758214778269;0;23.7112984783537;11.0902772471151;1.91178822973241;1.31155262257493;374.406924928013;237.286657746687;1483.52829566998;607.172465174426;86.9180452795216;21.9132122621989;123.074073822819;33.1524010638828;205.932417758852;143.673403339649;128.770260113783;741.365995414158;186.193057065323;86697.3492536541;0;33065.9883989112;0;239738364.972034;356612959.259743;0;0;0;0;0.493376664409068;0.9555287975365;0.622286836266813;0.429218043099786;0.528671553518536;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1615.18735930283;9634.841758431;1150.04556922214;262.42503346763;1411.70649312077;368.684008970946;856.599697232827;16.8475015504092;7.87993383347651;1.35837584744145;0.931892652882186;0.0632080797803582;0.143296791883794;0.0192896015635481;0.0291831521433488;0.126471768380647;0.0213635221404229;0.0777640232264787;0.0771779414784907;0.163900656905729;0.0989307856040269;0.500030820577157;0.0367455102835095;0.64593811192047;0;0;0;0;0;0.0722342933374047;0;0;0;0;0;0.0182302014203186;0.0182302014203186;0.0722342933374047;0.00423211582641189;0.0743241112262896;0.0214380483926;0;0;0;0;0;1.0829326620777
2024;2;84;17559.1116307697;472.316181518596;0;24.4815231079304;12.0708417441571;2.00191993041797;1.43618614457557;335.421383393937;210.907052873006;1432.87995990574;567.51061748434;86.3903091179175;21.2504316777984;119.705814570034;28.1049072762461;192.770323774502;143.422430150409;123.183630106726;792.199266344156;184.830695703562;86697.3492536541;0;33065.9883989112;0;219782577.62363;334395088.297133;0;0;0;0;0.486303605383624;0.955218918168065;0.618104287848498;0.422753743585828;0.52373403448526;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1452.00675115022;9029.91354247112;1083.04858232489;250.054519915069;1489.69132288434;361.642621547277;914.538096104654;12.2407615539652;6.03542087207853;1.00095996520898;0.718093072287783;0.0628868557044999;0.140918446127755;0.019791580171911;0.0261754929977769;0.13357641707287;0.0258058302896501;0.0823056673854728;0.0877850024597476;0.172141986935209;0.0899078483141262;0.488251984163482;0.0360508889534188;0.677791681238105;0;0;0;0;0;0.0782879319355108;0;0;0;0;0;0.0183263407735752;0.0183263407735752;0.0782879319355108;0.00472008739696252;0.0799819501144122;0.0213612206746975;0;0;0;0;0;1.09776503106155
2024;2;85;16195.6452246921;508.437084805018;0;22.6001180009363;12.0226520332566;1.88335464767297;1.47223741728354;299.197532900623;195.401206217776;1421.73695230595;552.979169550736;82.292127770744;18.8286562063807;107.84509418839;28.7638537917372;190.019637222554;140.46334749608;118.278997926693;866.27069663508;192.160645472892;86574.8344381803;0;33073.0430170819;0;213766404.976335;333667431.346714;0;0;0;0;0.47923602786693;0.954906981431593;0.613904160495257;0.416315790885667;0.518791871721059;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1366.01542573158;8985.66713980157;1103.13633601943;245.546940874647;1653.77275526028;384.206305736533;1002.01148755303;8.32635926350285;4.42939811751558;0.693867501774251;0.5424032589992;0.0613414323598756;0.1383695570587;0.0170563811729931;0.0260564136334835;0.127242027761696;0.0300035008517848;0.0837569678777888;0.0960945516015637;0.174073241324748;0.080230966207909;0.476485225740199;0.0363421082744342;0.710194114852759;0;0;0;0;0;0.0838984549600354;0;0;0;0;0;0.0176560162535712;0.0176560162535712;0.0838984549600354;0.00485616018078532;0.0763684022358092;0.0210786904201206;0;0;0;0;0;1.06769995474737
2024;2;86;14275.3169570001;530.111488461873;0;18.5046352815139;10.7386407655286;1.50150397959414;1.28431339987533;268.406541042635;173.885458888846;1365.61032293993;522.573878021264;72.505016847204;18.6690991898516;101.842691123401;27.6559111307872;181.739948976919;141.291179283729;105.230104403151;927.753654773192;185.963860712951;86574.8344381803;0;33073.0430170819;0;191255042.597477;320075115.21395;0;0;0;0;0.472176752312545;0.954592975091566;0.609687009381259;0.409906259668313;0.513846029097213;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1176.22856912037;8644.92359494825;1032.90118363757;217.88619763854;1768.922674771;371.148333460906;1043.69181360952;10.4088573458516;6.04048543060983;0.844595988521706;0.722426287429871;0.059967814358719;0.142710726241784;0.0179131592720207;0.0265360816748962;0.135570086831874;0.0353025863949843;0.0863641199087961;0.10646410255087;0.178433904170469;0.0705540841016918;0.464718467316915;0.0370125769368048;0.742596548467412;0;0;0;0;0;0.0909423346914256;0;0;0;0;0;0.0178744383217004;0.0178744383217004;0.0909423346914256;0.00482844585908706;0.0835840127490409;0.0208555153255622;0;0;0;0;0;1.04909832727505
