year;sex;age;rate
2085;2;70;0.00160385445122084
2085;2;71;0.00160407326206765
2085;2;72;0.00162182784423933
2085;2;73;0.00162951755420796
2085;2;74;0.00162832420140642
2085;2;75;0.00159690310751889
2085;2;76;0.00162507889502056
2085;2;77;0.00164833420199216
2085;2;78;0.00165464947611787
2085;2;79;0.00166318049363645
2085;2;80;0.00121273455261563
2085;2;81;0.00120866071580473
2085;2;82;0.0012196469311098
2085;2;83;0.00124689810750918
2085;2;84;0.0012792199700195
2085;2;85;0.00129154037271003
2085;2;86;0.00130510755402989
2085;2;87;0.0012992768036767
2085;2;88;0.00128554537855399
2085;2;89;0.00124100808790657
2085;2;90;0.000698327048034284
2085;2;91;0.000664124367718994
2085;2;92;0.000647004729751205
2085;2;93;0.000642247656987554
2085;2;94;0.000644988741426647
2085;2;95;0.000654731242897755
2085;2;96;0.000692265275923724
2085;2;97;0.000718221806839967
2085;2;98;0.000751236195445396
2085;2;99;0.000778297520821512
2085;2;100;0.0013565282691194
2086;1;0;0.00239383302768904
2086;1;1;0.00631064576847251
2086;1;2;0.0069699024766081
2086;1;3;0.00782846011935645
2086;1;4;0.00823916870368236
2086;1;5;0.00872467566666674
2086;1;6;0.0086943761980527
2086;1;7;0.00836121028325601
2086;1;8;0.00738040656913007
2086;1;9;0.00660542312085259
2086;1;10;0.0059053084173907
2086;1;11;0.0054260577264402
2086;1;12;0.00493787948572929
2086;1;13;0.00449537206456116
2086;1;14;0.00397590315121165
2086;1;15;0.00352838616333617
2086;1;16;0.0030396506212949
2086;1;17;0.00246278282540772
2086;1;18;0.00227794248700795
2086;1;19;0.00361477084154824
2086;1;20;0.0048009317186124
2086;1;21;0.00574594984397927
2086;1;22;0.00663148820402842
2086;1;23;0.00810226681082655
2086;1;24;0.00964595988692877
2086;1;25;0.0109958947574163
2086;1;26;0.0121721394954238
2086;1;27;0.0128006381360446
2086;1;28;0.0131931431011781
2086;1;29;0.013222261257893
2086;1;30;0.0132064952371603
2086;1;31;0.0128521241163651
2086;1;32;0.0124274823590638
2086;1;33;0.0118462734846189
2086;1;34;0.0114467011476416
2086;1;35;0.0110602157337108
2086;1;36;0.0107779341683389
2086;1;37;0.0104167204128397
2086;1;38;0.0100693458669187
2086;1;39;0.00958971695608948
2086;1;40;0.00922680416269185
2086;1;41;0.00874555538265177
2086;1;42;0.00841154197525689
2086;1;43;0.00799713193749144
2086;1;44;0.00772065763443326
2086;1;45;0.0074063488568992
2086;1;46;0.00711522212765506
2086;1;47;0.00674172859664688
2086;1;48;0.00647397531640948
2086;1;49;0.00624456462881203
2086;1;50;0.00602091133521493
2086;1;51;0.00571162804907383
2086;1;52;0.00545821493891857
2086;1;53;0.00529002931535532
2086;1;54;0.00520540891432071
2086;1;55;0.00510079670998015
2086;1;56;0.00486411691049589
2086;1;57;0.00461713959194251
2086;1;58;0.00440069112272597
2086;1;59;0.0042082154082665
2086;1;60;0.0040508316506585
2086;1;61;0.00393094315184453
2086;1;62;0.00391096303770959
2086;1;63;0.00380025595195421
2086;1;64;0.0038897520073418
2086;1;65;0.00371762276077018
2086;1;66;0.00367777630843639
2086;1;67;0.00317584715952181
2086;1;68;0.00286943430742139
2086;1;69;0.00268156452209947
2086;1;70;0.00200268552565424
2086;1;71;0.0020293040925428
2086;1;72;0.0020461972297108
2086;1;73;0.00205949755862671
2086;1;74;0.00206305065927386
2086;1;75;0.00207392888993664
2086;1;76;0.00202564831601751
2086;1;77;0.00204772492786596
2086;1;78;0.00206642297726381
2086;1;79;0.00208115892118773
2086;1;80;0.00148955738587267
2086;1;81;0.0015232133637208
2086;1;82;0.00151379482797646
2086;1;83;0.00152149718387421
2086;1;84;0.00156359643727979
2086;1;85;0.00161191508281638
2086;1;86;0.00165905238072929
2086;1;87;0.00178575114692278
2086;1;88;0.00167794374609568
2086;1;89;0.00160904533034645
2086;1;90;0.00120383071271555
2086;1;91;0.00115055432563465
2086;1;92;0.00110599686172615
2086;1;93;0.00107561813736575
2086;1;94;0.00105709662148064
2086;1;95;0.00106998858207539
2086;1;96;0.00109221624807954
2086;1;97;0.00114733801659153
2086;1;98;0.0011943617220463
2086;1;99;0.0012638309063585
2086;1;100;0.00218215002678447
2086;2;0;0.00239523977896134
2086;2;1;0.00631267719087009
2086;2;2;0.0069697970204015
2086;2;3;0.00782326047470503
2086;2;4;0.00822819483475088
2086;2;5;0.00871119345252774
2086;2;6;0.00868310850300711
2086;2;7;0.00835127156266877
2086;2;8;0.00736995531617209
2086;2;9;0.00659380159960857
2086;2;10;0.00589242750823626
2086;2;11;0.00541013271660166
2086;2;12;0.00491890174535265
2086;2;13;0.00447133080490892
2086;2;14;0.00394727753739236
2086;2;15;0.00349583347680576
2086;2;16;0.00300531655742437
2086;2;17;0.00242896166429972
2086;2;18;0.00231343719059674
2086;2;19;0.00457110209425443
2086;2;20;0.00634939335111053
2086;2;21;0.00760954112931472
2086;2;22;0.00870116741221583
2086;2;23;0.0105121287099595
2086;2;24;0.0119217514487761
2086;2;25;0.0132752122529899
2086;2;26;0.014235737136752
2086;2;27;0.0143867132140245
2086;2;28;0.0141518635975192
