year;sex;age;pop;immig;emig;born;dead
2046;2;2;56402.7097202;787.068604946;392.030957923;0;4.53182998
2046;2;3;56492.92637135;785.682139066;442.8629350194;0;4.8647708575
2046;2;4;56437.11692753;716.524034382;467.0161070629;0;4.4055456502
2046;2;5;56258.94698104;673.923400553;494.5694760984;0;3.6945371433
2046;2;6;56015.19517316;640.845705638;491.5678851434;0;3.2325896002
2046;2;7;55619.32614528;603.683995183;471.0664330891;0;3.6747316878
2046;2;8;55245.04211961;569.662840078;414.2552518704;0;3.6327938866
2046;2;9;54913.77148907;556.180376192;370.31843345;0;2.9737606696
2046;2;10;54639.21511607;533.231251636;330.766489584;0;2.9519032983
2046;2;11;54446.04686082;520.4180651;303.318080084;0;3.2928897702
2046;2;12;54226.61515587;496.863251191;275.444770749;0;3.262728204
2046;2;13;54139.48671887;478.11166628;249.871736322;0;3.4551018753
2046;2;14;53337.93559355;469.577880706;218.489472168;0;3.7492244741
2046;2;15;52622.04929942;450.219520921;191.414898658;2.5722663401;4.5392578265
2046;2;16;52070.25326137;469.960422736;163.067346589;5.2939040411;4.4467058758
2046;2;17;51654.73977126;467.031305131;130.97753888;7.2361270723;4.5747160178
2046;2;18;51417.42234948;545.46306347;122.3766224022;18.4207030943;6.7744255334
2046;2;19;52040.78605083;752.785321966;236.7020836;43.3897545044;8.4526046378
2046;2;20;52957.6745734;911.634598819;329.044454746;85.6612475817;12.7980671411
2046;2;21;53821.8791227;1020.106311292;397.980090561;169.0172134926;10.1088040709
2046;2;22;54685.1965131;1239.882500971;460.852981098;314.838616318;12.4857146195
2046;2;23;56367.8042159;1467.866417485;572.567653909;509.899862349;9.622690024
2046;2;24;58931.1893054;1616.77448598;672.086519532;783.097767969;13.8900540426
2046;2;25;64137.5459209;1687.47711752;793.127071384;1117.815106307;9.854472535
2046;2;26;64114.1078169;1688.68070619;858.794418126;1511.740562657;8.2486981658
2046;2;27;65565.204065;1668.00015124;887.310095993;1996.316356421;11.7441444084
2046;2;28;67249.4551267;1650.08196382;892.316414694;2616.690619177;11.7173560774
2046;2;29;68044.7137069;1602.8643292;887.849242617;3211.482092942;13.0133435381
2046;2;30;70468.835833;1540.24498226;880.253797496;3871.20440463;13.636716949
2046;2;31;69573.8614658;1466.01679284;853.956020211;4216.20861181;17.0157073886
2046;2;32;70904.5355395;1380.36558294;837.355367461;4618.08440021;16.8511113038
2046;2;33;70824.3112631;1277.26201142;796.576557543;4685.81877766;20.5515222321
2046;2;34;71615.8323576;1195.2829417;774.183487338;4641.82292926;21.4732092708
2046;2;35;71441.7623626;1090.54420191;730.277765773;4321.69894835;24.0699237414
2046;2;36;73455.696763;1001.26867921;707.662993456;3945.99871527;23.6978884203
2046;2;37;72019.2554038;916.622341639;667.813848868;3277.06979829;22.7416881764
2046;2;38;71412.1222725;851.764077351;631.449100529;2701.30347939;23.610885164
2046;2;39;70695.5579113;779.104616537;591.300793274;2134.012025654;31.2432275869
2046;2;40;70414.1987062;716.56055766;561.276910461;1602.958373057;27.1074176632
2046;2;41;68762.2826177;667.616276423;522.798647465;1106.105179234;24.8029326067
2046;2;42;68207.5931155;611.125176625;483.238562489;771.723129697;27.6982427952
2046;2;43;67596.1994374;559.132837853;446.668962808;485.908665281;37.1726957884
2046;2;44;66458.192714;508.959512493;419.511932192;279.782440786;29.0272933845
2046;2;45;64254.1205001;465.385022734;381.311086437;160.344962131;28.9947004349
2046;2;46;63988.4773964;423.349666791;357.608451596;97.0041552138;41.5382803416
2046;2;47;63186.8942055;392.258837741;331.557425096;58.6504101322;34.8357356451
2046;2;48;63156.70424;355.357017097;314.385502556;33.7400895135;43.4143002674
2046;2;49;63549.3758044;324.605598525;295.326744228;37.7399945809;54.1500785666
2046;2;50;65672.4943701;300.585238321;282.06207113;0;61.1780027227
2046;2;51;68827.856178;277.950912934;269.258686663;0;60.8631028113
2046;2;52;72929.6942725;259.772881962;259.972231654;0;78.4259579815
2046;2;53;74848.9641892;238.693782064;251.583986311;0;90.1781132272
2046;2;54;76844.8595585;222.463405753;245.250224719;0;91.8538247183
2046;2;55;77483.7157941;205.965755723;241.9155827;0;93.3148040213
2046;2;56;78352.4697217;191.405355965;235.586187067;0;105.2940930873
2046;2;57;74813.4242414;175.642275211;223.629637509;0;133.2593176884
2046;2;58;72919.038565;160.323479395;212.388449072;0;133.7050239534
2046;2;59;69804.3594835;146.4776167853;204.744764116;0;142.6464015972
2046;2;60;67963.742066;132.5701231312;197.782108923;0;164.4021644006
2046;2;61;66027.9311304;124.1727798719;190.495875601;0;158.4009761723
2046;2;62;63386.4019931;115.5534703711;185.363843026;0;175.5304077561
2046;2;63;61797.8416659;107.5264309752;179.376506518;0;198.5705070923
2046;2;64;61451.9730956;102.9367789207;185.823550425;0;212.2500507209
2046;2;65;60669.8950819;95.2288694924;183.622872908;0;246.3758313108
2046;2;66;61906.2933962;87.6896311562;189.699084084;0;271.9100818641
2046;2;67;59739.4667055;76.8597186529;160.158029112;0;297.5221502024
2046;2;68;57576.0902138;68.012955115;142.148850661;0;332.3803749492
2046;2;69;57650.8213775;60.7874220161;134.379333268;0;362.1503777067
2046;2;70;57532.4145669;54.8886219697;91.2413034347;0;404.1337612994
2046;2;71;59183.2811855;48.2499749579;90.0653026975;0;423.336840634
2046;2;72;60825.2723667;43.1904288029;87.9639509932;0;533.3798713
2046;2;73;59141.7244596;41.8918500956;82.6458594657;0;578.657907436
2046;2;74;59244.4775168;35.5072353422;81.5939359881;0;645.436126355
2046;2;75;58150.218325;36.6554967521;76.7364732625;0;715.152244535
2046;2;76;55857.2347916;32.3163585049;75.3673786184;0;757.564367492
2046;2;77;53709.8353137;29.7616772715;72.6375124451;0;801.974817604
2046;2;78;54662.3425473;28.8343143083;69.9437114875;0;964.173279652
2046;2;79;55595.7129919;24.8890204512;65.9117269903;0;1141.421015314
2046;2;80;54408.28272031;21.8840352025;43.8148664467;0;1238.119412667
2046;2;81;52982.00702383;21.7992879955;42.8460543037;0;1361.932271901
2046;2;82;51089.00938513;18.8016005232;40.2151625753;0;1518.617278843
2046;2;83;45609.14134326;16.4885346041;37.6721305992;0;1543.047554402
2046;2;84;41827.20894002;14.961182978;35.2979272047;0;1685.631614818
2046;2;85;38459.40510823;11.3452438589;31.9116102183;0;1761.06234568
2046;2;86;36045.57458553;10.6978111949;31.253030225;0;1921.740492346
2046;2;87;33507.7320124;8.5682476666;27.4830800376;0;2206.92522465
2046;2;88;30924.74433456;7.1611217762;24.2395803619;0;2289.931318132
2046;2;89;28587.48510247;6.3287655777;22.4723848272;0;2497.027061578
2046;2;90;25471.91704048;4.9472675703;11.7919974597;0;2667.291821936
2046;2;91;22263.4372909;3.7748422027;10.3596461149;0;2807.735110319
2046;2;92;18754.48649774;2.8115075736;8.7367799662;0;2750.801065704
2046;2;93;16054.15696706;2.4385362509;7.1713878736;0;2880.948868707
2046;2;94;13197.125005295;1.512222907;5.8802334127;0;2573.863996373
2046;2;95;10399.367514324;1.0536202044;4.7563074359;0;2474.132182872
2046;2;96;8359.615532841;0.6894022345;3.8485112271;0;2289.030250671
2046;2;97;6472.465599317;0.5874866876;2.9036667137;0;2065.8033918119
2046;2;98;4855.929519175;0.1728905573;2.1434430625;0;1751.0599754772
2046;2;99;3413.147990717;0.1709247337;1.5227364957;0;1368.9277630594
2046;2;100;5751.6258692248;0.3168994585;2.4661228653;0;3064.2926586502
2047;1;0;59109.922284332;552.579254254;70.1873944884;0;94.8530355243
2047;1;1;59534.812507022;879.929257061;374.0180971964;0;16.5001157464
2047;1;2;59818.16766347;834.957119925;415.6939509331;0;6.2956488957
2047;1;3;59982.77129675;835.92741271;470.2120805162;0;5.3718689935
2047;1;4;59988.21665223;766.903517675;496.5605409851;0;4.6814712188
2047;1;5;59858.54610155;718.015710654;526.3689449901;0;5.2810882024
2047;1;6;59642.54681875;682.886288587;523.3148713067;0;4.0703081198
2047;1;7;59372.15696388;644.825777939;502.4382768551;0;3.5150993266
2047;1;8;58993.11066489;616.919741181;442.10132776;0;2.8329457822
2047;1;9;58640.4592166;598.768262888;395.402089798;0;3.2888492725
2047;1;10;58325.47036911;582.704549667;353.273066201;0;3.7625704823
2047;1;11;58065.67734913;566.724740227;324.127176693;0;3.7513353152
2047;1;12;57887.0187241;548.497231567;294.855607425;0;4.2082385906
2047;1;13;57686.70617074;533.787990401;267.73368115;0;5.4689251886
2047;1;14;57640.34800371;525.722106782;236.359045381;0;7.0272628797
2047;1;15;56829.5417993;511.214431961;207.44999056;2.7324128065;8.055893382
2047;1;16;56150.30768333;529.606961446;177.005706942;5.5256492543;8.5615316288
2047;1;17;55612.5148791;516.243522892;142.435269677;7.1239777888;10.3315129445
2047;1;18;55222.9491039;536.162933139;126.7120591195;18.5321565543;10.4701909046
2047;1;19;54951.0562785;630.036522641;195.356578974;43.0361610678;16.3558346452
2047;1;20;55565.3753172;768.192748628;257.408130053;83.9472557548;16.24123703
2047;1;21;56488.9858455;896.622340504;309.13966908;168.6549739041;24.0324835476
2047;1;22;57480.3581899;1113.480739761;360.686313893;320.04667577;18.3533983337
2047;1;23;58467.4057197;1336.129460068;451.641922524;517.791621574;30.2958707922
2047;1;24;59858.2072164;1501.763026334;553.355201277;790.290877481;25.584183941
2047;1;25;62894.7396044;1595.25142377;657.855624892;1087.083293784;25.8397751704
2047;1;26;67743.524353;1626.96040206;767.45509279;1590.356539805;31.1361364345
2047;1;27;68313.9541892;1660.81275934;821.425390955;2061.738512883;29.9831372976
2047;1;28;69811.6804793;1657.12363169;869.143020552;2704.208988488;35.1593087669
2047;1;29;71196.7454605;1656.11910061;890.418874451;3373.993701898;37.055876607
2047;1;30;72042.5041346;1637.95150572;907.942924501;3980.50124216;38.1996484453
2047;1;31;74490.2857121;1607.24845246;905.108545753;4558.9588781;34.0910680199
2047;1;32;74429.0575325;1547.98740284;893.320071447;4845.77239531;34.1361497307
2047;1;33;75118.3512245;1469.96753466;872.8831312;5027.7513248;36.0729344018
2047;1;34;75136.3994024;1391.41209587;854.372438406;4923.61389012;38.1542587512
2047;1;35;75743.7207564;1315.89449337;840.440855667;4645.63434848;42.6249295046
2047;1;36;75457.9574687;1225.771478;826.450852068;4114.09427346;43.2375661292
2047;1;37;77811.9470007;1141.70702369;814.879357853;3586.68945183;40.6154536709
2047;1;38;76390.9040675;1062.098707878;785.568411545;2924.99541639;44.1661851075
2047;1;39;75912.5836407;990.647178817;755.228098207;2313.046676169;51.7965510955
2047;1;40;74980.276396;919.795291236;724.951824707;1724.405302492;51.4594761166
2047;1;41;74551.5328902;858.909553973;684.45929691;1213.561468433;49.1158558407
2047;1;42;72478.2344308;792.501102703;652.416559264;835.349959436;42.9761482525
2047;1;43;72384.7432228;729.245242045;615.929617521;525.957773799;59.9619887982
2047;1;44;71243.6979324;676.553036764;588.281630739;304.696144959;56.9109688588
2047;1;45;69910.9886997;632.479667174;566.830406872;177.4196048;55.216759374
2047;1;46;68251.8947222;580.810849759;543.262314063;104.6922206799;59.1969421121
2047;1;47;69003.5566439;539.122876072;529.020479336;63.7114356745;66.1239045242
2047;1;48;70597.1771595;490.438626841;543.174718513;36.1042501842;72.9291072957
2047;1;49;68346.8373685;457.266555484;481.192616748;40.364604387;67.105269938
2047;1;50;66660.8119425;412.347368172;435.267598494;0;74.5866718932
2047;1;51;68153.0630926;382.486434253;407.596507729;0;81.5885171203
2047;1;52;71836.6889421;354.798839122;391.562831016;0;96.3590697839
2047;1;53;75067.1772786;324.8737612;380.002529358;0;133.5615222688
2047;1;54;76967.6118009;304.099890204;369.549559581;0;130.8466633533
2047;1;55;79370.2449204;288.28213822;360.3628488;0;152.0914106692
2047;1;56;80037.2074197;264.934495028;344.646050018;0;178.9664329247
2047;1;57;80203.4922784;238.956216026;327.453185227;0;192.6453600537
2047;1;58;76423.5396816;224.173569685;305.259664805;0;186.0186003382
2047;1;59;74625.7842416;207.802023637;291.461758219;0;216.4987294146
2047;1;60;70170.2833462;189.485614336;272.848658663;0;225.9681571291
2047;1;61;69014.9115216;176.111096429;266.06014651;0;230.0524622851
2047;1;62;67453.1658696;165.170149623;262.501107441;0;257.8387175283
2047;1;63;64519.1537545;156.58096351;250.251850346;0;276.616974812
2047;1;64;62517.4519773;144.835416098;250.83065334;0;312.2754807005
2047;1;65;62214.3182537;139.7122837152;243.306567836;0;339.884290747
2047;1;66;60423.3200582;121.5447148066;224.743722965;0;370.7667078709
2047;1;67;61659.1830283;106.0199815097;198.930209214;0;404.999861581
2047;1;68;59412.0534636;92.3484605767;172.960050129;0;452.904429691
2047;1;69;56872.9574295;80.5435542854;154.919756551;0;472.999924918
2047;1;70;56974.5601238;69.2488214117;119.825211499;0;526.654869734
2047;1;71;56782.0924164;62.0410420795;115.922521805;0;585.263777889
2047;1;72;57762.1170718;55.906225946;112.48588207;0;674.920071455
2047;1;73;59161.1137395;50.1206478507;109.142983291;0;770.955950686
2047;1;74;57051.5315351;45.6435823458;101.6266582679;0;794.623756486
2047;1;75;56897.9230882;40.9875784809;99.2860444128;0;907.128219872
2047;1;76;55504.5763623;35.7635462454;91.9855409327;0;981.188313302
2047;1;77;52704.6446949;32.8729468731;90.3668138608;0;1035.189159981
2047;1;78;50521.8833103;29.2730067141;85.8262206488;0;1143.470905326
2047;1;79;50812.3708839;26.0430163659;83.8535360852;0;1312.873136962
2047;1;80;51576.6447786;22.1439352485;55.0784566797;0;1467.762451084
2047;1;81;50038.600536;18.1661890377;52.7835464651;0;1660.741591083
2047;1;82;47862.13484896;16.8605695504;50.6624227829;0;1785.410205901
2047;1;83;45111.36573301;14.4101078608;47.5396771157;0;1960.140386028
2047;1;84;39874.43749823;12.8171928991;43.6566628371;0;2113.310715052
2047;1;85;35413.63411419;10.7447005923;39.8376846239;0;2128.027720808
2047;1;86;31574.34149342;9.0923057658;34.2547916962;0;2237.850014259
2047;1;87;28360.49144677;6.8800956618;32.5314878512;0;2372.795268822
2047;1;88;25742.45264086;6.0833595108;26.7208949207;0;2539.406876211
2047;1;89;22603.50448537;4.6927163178;23.0577151247;0;2682.096009999
2047;1;90;19535.16743145;4.2883057722;16.7561361054;0;2804.14673506
2047;1;91;16702.61544119;3.3182121361;14.093885812;0;2699.495104577
2047;1;92;13360.78358889;2.2951684625;11.1871807131;0;2604.429711058
2047;1;93;10540.69685184;1.6079831479;9.0898628773;0;2325.295010273
2047;1;94;8330.947636802;0.7178786532;6.7613764696;0;2228.738461956
2047;1;95;6114.643238588;0.527113855;5.0119282173;0;1972.262567241
2047;1;96;4257.646368062;0.3403578698;3.555830262;0;1607.072245866
2047;1;97;3035.906951082;0.3302829347;2.6070434316;0;1326.299778286
2047;1;98;2065.305637237;0.1892799394;1.7335808575;0;987.2806365517
2047;1;99;1386.950976763;0.1165113028;1.1617756463;0;683.7525170885
2047;1;100;2076.2911386385;0.3355425948;1.8220332807;0;1286.8498914208
2047;2;0;55903.912227302;540.835277268;66.3634227298;0;71.8358840929
2047;2;1;56320.763067093;839.564360072;353.8594223619;0;8.0629108504
2047;2;2;56587.49505527;786.725880226;393.2304531745;0;4.5030962016
2047;2;3;56738.70549291;785.355392656;444.5205341124;0;4.8390863975
2047;2;4;56735.7257961;716.235367813;469.049593858;0;4.3863495224
2047;2;5;56610.04815304;673.649953137;497.0368495448;0;3.6818775288
2047;2;6;56402.05456607;640.588553694;494.2573582406;0;3.2236104096
2047;2;7;56140.40269277;603.429683273;474.5487181125;0;3.673445611
2047;2;8;55767.709651;569.41209262;417.3967123301;0;3.631874091
2047;2;9;55424.91028553;555.931639273;373.090894236;0;2.9725796709
2047;2;10;55110.68339753;532.984086476;333.12339688;0;2.9487820033
2047;2;11;54850.79226123;520.169698041;305.306980522;0;3.2855725827
2047;2;12;54662.02776658;496.622919613;277.384605721;0;3.257409139
2047;2;13;54449.68289131;477.880660659;251.371272165;0;3.4416531718
2047;2;14;54383.64825277;469.346964814;221.399494887;0;3.785936071
2047;2;15;53589.53119243;450.001033177;193.827138083;2.5825313805;4.5782956566
2047;2;16;52922.35643552;469.73780335;164.954409246;5.2225500344;4.4762585247
2047;2;17;52400.08179303;466.787260678;132.362248082;6.7332052279;4.5964811758
2047;2;18;52069.31836893;545.156613482;123.7830793374;17.5156095501;6.794936833
2047;2;19;51923.7698699;752.430104666;237.731589153;40.6754924383;8.3509954682
2047;2;20;52609.8910345;911.222858029;329.530632606;79.3424850632;12.5872421543
2047;2;21;53568.0744685;1019.649355732;399.289084684;159.4037187801;9.9603753853
2047;2;22;54586.059375;1239.393966261;462.87460028;302.491110197;12.3391144133
2047;2;23;55573.3464696;1467.379021815;569.841019801;489.389124542;9.3880453945
2047;2;24;57306.0065842;1616.28447297;664.730533729;746.94094022;13.3515708824
2047;2;25;59844.7042484;1686.97627084;764.397486831;1027.453360151;9.0638410048
2047;2;26;64950.538714;1688.16948239;866.892250412;1503.120487647;8.2844388145
2047;2;27;64885.9169244;1667.4813631;884.171528157;1948.645678651;11.5007281291
2047;2;28;66315.1456651;1649.55905095;888.186025582;2555.874630394;11.4314255349
2047;2;29;67955.2688548;1602.33541309;883.642111928;3188.919548238;12.879573243
2047;2;30;68699.3374511;1539.71699917;871.954785442;3762.15824467;13.1384699505
2047;2;31;71065.0936527;1465.49737915;851.969226895;4308.88566205;17.2703327054
2047;2;32;70110.6880429;1379.86615066;826.530440352;4579.96655686;16.5091333883
2047;2;33;71365.1118323;1276.7860859;795.673862926;4751.96337041;20.5359299158
2047;2;34;71232.4169439;1194.83999683;765.564921142;4653.53820123;21.1693954323
2047;2;35;71946.218023;1090.14042303;735.748313324;4390.80671056;24.0064447839
2047;2;36;71719.1818231;1000.9049624;700.604895974;3888.42327849;22.8806061378
2047;2;37;73676.4089798;916.286062069;672.502036997;3389.94826808;23.0718081344
2047;2;38;72216.2791296;851.456509051;630.759151322;2764.55022919;23.673632363
2047;2;39;71563.1044743;778.815452617;596.508830043;2186.168799815;31.3244209114
2047;2;40;70823.3596524;716.289217369;561.483103728;1629.816254604;27.0043728536
2047;2;41;70530.3741595;667.35572212;525.956092961;1146.993809589;25.2241767567
2047;2;42;68855.7010638;610.882613403;489.792914308;789.528389976;27.6712527825
2047;2;43;68281.3949769;558.905724335;447.925479274;497.107337651;37.1783830084
2047;2;44;67655.2687103;508.751947011;420.390756682;287.982604241;29.2919181834
2047;2;45;66506.0660364;465.192542263;387.577419932;167.687582125;29.7417998017
2047;2;46;64278.8139974;423.174020153;357.165916575;98.9495234946;41.3146062889
2047;2;47;64011.1650999;392.092613477;334.474701776;60.2166632829;34.9302082546
2047;2;48;63182.5883493;355.202960538;316.598527073;34.1238186434;42.9102906211
2047;2;49;63131.0661622;324.459450822;297.007453676;38.1504790345;53.0900743024
2047;2;50;63509.5421194;300.443177342;281.992146566;0;58.284715071
2047;2;51;65625.5223457;277.814087008;267.635655753;0;57.150456159
2047;2;52;68758.3130623;259.640313279;256.47002773;0;72.7134016124
2047;2;53;72829.3224484;238.557502301;252.473589108;0;86.4557374508
2047;2;54;74741.7873689;222.32484379;241.473232577;0;88.0284304675
2047;2;55;76718.9877248;205.828443773;240.643202507;0;91.0570752867
2047;2;56;77340.0142086;191.265304573;232.400590146;0;102.5663001471
2047;2;57;78165.0550533;175.50389709;225.355235939;0;137.5633298539
2047;2;58;74625.8218669;160.192168203;212.778549557;0;135.0159926326
2047;2;59;72710.4718875;146.3541819273;208.212308947;0;146.7085509706
2047;2;60;69571.8640757;132.4519361112;199.079086124;0;165.8682570332
2047;2;61;67734.8627385;124.0617397699;192.650553451;0;160.2905126486
2047;2;62;65775.3925918;115.4502971891;188.807578601;0;179.1812572919
2047;2;63;63112.382217;107.4267334172;181.851500242;0;199.5950090703
2047;2;64;61501.9647134;102.8413482997;190.24523585;0;208.4730650005
2047;2;65;61112.1570453;95.1395146374;191.744730559;0;243.2108350214
2047;2;66;60313.2682679;87.6089247512;183.752335287;0;260.483403044
2047;2;67;61510.8923474;76.7836178049;172.114167284;0;300.070499357
2047;2;68;59325.730874;67.944897852;144.861855883;0;336.8188737587
2047;2;69;57146.9381578;60.7247363641;137.553649053;0;352.323143477
2047;2;70;57216.4074996;54.8322690417;94.6534590829;0;394.5926879
2047;2;71;57089.0196251;48.1981343179;90.4727235203;0;401.1203531446
2047;2;72;58632.1319873;43.1426681039;89.2118755485;0;505.079991204
2047;2;73;60201.8672816;41.8474436146;87.017315672;0;578.23521241
2047;2;74;58469.1764836;35.4663684012;81.6633543158;0;626.350990197
2047;2;75;58494.7953911;36.6165225611;80.5195668299;0;705.779081956
2047;2;76;57341.467065;32.2784882259;75.6226647837;0;765.407083371
2047;2;77;55006.8055888;29.7256929595;74.1678718797;0;805.987023498
2047;2;78;52753.4472623;28.7996979123;71.3279983455;0;913.859751773
2047;2;79;53539.3274791;24.8572895322;68.4856247723;0;1079.386733635
2047;2;80;54356.6494405;21.8543874209;45.2068926093;0;1215.711045735
2047;2;81;53046.02627326;21.7728821818;42.7467874606;0;1341.282541819
2047;2;82;51455.21089891;18.7782397893;41.6672183693;0;1503.907146392
2047;2;83;49420.14005094;16.4683723125;38.9555507048;0;1646.382155737
2047;2;84;43846.54472992;14.9435806964;36.3146574265;0;1741.225537395
2047;2;85;40001.79367473;11.3301991742;33.8460599664;0;1802.899404064
2047;2;86;36517.07949236;10.6850625824;30.4146378749;0;1922.596040753
2047;2;87;33829.63495627;8.5578797645;29.5237868964;0;2194.973722718
2047;2;88;31208.60827433;7.1532106139;25.7118617268;0;2280.565086651
2047;2;89;28452.44749443;6.3226500251;22.4582173651;0;2456.161272886
2047;2;90;25898.96334112;4.9423928346;12.1162489103;0;2681.34790478
2047;2;91;22638.61852306;3.7708263114;10.6167304811;0;2826.452613996
2047;2;92;19433.3855449;2.8081660304;9.1627361461;0;2823.697175664
2047;2;93;15918.99966877;2.4356683406;7.5592305997;0;2830.363266163
2047;2;94;13446.165137533;1.5098754606;6.0806456205;0;2603.42105931
2047;2;95;10672.118188703;1.0521957175;4.8746061059;0;2521.184406102
2047;2;96;8171.578829873;0.6884332702;3.8222787359;0;2224.654838966
2047;2;97;6344.331926181;0.5869159144;3.000828117;0;2012.869694362
2047;2;98;4761.399527969;0.1727290633;2.1921432185;0;1709.0466572575
2047;2;99;3468.186927086;0.1709247337;1.5714901529;0;1386.3420266011
2047;2;100;5972.2221283365;0.3168994585;2.6891929797;0;3190.1794380866
2048;1;0;59112.218147039;552.107019594;70.1983977239;0;93.945618197
2048;1;1;59598.591039444;879.468967811;374.4408968534;0;16.3593162189
2048;1;2;59946.517035;834.509748685;416.556637798;0;6.2485828865
2048;1;3;60176.78097753;835.49202976;471.5413044701;0;5.3374114149
2048;1;4;60246.28217197;766.500763213;498.3336238104;0;4.6562642201
2048;1;5;60172.00092421;717.625386885;528.5837416056;0;5.257372319
2048;1;6;60011.10805442;682.504639652;525.887006102;0;4.0556813162
2048;1;7;59778.3992161;644.450472144;505.0934285377;0;3.5046464146
2048;1;8;59540.64710603;616.545919585;445.224580533;0;2.8311972505
2048;1;9;59189.99882126;598.401612848;398.226270771;0;3.2871852141
2048;1;10;58863.27093647;582.344719685;355.772784382;0;3.7602155263
2048;1;11;58561.75850203;566.371071719;326.336267602;0;3.7466719314
2048;1;12;58312.93525001;548.153447562;296.6971782;0;4.198368498
2048;1;13;58145.45730195;533.459679949;269.561737714;0;5.459364188
2048;1;14;57967.33920252;525.394207232;237.761230456;0;6.9999446551
2048;1;15;57933.05219072;510.909769559;210.075851553;2.7422953997;8.129730793
2048;1;16;57171.1141588;529.312270164;179.109253423;5.4515318679;8.6306576382
2048;1;17;56511.8823958;515.936274634;143.965725417;6.5790624523;10.3958364103
2048;1;18;56009.7153425;535.828481558;128.111359289;17.5439091609;10.5166586298
2048;1;19;55638.4482765;629.680923342;197.779029815;40.5224730337;16.4027213094
2048;1;20;55443.9486781;767.782057288;258.83564343;77.5498738004;16.0540140057
2048;1;21;56127.6197318;896.164980634;310.269908122;158.2710320794;23.6506572294
2048;1;22;57221.2745268;1112.988626531;362.607270281;306.147601682;18.0926748628
2048;1;23;58332.2377202;1335.609468928;453.801242919;501.951433457;29.9286951845
2048;1;24;59389.0433781;1501.213812724;554.450480267;761.98381779;25.1256744405
2048;1;25;60778.6654964;1594.67791103;649.544424981;1037.442330594;24.6752065229
2048;1;26;63744.1181839;1626.36580059;748.084911884;1463.298726595;28.9023087869
2048;1;27;68549.5664109;1660.19470123;824.3468774;2056.259957158;29.8057659957
2048;1;28;69070.2114755;1656.47848503;865.797700732;2651.190574101;34.4234975307
2048;1;29;70544.6179711;1655.46461929;886.176490454;3309.404166195;36.3506366174
2048;1;30;71890.888541;1637.2903497;905.386884619;3967.16420726;37.7603840743
2048;1;31;72720.9981125;1606.58561423;895.182945978;4444.23869554;32.9086905508
2048;1;32;75116.2111573;1547.33582664;887.223274994;4972.67535641;34.187106579
2048;1;33;75001.6249748;1469.33967853;861.043739843;5003.65191823;35.7284961075
2048;1;34;75618.3580018;1390.80599407;852.723143162;5003.20850777;38.076073466
2048;1;35;75575.1029027;1315.31482381;834.456617591;4664.73468666;42.1547062345
2048;1;36;76098.5651576;1225.2271226;827.154718604;4184.68870635;43.2280037117
2048;1;37;75753.4483243;1141.19310061;806.641812997;3538.7039378;39.0604324663
2048;1;38;78035.6400462;1061.615000478;793.178616297;3028.32995173;44.7433379463
2048;1;39;76576.5852951;990.183532417;752.689199767;2367.214280334;51.8131055271
2048;1;40;76051.4546258;919.356968916;728.749369062;1765.328018879;51.7366151686
2048;1;41;75102.7673947;858.494728893;687.003117419;1234.964136776;49.0006125818
2048;1;42;74641.8330154;792.111431301;657.919168779;868.023320132;43.8921377736
2048;1;43;72528.8292292;728.875771617;618.831028534;538.134874334;59.4499441061
2048;1;44;72408.9631922;676.206690798;594.713426355;311.508598381;57.2732947115
2048;1;45;71256.8172665;632.155096556;563.215901802;182.71421719;55.8198605123
2048;1;46;69889.093842;580.498517528;542.267067785;109.7877654508;60.1263080515
2048;1;47;68216.3671262;538.818535021;509.459559144;65.0269041483;64.8865720982
2048;1;48;68921.9885207;490.143778916;500.655277715;36.8973181118;71.056624073
2048;1;49;70466.8703237;456.984476738;519.400163259;40.9209566013;67.8911492617
2048;1;50;68222.9655622;412.075903747;460.93679907;0;75.0109101466
2048;1;51;66553.9230659;382.223923124;410.576709256;0;78.5360894033
2048;1;52;68030.3811731;354.545322342;387.20299241;0;90.024249668
2048;1;53;71659.4036173;324.626541146;376.224450776;0;125.6874152193
2048;1;54;74875.7667014;303.855289619;369.790277631;0;125.4755888214
2048;1;55;76755.2801612;288.038029277;355.452532414;0;144.917136908
2048;1;56;79119.7638051;264.692504907;340.666251328;0;174.5073689816
2048;1;57;79763.7174939;238.719083041;323.283093528;0;188.9259156439
2048;1;58;79926.4003731;223.942741562;309.508902128;0;191.5257446747
2048;1;59;76122.5026556;207.576489574;291.142861202;0;217.4706547494
2048;1;60;74298.8652402;189.269352795;280.547412347;0;235.6409422873
2048;1;61;69852.0196585;175.908565567;264.967408069;0;229.2048446984
2048;1;62;68657.8780936;164.983508925;263.552035443;0;258.4649005639
2048;1;63;67071.0592147;156.40198781;255.820268705;0;282.6883738655
2048;1;64;64092.0871864;144.67358601;257.822750114;0;313.917404339
2048;1;65;62080.3846253;139.5629332942;243.451261178;0;333.179023625
2048;1;66;61727.203088;121.4070441026;237.629974315;0;370.892235114
2048;1;67;59947.9718375;105.8938044367;194.129791362;0;387.112233517
2048;1;68;61112.3579047;92.2414988017;182.674515582;0;456.39210597
2048;1;69;58851.8837344;80.4460117454;160.206773411;0;480.408967595
2048;1;70;56307.4963835;69.1599346327;123.611429419;0;511.009550644
2048;1;71;56348.1955825;61.9599909105;118.171016461;0;570.153515668
2048;1;72;56079.3536158;55.829556797;114.153500035;0;644.414856786
