year;sex;age;pop;immig;emig;born;dead
2054;1;82;47727.8982934;16.5960677917;57.4291796185;0;1583.128814664
2054;1;83;45507.29117547;14.1767679914;51.8160642699;0;1765.711210111
2054;1;84;41932.0080059;12.6177517988;49.86712873;0;1990.691157681
2054;1;85;38859.34916629;10.5773919292;45.8807091359;0;2103.698174918
2054;1;86;37535.71499389;8.9470217193;43.1165563096;0;2406.797550658
2054;1;87;36241.26466363;6.7699603477;38.7593411117;0;2763.839765766
2054;1;88;33150.80738162;5.991416989;35.2576945342;0;2991.496506902
2054;1;89;29481.90285617;4.6142961947;31.7778829022;0;3218.092451975
2054;1;90;25434.51531968;4.2238976215;22.5581329894;0;3378.704431606
2054;1;91;20439.19495629;3.2643748634;18.9804908928;0;3071.967419701
2054;1;92;16160.9687393;2.2513957703;15.6886832439;0;2943.635267559
2054;1;93;12664.60034505;1.5797817502;12.0725900027;0;2631.727529322
2054;1;94;9762.5496212;0.7009385083;10.0473622156;0;2467.395183737
2054;1;95;7368.12847095;0.5138886957;7.1059337814;0;2259.221407731
2054;1;96;5265.340609891;0.3337231202;5.138432506;0;1899.76730532
2054;1;97;3627.746917807;0.3244239204;3.6940122131;0;1522.879438523
2054;1;98;2436.064612298;0.1854487507;2.4946730883;0;1125.167752533
2054;1;99;1555.810679775;0.1124563228;1.591449979;0;745.986234599
2054;1;100;2323.4738451041;0.331354947;2.4877397521;0;1435.3709392575
2054;2;0;54606.725267677;536.600906568;64.9699112374;0;65.5855339678
2054;2;1;55415.05592739;835.505502162;348.9640751141;0;7.414820461
2054;2;2;56104.66705028;782.844522756;390.953447812;0;4.1731739504
2054;2;3;56699.0092878;781.654989576;444.8245178805;0;4.5200875938
2054;2;4;57138.84176702;712.966218921;472.2581473293;0;4.1291808784
2054;2;5;57434.46394042;670.55316116;503.171350432;0;3.4915894538
2054;2;6;57631.31552384;637.676307934;503.1474567545;0;3.0786705965
2054;2;7;57744.40555033;600.549600895;485.2621980171;0;3.5313462167
2054;2;8;57823.7915193;566.572377665;429.0829003231;0;3.5193104701
2054;2;9;57875.50527263;553.114693664;384.986453535;0;2.9006968453
2054;2;10;57884.29682541;530.184941049;344.762076044;0;2.8941882306
2054;2;11;57848.72562704;517.356941092;316.787377429;0;3.2381444026
2054;2;12;57766.64045521;493.90116449;288.139859029;0;3.2170755361
2054;2;13;57640.30823377;475.264522003;261.598094601;0;3.4050467032
2054;2;14;57499.89471511;466.731842335;230.574875371;0;3.7413821808
2054;2;15;57234.68713272;447.526659473;203.287545997;2.5725090513;4.5703950484
2054;2;16;57015.85549688;467.216638804;173.977999671;4.9889042505;4.5084069828
2054;2;17;56837.87402781;464.023457242;140.067223136;4.9131612032;4.6620678515
2054;2;18;56781.7182749;541.686067337;131.8316579939;13.9738956217;6.9310934359
2054;2;19;56870.6649445;748.407268696;257.112767176;31.6821571985;8.5594967407
2054;2;20;56985.5890364;906.559893619;355.507707314;59.076593432;12.759743162
2054;2;21;57264.4042801;1014.474333992;427.473012699;128.9558394516;9.9628866049
2054;2;22;56978.3560504;1233.861310701;488.593499077;260.441027543;12.0424227441
2054;2;23;56900.116431;1461.859265945;593.630105634;432.875038505;8.9789200384
2054;2;24;56998.8085492;1610.73507565;680.773220764;660.913857705;12.3839176588
2054;2;25;57195.0183406;1681.30418222;767.793843039;885.714049503;8.0527948003
2054;2;26;57423.1981015;1682.37987292;835.134343585;1222.155753112;6.7718187062
2054;2;27;58348.9798297;1661.60608745;858.449711862;1639.369905641;9.5752896115
2054;2;28;59480.4539206;1643.63706268;859.188959201;2193.072452149;9.4911351915
2054;2;29;60484.3867777;1596.34543813;851.142808678;2768.194527374;10.6075169564
2054;2;30;61291.6500916;1533.73759074;836.578594087;3328.97967095;10.8576998534
2054;2;31;62701.6830391;1459.6150192;814.954066994;3823.97435038;14.1018624405
2054;2;32;64845.22818;1374.21008012;796.304792831;4336.30447832;14.2100226239
2054;2;33;69446.4300548;1271.39622935;774.695641075;4808.6887992;18.6985208371
2054;2;34;69086.213007;1189.82364618;741.361406958;4734.63307041;19.2148349416
2054;2;35;70112.3444055;1085.56762723;706.288257409;4520.74561695;21.927051237
2054;2;36;71325.0666031;996.78586957;679.3970384;4108.89229644;21.3418080497
2054;2;37;71640.0208642;912.477695929;648.80048704;3513.01464973;20.9990079934
2054;2;38;73582.1417419;847.973298076;616.442648563;3017.118119115;22.6426949467
2054;2;39;72240.0902925;775.540671216;585.300114645;2363.206800419;29.6461814486
2054;2;40;73101.0640159;713.216288576;562.440256574;1797.558141516;26.1287952279
2054;2;41;72666.2690152;664.404944646;528.980732663;1263.790052649;24.3441914422
2054;2;42;73085.7971048;608.135584921;500.627653611;899.810727205;27.5322166394
2054;2;43;72672.0990918;556.333663738;461.83399108;567.979001887;37.0830741119
2054;2;44;74408.7369537;506.401267926;438.140593201;337.649780569;30.2302242168
2054;2;45;72813.6691557;463.012700923;402.257763638;195.1234688841;30.5717437812
2054;2;46;72013.3639854;421.184821979;376.385706997;118.3413198371;43.3543607994
2054;2;47;71182.4880536;390.21012368;349.42648091;71.7635620626;36.3141327043
2054;2;48;70754.2171252;353.458270013;333.30098961;39.8818655296;44.8376158823
2054;2;49;68966.7370898;322.804328089;312.993155015;44.3243620145;53.8683604093
2054;2;50;68301.9602393;298.834336754;294.923256245;0;57.9962520212
2054;2;51;67570.0317404;276.264533403;278.962477579;0;54.1287297809
2054;2;52;66312.313738;258.138972937;265.002690866;0;64.0515040248
2054;2;53;64019.8387536;237.014133985;253.520582575;0;68.8509080829
2054;2;54;63637.654702;220.755629555;243.198927719;0;67.5370298657
2054;2;55;62734.0115462;204.27338594;236.628632407;0;66.7166618598
2054;2;56;62608.4198439;189.679222564;225.089574171;0;74.17776124
2054;2;57;62889.7178552;173.936764874;214.505058485;0;98.8272028525
2054;2;58;64878.482351;158.705068948;203.713313579;0;105.1002590533
2054;2;59;67856.7228141;144.9562821573;200.477358648;0;122.8844052494
2054;2;60;71736.0457893;131.1134681152;197.099217016;0;153.9710668709
2054;2;61;73501.1980839;122.8042106059;191.623597672;0;156.6352514653
2054;2;62;75279.0736277;114.2818609031;193.121516892;0;184.7202944006
2054;2;63;75710.3890792;106.2976585712;190.710791676;0;215.0578917328
2054;2;64;76335.0753963;101.7605965207;204.990083255;0;231.5998838855
2054;2;65;72660.6178902;94.1275709014;209.780208888;0;257.4091685438
2054;2;66;70575.5846617;86.6949247112;209.658906771;0;269.8361605688
2054;2;67;67330.7596315;75.9217756949;186.983918376;0;290.5212855415
2054;2;68;65315.9411164;67.174149359;168.581720568;0;326.650635841
2054;2;69;63196.0108336;60.0148213491;162.122774581;0;342.833028032
2054;2;70;60444.4183421;54.1940721407;111.873937847;0;366.468428139
2054;2;71;58730.7001165;47.6110390759;109.9417917419;0;362.102189736
2054;2;72;58167.8194208;42.6017781839;106.1322912981;0;439.545753623
2054;2;73;57196.8760982;41.3445402116;100.6321712869;0;482.574964474
2054;2;74;58038.7849666;35.0035502952;102.1895553419;0;545.165227655
2054;2;75;55703.5180922;36.1751398521;93.8196638508;0;591.347977424
2054;2;76;53324.9929269;31.8496073169;90.8456579422;0;625.348773217
2054;2;77;53006.1767216;29.3181706235;87.3910059815;0;684.591374595
2054;2;78;52398.9509015;28.4076672213;82.7996401892;0;800.223796831
2054;2;79;53255.3369706;24.4979368701;80.7847558352;0;947.319626453
2054;2;80;54077.6363715;21.5186262939;55.0758647805;0;1068.107178825
2054;2;81;51855.6583477;21.473836342;51.0455552873;0;1160.941673343
2054;2;82;51088.5608918;18.5136794783;49.6417363384;0;1325.529359879
2054;2;83;49193.56843234;16.2400343605;45.8240915499;0;1460.639977428
2054;2;84;46136.839832;14.7442348572;44.1431377683;0;1638.030670101
2054;2;85;43137.9616486;11.15981812;41.4965291513;0;1747.782366354
2054;2;86;42514.01714984;10.5406845451;38.7804365673;0;2021.639426725
2054;2;87;41515.40392765;8.4404632726;35.217548396;0;2453.05583961
2054;2;88;38776.10929138;7.0636167003;32.0061498784;0;2592.30561955
2054;2;89;35704.72988679;6.2533913927;29.7984972894;0;2833.802956135
2054;2;90;32182.60841964;4.8871864525;15.4807893618;0;3084.017737161
2054;2;91;26464.46447752;3.7253463434;13.5125848293;0;3073.437043785
2054;2;92;22093.42170142;2.7703230543;11.6552013303;0;3003.162781931
2054;2;93;18063.33676193;2.4031892559;9.5331456671;0;3025.892269921
2054;2;94;14971.63491775;1.4832906302;8.338831672;0;2743.103023171
2054;2;95;12002.14249141;1.0360634038;6.4488840615;0;2698.287826342
2054;2;96;9353.03562857;0.6774597495;4.9044847671;0;2437.850191114
2054;2;97;7138.064016702;0.5804519082;3.8366186998;0;2180.53991056
2054;2;98;5162.443708172;0.1709001432;2.8185869256;0;1793.680182362
2054;2;99;3623.341290899;0.1709247337;2.0192900435;0;1409.632360992
2054;2;100;6355.7052804414;0.3168994585;3.6242717885;0;3403.2771309203
2055;1;0;57382.282132706;548.097480064;68.3167484029;0;85.2387269453
2055;1;1;58233.275878824;875.560851591;366.8821742196;0;14.9402375521
2055;1;2;58992.97616621;830.711313545;411.4840427131;0;5.7480107164
2055;1;3;59668.38944446;831.79538204;468.8789865275;0;4.9471100038
2055;1;4;60203.79947253;763.081149857;498.6748998204;0;4.3492386331
2055;1;5;60594.65494492;714.311317145;532.0189408868;0;4.9481023682
2055;1;6;60875.99445999;679.264224172;532.3775846992;0;3.844476193
2055;1;7;61068.70424931;641.263913501;513.8684166495;0;3.3449332988
2055;1;8;61225.87852535;613.371962633;454.868709083;0;2.7193145294
2055;1;9;61352.02226416;595.288546462;408.593924866;0;3.1816296832
2055;1;10;61441.89255751;579.289559464;366.341429919;0;3.6641539079
2055;1;11;61481.54519083;563.368225892;337.148755538;0;3.6714517132
2055;1;12;61470.21977271;545.234526766;307.148645728;0;4.1304695147
2055;1;13;61416.10452806;530.672138375;279.504200413;0;5.3818709445
2055;1;14;61330.03417492;522.610154448;246.966752264;0;6.9125379972
2055;1;15;61218.61775108;508.323013314;218.554209629;2.721511709;8.0201076685
2055;1;16;61016.7403674;526.810174372;187.575258891;5.288055827;8.5996705413
2055;1;17;60832.7000792;513.327563008;151.446946753;5.1379850562;10.4491365881
2055;1;18;60693.5761314;532.988798323;136.583606407;14.5909874835;10.6440084565
2055;1;19;60605.4356748;626.661684008;213.765578767;33.0219367217;16.6949492423
2055;1;20;60656.7253687;764.295055292;281.930009032;61.5821779288;16.4209417126
2055;1;21;60742.4597343;892.281736454;336.757609745;134.9919980274;23.9442888475
2055;1;22;61128.4019935;1108.810306701;390.754321223;276.741368869;18.086549881
2055;1;23;60872.9445849;1331.194449858;481.374832486;460.487372033;29.2132493013
2055;1;24;60775.3887531;1496.550678304;580.225645695;702.997398027;24.0272827043
2055;1;25;60805.540604;1589.80846323;671.136189613;941.55205708;23.0290975873
2055;1;26;60895.9869713;1621.3172975;754.659165294;1299.481490965;25.68248054
2055;1;27;61072.9021905;1654.94703801;804.610449758;1724.708275709;24.5854998878
2055;1;28;61987.2595489;1651.00082474;846.068543601;2302.290268089;28.6159574016
2055;1;29;63116.8455669;1649.90770238;862.389686243;2914.378375855;30.1140845371
2055;1;30;64117.5977673;1631.67676084;876.028290741;3517.96570464;31.1811361706
2055;1;31;64982.2546138;1600.95774246;863.576666966;4003.29650934;27.2370089829
2055;1;32;66122.7921181;1541.80357591;848.487760355;4488.59546383;27.8425167039
2055;1;33;68780.9681893;1464.00882458;827.075892254;4798.70090475;30.452639652
2055;1;34;73179.2301903;1385.65984667;822.281132907;5097.84583355;34.4746163725
2055;1;35;73430.1494701;1310.39310107;802.515885812;4765.21064023;38.3537384818
2055;1;36;74543.3500748;1220.60523715;791.899190088;4317.7168563;39.7171148737
2055;1;37;75496.8807005;1136.82960272;775.155536479;3738.52440782;36.564677834
2055;1;38;75897.4434431;1057.508050848;756.238000148;3136.90897149;40.7658733341
2055;1;39;77817.6346913;986.246912007;729.88057113;2571.011775749;49.4737070978
2055;1;40;77255.5093683;915.635364276;709.061097982;1895.171919574;49.3575817769
2055;1;41;77428.4432415;854.972629163;680.653866379;1355.465926039;47.4117451668
2055;1;42;77024.7402889;788.802900525;656.107460602;953.682416503;42.4639290467
2055;1;43;77196.1674868;725.73875855;626.519959305;608.944809901;59.3494677772
2055;1;44;76573.0802231;673.266017507;603.951905887;351.47016476;56.7199897687
2055;1;45;78566.2177583;629.399308295;582.336401008;212.0319143103;57.6931460044
2055;1;46;76931.3263433;577.846640093;552.592337979;127.1686531028;61.9264757156
2055;1;47;76203.2034771;536.234507228;520.699999859;77.1908835143;67.7210554701
2055;1;48;75078.1859604;487.640353136;492.702733689;42.5910165821;72.2946337077
2055;1;49;74457.6805333;454.589468517;470.803836176;48.2740965997;67.3849755058
2055;1;50;72223.8285656;409.771017125;447.744778031;0;73.887678903
2055;1;51;71972.9507786;379.995055049;420.731656642;0;78.4106200626
2055;1;52;70719.3899696;352.392821382;395.522361384;0;86.0026452697
2055;1;53;69193.2988255;322.527502957;382.03923411;0;111.0281690626
2055;1;54;67392.4291571;301.778492199;371.158323016;0;102.76627594
2055;1;55;67868.7169328;285.965406182;368.843777293;0;115.9385567059
2055;1;56;69048.9454211;262.637871799;375.184803468;0;135.5998252806
2055;1;57;66913.9876514;236.705689774;328.7938951;0;141.872207686
2055;1;58;65287.4486305;221.982880138;294.162423748;0;140.6602050409
2055;1;59;66627.0132624;205.661577722;278.957726589;0;170.698819725
2055;1;60;70058.382107;187.433169898;271.408142069;0;198.7640276739
2055;1;61;73068.6021815;174.188963903;266.943344442;0;214.1893762801
2055;1;62;74755.0212345;163.398823753;265.674313665;0;250.9981899966
2055;1;63;76876.5643166;154.882382816;262.346704491;0;288.8767181126
2055;1;64;77263.9994411;143.299556957;273.047467266;0;336.318121796
2055;1;65;77146.7791854;138.2948636802;268.995744384;0;366.6728018394
2055;1;66;73204.6522612;120.2381419036;258.490324566;0;389.294052596
2055;1;67;71193.8268911;104.8224896637;223.132196869;0;405.798031457
2055;1;68;66664.708205;91.3333327887;198.550819598;0;439.607417824
2055;1;69;65238.669226;79.6178203674;184.986714586;0;468.874093
2055;1;70;63462.9827206;68.4052355647;147.633002975;0;506.35696868
2055;1;71;60385.8536595;61.2718206125;143.092801849;0;537.243479188
2055;1;72;58196.9509417;55.178592321;137.09236717;0;589.004968047
2055;1;73;57537.2122207;49.4386916277;134.509054077;0;649.31224822
2055;1;74;55553.5626394;44.9842201548;124.647315936;0;670.286046975
2055;1;75;56207.3455504;40.3788276399;125.065574431;0;775.164932074
2055;1;76;53699.3776409;35.2025238114;115.527725979;0;821.516393799
2055;1;77;50884.103142;32.3527400541;109.122485608;0;865.860085839
2055;1;78;50368.0735989;28.7918525841;103.20699616;0;988.027005706
2055;1;79;49495.3138595;25.6307896389;98.4647913854;0;1110.243882064
2055;1;80;49632.5720626;21.7763221798;66.9559894758;0;1226.230408342
2055;1;81;49955.2909591;17.8409497646;63.573899159;0;1444.65481275
2055;1;82;47194.9476712;16.5668733371;57.8853375368;0;1540.134095972
2055;1;83;45934.4863011;14.1510130389;55.2070774826;0;1752.355928764
2055;1;84;43437.77414326;12.5957384323;49.4834024503;0;2032.629367067
2055;1;85;39774.9391633;10.5589251893;47.2910767707;0;2120.33669099
2055;1;86;36517.21341823;8.9309859526;43.1846076623;0;2307.882126209
2055;1;87;34880.63563562;6.757804132;40.1904895817;0;2621.646672653
2055;1;88;33248.34277497;5.9812688078;35.7180164261;0;2963.185140632
2055;1;89;29897.80547656;4.6056405519;32.0383759337;0;3225.569168888
2055;1;90;26041.66355242;4.2167885541;23.124146528;0;3421.331946306
2055;1;91;22123.57377705;3.2584325596;19.7989579264;0;3294.401016945
2055;1;92;17300.10641121;2.2465643474;16.3390378553;0;3124.996071017
2055;1;93;13392.26412796;1.5766690131;13.2046704661;0;2757.076609028
2055;1;94;10113.72815082;0.6990687351;9.8896961782;0;2541.681566465
2055;1;95;7482.61939368;0.5124289651;7.9370892819;0;2272.505567164
2055;1;96;5419.745754107;0.3329908078;5.3988670039;0;1943.316840593
2055;1;97;3711.533022077;0.3237772301;3.7559230434;0;1550.375442037
2055;1;98;2483.934767812;0.1850258821;2.6105244961;0;1141.386651362
2055;1;99;1647.631488221;0.1120087532;1.7278332128;0;786.817299705
2055;1;100;2399.6679621601;0.3308927343;2.6300131056;0;1477.3174423104
2055;2;0;54268.76380985;536.133536728;64.5996222244;0;64.5536651168
2055;2;1;55087.371250398;835.057504592;347.1115286309;0;7.299993245
2055;2;2;55804.12711716;782.416116846;389.23401822;0;4.1109090593
2055;2;3;56438.2309536;781.246556566;443.2265747369;0;4.4560789703
2055;2;4;56936.52611842;712.60538571;471.0134841373;0;4.0750709697
2055;2;5;57303.25722197;670.211351891;502.3457072259;0;3.4501895607
2055;2;6;57565.97995149;637.354868005;502.7931835609;0;3.0456737009
2055;2;7;57742.72150965;600.231711008;485.3283763815;0;3.4973483978
2055;2;8;57877.73139173;566.258943343;429.4443384326;0;3.4887633432
2055;2;9;57988.17203891;552.803772515;385.544841757;0;2.8784108979
2055;2;10;58057.04839535;529.8759846;345.457962047;0;2.8749003796
2055;2;11;58080.52329785;517.046482268;317.600182531;0;3.2198274452
2055;2;12;58050.13582824;493.600750017;288.988810919;0;3.201737763
2055;2;13;57975.75190072;474.975764977;262.472433498;0;3.3918863138
2055;2;14;57871.63542319;466.44319747;231.386680378;0;3.7293280162
2055;2;15;57738.31987527;447.253549793;204.262137348;2.5722282424;4.5662525094
2055;2;16;57522.24741132;466.938364571;174.873232404;4.997989353;4.5048535122
2055;2;17;57334.10872049;463.718401676;140.807338093;4.8561504353;4.6578396638
2055;2;18;57239.6321418;541.303004849;132.624473799;13.7906259836;6.9204171608
2055;2;19;57262.2705469;747.963247066;258.874513572;31.2105797573;8.5364607494
2055;2;20;57405.7637889;906.045217639;358.214321826;58.204202014;12.7320516463
2055;2;21;57559.4448193;1013.903139542;430.128414269;127.5872628695;9.918942659
2055;2;22;57990.1947766;1233.250642321;495.314008879;261.561235432;12.1461367291
2055;2;23;57829.5249166;1461.250021365;601.036725513;435.228193095;9.0444298834
2055;2;24;57809.9968324;1610.12255939;687.793312473;664.435782333;12.4488448573
2055;2;25;57897.020613;1680.67812387;774.386696126;889.904968952;8.0793638286
2055;2;26;58028.5715486;1681.74084317;841.406186919;1228.200848972;6.781448141
2055;2;27;58214.4652242;1660.95760227;860.234103961;1630.10260878;9.4563756858
2055;2;28;59122.8739968;1642.9834216;859.753771758;2176.002414402;9.3354825258
2055;2;29;60213.2213165;1595.68429299;852.465834623;2754.515566664;10.4510617429
2055;2;30;61168.1259183;1533.07761188;838.611337757;3324.99423436;10.7271335593
2055;2;31;61924.1437706;1458.96575209;812.695065056;3783.70311973;13.7770081872
2055;2;32;63270.3039611;1373.58578977;791.264390146;4242.38190209;13.7004771233
2055;2;33;65340.0385877;1270.80132245;758.654865597;4535.47708551;17.3360492399
2055;2;34;69871.3587904;1189.2699651;745.07542461;4818.21297517;19.2658048418
2055;2;35;69444.367395;1085.06290363;705.415545687;4503.82386716;21.4929691638
2055;2;36;70410.096847;996.33122356;677.731338238;4080.87652299;20.8474428236
2055;2;37;71569.6261016;912.057346469;646.712370201;3533.45459981;20.7854780509
2055;2;38;71852.285582;847.588837703;613.4605683;2964.839660101;21.8635515693
2055;2;39;73744.1374288;775.179216315;583.140594091;2429.983703256;30.0429352576
2055;2;40;72371.0341756;712.877113212;556.304112408;1791.215786259;25.6291178975
2055;2;41;73212.6763469;664.079251768;528.150576388;1281.114361924;24.3163438098
2055;2;42;72750.6016368;607.832380894;496.339417566;901.369940038;27.1603405158
2055;2;43;73139.560415;556.04977184;465.32577431;575.542274131;36.9606875991
2055;2;44;72713.9939408;506.141811073;435.016352846;332.190922105;29.2306089699
2055;2;45;74435.2547055;462.772100333;405.271972787;200.4012977377;30.9823757918
2055;2;46;72814.5198731;420.965263681;376.66354269;120.1930529908;43.4510042269
2055;2;47;72014.3477369;390.002343349;352.649346847;72.9567210648;36.3692443874
2055;2;48;71157.0706846;353.265699314;334.055740406;40.2547655274;44.6273276403
2055;2;49;70707.0161675;322.62164346;315.122671132;45.6261107524;54.6999298162
2055;2;50;68908.5597569;298.65676053;299.009733936;0;57.8243602311
2055;2;51;68243.9348915;276.093500997;280.080796188;0;54.038051511
2055;2;52;67497.7475139;257.973262082;265.755948164;0;64.5015401985
2055;2;53;66221.1173757;236.843784281;257.617908734;0;70.4222380785
2055;2;54;63930.0351086;220.582427101;243.359445525;0;67.0266263715
2055;2;55;63536.2023548;204.101746003;238.825318329;0;66.7287757648
2055;2;56;62623.5892445;189.504158325;226.803588012;0;73.1228719132
2055;2;57;62469.7975294;173.763792223;215.745702283;0;96.6404046039
2055;2;58;62744.6357538;158.540929958;203.769068469;0;99.8539620843
2055;2;59;64708.8797446;144.8019885843;199.341982775;0;115.06261108
2055;2;60;67650.5533403;130.9657343402;194.740845947;0;142.3943618061
2055;2;61;71516.8950692;122.6654104779;192.055270299;0;149.7608600016
2055;2;62;73248.7059973;114.1528944251;190.020671323;0;176.6243098483
2055;2;63;74986.3842727;106.1730366232;189.509279866;0;209.353111918
2055;2;64;75385.3517352;101.6413082447;201.651736897;0;225.0269153475
2055;2;65;75953.0754774;94.0158773324;211.057732147;0;264.9580635387
2055;2;66;72265.7237237;86.5940417052;209.67886438;0;271.8093434595
2055;2;67;70163.8485037;75.8266496339;189.566123064;0;297.9966851548
2055;2;68;66899.461957;67.089077781;169.305826225;0;329.080926092
2055;2;69;64866.5077472;59.9364642831;163.019426888;0;346.350406348
2055;2;70;62762.410566;54.1236309817;113.975892286;0;373.748005745
2055;2;71;60017.2493768;47.5462382769;111.0164385408;0;363.698765218
2055;2;72;58232.2036314;42.5420773089;109.0007310756;0;432.037830815
2055;2;73;57627.3945415;41.2890321096;105.1058957282;0;476.608016001
2055;2;74;56609.4524732;34.9524666192;99.558909939;0;522.817181714
2055;2;75;57377.1432101;36.1264221141;100.982310319;0;596.785868173
2055;2;76;55008.9088432;31.8022694689;92.6038212652;0;633.80769684
2055;2;77;52598.0870565;29.2731902325;89.5547660477;0;666.624293892
2055;2;78;52166.2985565;28.3643967253;85.9963648829;0;782.246197482
2055;2;79;51442.9630314;24.4582732209;81.2798245148;0;899.166318757
2055;2;80;52207.4582573;21.4815665669;56.0406191793;0;1013.319659772
2055;2;81;52882.0269595;21.4408290749;53.9119547131;0;1163.138286196
2055;2;82;50534.2335804;18.4844785609;49.8244981821;0;1290.084747666
2055;2;83;49608.6992272;16.2148314961;48.2910794949;0;1447.7854167
2055;2;84;47501.34997677;14.7222320051;44.3788851417;0;1662.561802465
2055;2;85;44336.7452149;11.1410122642;42.5475358845;0;1768.688093746
2055;2;86;41180.1677947;10.5247487794;39.7780486029;0;1928.540554263
2055;2;87;40148.68629355;8.4275033949;36.863623105;0;2336.894736461
2055;2;88;38921.16539927;7.0537277474;33.1819615019;0;2568.110295183
2055;2;89;35933.28412932;6.2457469521;29.8831951297;0;2819.187713575
2055;2;90;32605.00438277;4.8810930328;16.1319841252;0;3088.474612855
2055;2;91;28852.22336382;3.7203264794;14.0719286238;0;3320.033454146
2055;2;92;23312.89099912;2.7661461253;12.0751146868;0;3142.26450998
2055;2;93;18941.86030934;2.399604368;10.1987362908;0;3143.762260118
2055;2;94;15274.06033536;1.4803563223;8.1756397291;0;2782.581143861
2055;2;95;12237.73295178;1.0342827952;6.9973048559;0;2727.938943642
2055;2;96;9530.25247802;0.6762485442;5.2481099569;0;2467.318151964
2055;2;97;7170.42668293;0.5797384417;3.8716137185;0;2179.317070344
2055;2;98;5301.961570471;0.1706982756;2.9336151089;0;1833.339529447
2055;2;99;3718.740027907;0.1709247337;2.0910828799;0;1441.78352212
2055;2;100;6506.0758805156;0.3168994585;3.8183372936;0;3469.4692530174
2056;1;0;57037.011531323;547.732166464;67.9378763982;0;83.9120930316
2056;1;1;57877.911512395;875.204778781;364.869111816;0;14.7062877205
2056;1;2;58648.47780907;830.365233905;409.503639854;0;5.6596637276
2056;1;3;59352.62840507;831.45857636;466.9324815204;0;4.87385624
2056;1;4;59929.9045082;762.769585084;496.9664235354;0;4.2880986595
2056;1;5;60382.28238074;714.009368568;530.6427925117;0;4.8836674333
2056;1;6;60738.28424714;678.968986317;531.5405840413;0;3.7991000077
2056;1;7;61000.14399501;640.973582602;513.5148802505;0;3.3091673341
2056;1;8;61224.15932915;613.082779888;454.934579974;0;2.6931206168
2056;1;9;61408.83161574;595.004911525;408.897916679;0;3.1539046032
2056;1;10;61560.56948059;579.011200422;366.828229297;0;3.6357546053
2056;1;11;61663.54877264;563.094633272;337.791820313;0;3.6465982314
2056;1;12;61714.52329398;544.968580649;307.883994471;0;4.1064830279
2056;1;13;61714.99368558;530.418162365;280.289103611;0;5.3551461107
2056;1;14;61683.83128051;522.356496305;247.745676438;0;6.8840671232
2056;1;15;61610.82727106;508.087331078;219.302417252;2.7139612145;7.9918183447
2056;1;16;61548.1745389;526.582205644;188.436730505;5.2943355525;8.588687046
2056;1;17;61367.2150611;513.089880393;152.177795638;5.0751405398;10.4373910165
2056;1;18;61217.3012304;532.730071628;137.497682872;14.3996080788;10.6312374269
2056;1;19;61087.811468;626.386597758;215.485990049;32.5495574462;16.665270167
2056;1;20;61068.8162028;763.977350666;284.222831856;60.6461910398;16.3739908916
2056;1;21;61185.0764843;891.927929764;339.688059902;133.7947892134;23.88875456
2056;1;22;61439.2541549;1108.429615331;393.629640663;275.055891956;18.0055534481
2056;1;23;61941.7788994;1330.792192558;487.959484832;463.531500086;29.455801757
2056;1;24;61757.8474506;1496.125814954;587.025269783;708.142273987;24.1976792595
2056;1;25;61663.9610371;1589.36480243;677.644503985;948.050128736;23.1480143594
2056;1;26;61639.9333406;1620.85732277;760.699843105;1308.318708587;25.7647431799
2056;1;27;61715.4668665;1654.46891759;810.369411359;1736.464994282;24.6196107972
2056;1;28;61847.187622;1650.50174902;847.951982614;2293.041184297;28.2643352086
2056;1;29;62743.7516717;1649.40140551;863.283612632;2895.592569425;29.625670211
2056;1;30;63839.690986;1631.16530052;877.59297867;3504.52023154;30.7269027211
2056;1;31;64825.779098;1600.44498081;865.366483773;4002.75440673;26.8971658934
2056;1;32;65647.6553862;1541.2995264;848.544447103;4446.24219889;27.354307438
2056;1;33;66736.9636324;1463.52312455;820.171165079;4700.1042961;29.1804454958
2056;1;34;69324.179052;1385.19097546;809.800419641;4814.25585492;32.1796930375
2056;1;35;73647.5796597;1309.94467744;803.482989808;4850.39243014;38.1122182158
2056;1;36;73821.3377834;1220.18413203;790.081323972;4303.32316666;38.9144947321
2056;1;37;74871.6475935;1136.43203958;772.239557411;3714.81970574;35.8949639977
2056;1;38;75759.260151;1057.133862108;754.450438226;3155.84089116;40.3039736439
2056;1;39;76111.4289096;985.888242147;724.059098306;2527.025057267;47.8436773038
2056;1;40;77979.1056549;915.296284736;704.394902414;1947.359684998;49.4304183519
2056;1;41;77390.9706847;854.651726744;672.189166838;1350.152450243;47.0012438279
2056;1;42;77520.642064;788.50145661;653.934460456;966.640713784;42.3681731037
2056;1;43;77069.1346731;725.452941804;622.334131759;609.886820192;58.7244257892
2056;1;44;77208.5444776;672.998089496;603.946662567;355.791789803;56.674435979
2056;1;45;76569.2567915;629.148225364;577.350280029;208.4751571471;55.6213775386
2056;1;46;78524.5740342;577.605024593;556.630577962;130.5133178134;62.6181711143
2056;1;47;76880.6295701;535.999073585;519.034531131;78.3976371861;67.6613166328
2056;1;48;76123.2476275;487.412263232;494.814433105;43.2242820062;72.5536797716
2056;1;49;74993.1958419;454.371256657;472.250678182;48.7384080189;67.1106967111
2056;1;50;74340.7133188;409.561016344;451.303765332;0;75.2244649344
