year;sex;age;flow;N
2011;1;0;NA_cancer;7
2011;1;0;NA_healthy;57354
2011;1;1;NA_healthy;1035
2011;1;1;cancer_cancer;7
2011;1;1;healthy_cancer;15
2011;1;1;healthy_healthy;59179
2011;1;2;NA_healthy;824
2011;1;2;cancer_cancer;23
2011;1;2;healthy_cancer;12
2011;1;2;healthy_healthy;57962
2011;1;3;NA_healthy;710
2011;1;3;cancer_cancer;32
2011;1;3;healthy_cancer;14
2011;1;3;healthy_healthy;57215
2011;1;4;NA_healthy;687
2011;1;4;cancer_cancer;37
2011;1;4;cancer_comorb;3
2011;1;4;healthy_cancer;7
2011;1;4;healthy_cvd;177
2011;1;4;healthy_healthy;56387
2011;1;5;NA_healthy;624
2011;1;5;cancer_cancer;45
2011;1;5;cancer_comorb;1
2011;1;5;cancer_healthy;5
2011;1;5;comorb_comorb;4
2011;1;5;comorb_cvd;1
2011;1;5;cvd_cvd;132
2011;1;5;cvd_healthy;45
2011;1;5;healthy_cancer;10
2011;1;5;healthy_cvd;23
2011;1;5;healthy_healthy;55903
2011;1;6;NA_healthy;577
2011;1;6;cancer_cancer;41
2011;1;6;cancer_healthy;10
2011;1;6;comorb_comorb;4
2011;1;6;comorb_healthy;1
2011;1;6;cvd_cvd;93
2011;1;6;cvd_healthy;35
2011;1;6;healthy_cancer;6
2011;1;6;healthy_cvd;17
2011;1;6;healthy_healthy;53802
2011;1;7;NA_cvd;2
2011;1;7;NA_healthy;581
2011;1;7;cancer_cancer;40
2011;1;7;cancer_healthy;8
2011;1;7;comorb_comorb;2
2011;1;7;cvd_cvd;127
2011;1;7;cvd_healthy;8
2011;1;7;healthy_cancer;7
2011;1;7;healthy_cvd;25
2011;1;7;healthy_healthy;54016
2011;1;8;NA_healthy;527
2011;1;8;cancer_cancer;25
2011;1;8;cancer_healthy;6
2011;1;8;comorb_comorb;2
2011;1;8;cvd_cvd;96
2011;1;8;cvd_healthy;13
2011;1;8;healthy_cancer;5
2011;1;8;healthy_cvd;28
2011;1;8;healthy_healthy;53057
2011;1;9;NA_healthy;530
2011;1;9;cancer_cancer;27
2011;1;9;cancer_healthy;14
2011;1;9;comorb_comorb;1
2011;1;9;comorb_cvd;1
2011;1;9;cvd_cvd;139
2011;1;9;cvd_healthy;17
2011;1;9;healthy_cancer;7
2011;1;9;healthy_cvd;34
2011;1;9;healthy_healthy;51373
2011;1;10;NA_healthy;490
2011;1;10;cancer_cancer;25
2011;1;10;cancer_healthy;15
2011;1;10;comorb_comorb;2
2011;1;10;cvd_cvd;122
2011;1;10;cvd_healthy;5
2011;1;10;healthy_cancer;8
2011;1;10;healthy_comorb;1
2011;1;10;healthy_cvd;27
2011;1;10;healthy_healthy;49629
2011;1;11;NA_cvd;1
2011;1;11;NA_healthy;539
2011;1;11;cancer_cancer;22
2011;1;11;cancer_comorb;1
2011;1;11;cancer_healthy;9
2011;1;11;comorb_comorb;1
2011;1;11;cvd_comorb;1
2011;1;11;cvd_cvd;117
2011;1;11;cvd_healthy;18
2011;1;11;healthy_cancer;5
2011;1;11;healthy_cvd;21
2011;1;11;healthy_healthy;49530
2011;1;12;NA_healthy;478
2011;1;12;cancer_cancer;18
2011;1;12;cancer_healthy;6
2011;1;12;cvd_cvd;122
2011;1;12;cvd_healthy;17
2011;1;12;healthy_cancer;10
2011;1;12;healthy_cvd;33
2011;1;12;healthy_healthy;48200
2011;1;13;NA_healthy;517
2011;1;13;cancer_cancer;29
2011;1;13;cancer_healthy;6
2011;1;13;cvd_cvd;164
2011;1;13;cvd_healthy;18
2011;1;13;healthy_cancer;9
2011;1;13;healthy_cvd;37
2011;1;13;healthy_healthy;49045
2011;1;14;NA_healthy;552
2011;1;14;cancer_cancer;17
2011;1;14;cancer_healthy;2
2011;1;14;comorb_comorb;1
2011;1;14;comorb_healthy;1
2011;1;14;cvd_cvd;158
2011;1;14;cvd_healthy;22
2011;1;14;healthy_cancer;15
2011;1;14;healthy_cvd;44
2011;1;14;healthy_healthy;49396
2011;1;15;NA_cvd;1
2011;1;15;NA_healthy;698
2011;1;15;cancer_cancer;22
2011;1;15;cancer_healthy;6
2011;1;15;comorb_cancer;1
2011;1;15;comorb_comorb;2
2011;1;15;cvd_cvd;179
2011;1;15;cvd_healthy;23
2011;1;15;healthy_cancer;11
2011;1;15;healthy_comorb;2
2011;1;15;healthy_cvd;78
2011;1;15;healthy_healthy;51663
2011;1;16;NA_healthy;1035
2011;1;16;cancer_cancer;29
2011;1;16;cancer_healthy;3
2011;1;16;cvd_cvd;250
2011;1;16;cvd_healthy;28
2011;1;16;healthy_cancer;9
2011;1;16;healthy_cvd;94
2011;1;16;healthy_healthy;55999
2011;1;17;NA_healthy;1042
2011;1;17;cancer_cancer;42
2011;1;17;cancer_healthy;9
2011;1;17;comorb_comorb;2
2011;1;17;cvd_cvd;297
2011;1;17;cvd_healthy;24
2011;1;17;healthy_cancer;16
2011;1;17;healthy_comorb;1
2011;1;17;healthy_cvd;104
2011;1;17;healthy_healthy;60383
2011;1;18;NA_healthy;667
2011;1;18;cancer_cancer;37
2011;1;18;cancer_healthy;8
2011;1;18;comorb_cancer;1
2011;1;18;comorb_comorb;5
2011;1;18;comorb_cvd;1
2011;1;18;cvd_cvd;379
2011;1;18;cvd_healthy;16
2011;1;18;healthy_cancer;16
2011;1;18;healthy_comorb;1
2011;1;18;healthy_cvd;121
2011;1;18;healthy_healthy;63294
2011;1;19;NA_healthy;629
2011;1;19;cancer_cancer;63
2011;1;19;cancer_comorb;1
2011;1;19;cancer_healthy;6
2011;1;19;comorb_comorb;3
2011;1;19;comorb_healthy;2
2011;1;19;cvd_cvd;478
2011;1;19;cvd_healthy;38
2011;1;19;healthy_cancer;18
2011;1;19;healthy_cvd;122
2011;1;19;healthy_healthy;66354
2011;1;20;NA_cvd;1
2011;1;20;NA_healthy;746
2011;1;20;cancer_cancer;60
2011;1;20;cancer_comorb;1
2011;1;20;cancer_healthy;6
2011;1;20;comorb_comorb;1
2011;1;20;cvd_cvd;539
2011;1;20;cvd_healthy;53
2011;1;20;healthy_cancer;23
2011;1;20;healthy_comorb;2
2011;1;20;healthy_cvd;131
2011;1;20;healthy_healthy;67541
2011;1;21;NA_cancer;1
2011;1;21;NA_cvd;2
2011;1;21;NA_healthy;929
2011;1;21;cancer_cancer;66
2011;1;21;cancer_healthy;11
2011;1;21;comorb_comorb;6
2011;1;21;cvd_cvd;561
2011;1;21;cvd_healthy;69
2011;1;21;healthy_cancer;12
2011;1;21;healthy_comorb;2
2011;1;21;healthy_cvd;131
2011;1;21;healthy_healthy;67717
2011;1;22;NA_cvd;1
2011;1;22;NA_healthy;1213
2011;1;22;cancer_cancer;62
2011;1;22;cancer_healthy;11
2011;1;22;comorb_comorb;3
2011;1;22;cvd_comorb;1
2011;1;22;cvd_cvd;598
2011;1;22;cvd_healthy;73
2011;1;22;healthy_cancer;19
2011;1;22;healthy_cvd;125
2011;1;22;healthy_healthy;63996
2011;1;23;NA_cvd;2
2011;1;23;NA_healthy;1516
2011;1;23;cancer_cancer;57
2011;1;23;cancer_comorb;1
2011;1;23;cancer_healthy;8
2011;1;23;comorb_comorb;2
2011;1;23;comorb_cvd;1
2011;1;23;comorb_healthy;1
2011;1;23;cvd_cvd;579
2011;1;23;cvd_healthy;93
2011;1;23;healthy_cancer;19
2011;1;23;healthy_comorb;2
2011;1;23;healthy_cvd;118
2011;1;23;healthy_healthy;63039
2011;1;24;NA_cvd;3
2011;1;24;NA_healthy;1601
2011;1;24;cancer_cancer;70
2011;1;24;cancer_healthy;8
2011;1;24;comorb_comorb;7
2011;1;24;cvd_cvd;491
2011;1;24;cvd_healthy;101
2011;1;24;healthy_cancer;28
2011;1;24;healthy_comorb;1
2011;1;24;healthy_cvd;102
2011;1;24;healthy_healthy;59978
2011;1;25;NA_cvd;2
2011;1;25;NA_healthy;1714
2011;1;25;cancer_cancer;81
2011;1;25;cancer_healthy;12
2011;1;25;comorb_comorb;3
2011;1;25;cvd_cvd;487
2011;1;25;cvd_healthy;88
2011;1;25;healthy_cancer;28
2011;1;25;healthy_cvd;125
2011;1;25;healthy_healthy;60260
2011;1;26;NA_cancer;1
2011;1;26;NA_cvd;5
2011;1;26;NA_healthy;1814
2011;1;26;cancer_cancer;74
2011;1;26;cancer_comorb;1
2011;1;26;cancer_healthy;17
2011;1;26;comorb_comorb;3
2011;1;26;comorb_cvd;2
2011;1;26;comorb_healthy;1
2011;1;26;cvd_cvd;507
2011;1;26;cvd_healthy;92
2011;1;26;healthy_cancer;28
2011;1;26;healthy_cvd;108
2011;1;26;healthy_healthy;59729
2011;1;27;NA_cancer;2
2011;1;27;NA_cvd;1
2011;1;27;NA_healthy;1747
2011;1;27;cancer_cancer;93
2011;1;27;cancer_healthy;17
2011;1;27;comorb_comorb;6
2011;1;27;comorb_cvd;1
2011;1;27;comorb_healthy;1
2011;1;27;cvd_cvd;437
2011;1;27;cvd_healthy;77
2011;1;27;healthy_cancer;23
2011;1;27;healthy_cvd;118
2011;1;27;healthy_healthy;58121
2011;1;28;NA_cvd;2
2011;1;28;NA_healthy;1691
2011;1;28;cancer_cancer;89
2011;1;28;cancer_comorb;1
2011;1;28;cancer_healthy;23
2011;1;28;comorb_comorb;8
2011;1;28;comorb_healthy;1
2011;1;28;cvd_cvd;468
2011;1;28;cvd_healthy;67
2011;1;28;healthy_cancer;29
2011;1;28;healthy_comorb;1
2011;1;28;healthy_cvd;115
2011;1;28;healthy_healthy;57213
2011;1;29;NA_cvd;2
2011;1;29;NA_healthy;1599
2011;1;29;cancer_cancer;95
2011;1;29;cancer_healthy;25
2011;1;29;comorb_comorb;2
2011;1;29;comorb_healthy;1
2011;1;29;cvd_cvd;447
2011;1;29;cvd_healthy;62
2011;1;29;healthy_cancer;34
2011;1;29;healthy_comorb;2
2011;1;29;healthy_cvd;110
2011;1;29;healthy_healthy;57810
2011;1;30;NA_cvd;2
2011;1;30;NA_healthy;1488
2011;1;30;cancer_cancer;112
2011;1;30;cancer_cvd;1
2011;1;30;cancer_healthy;20
2011;1;30;comorb_comorb;5
2011;1;30;comorb_healthy;1
2011;1;30;cvd_cvd;439
2011;1;30;cvd_healthy;90
2011;1;30;healthy_cancer;28
2011;1;30;healthy_cvd;124
2011;1;30;healthy_healthy;57295
2011;1;31;NA_cancer;1
2011;1;31;NA_cvd;3
2011;1;31;NA_healthy;1510
2011;1;31;cancer_cancer;119
2011;1;31;cancer_healthy;23
2011;1;31;comorb_comorb;2
2011;1;31;comorb_cvd;3
2011;1;31;cvd_comorb;2
2011;1;31;cvd_cvd;500
2011;1;31;cvd_healthy;69
2011;1;31;healthy_cancer;34
2011;1;31;healthy_cvd;110
2011;1;31;healthy_healthy;59085
2011;1;32;NA_cvd;1
2011;1;32;NA_healthy;1344
2011;1;32;cancer_cancer;113
2011;1;32;cancer_comorb;1
2011;1;32;cancer_cvd;1
2011;1;32;cancer_healthy;28
2011;1;32;comorb_comorb;4
2011;1;32;comorb_cvd;1
2011;1;32;cvd_comorb;1
2011;1;32;cvd_cvd;524
2011;1;32;cvd_healthy;68
2011;1;32;healthy_cancer;51
2011;1;32;healthy_comorb;3
2011;1;32;healthy_cvd;137
2011;1;32;healthy_healthy;57822
2011;1;33;NA_cancer;2
2011;1;33;NA_cvd;1
2011;1;33;NA_healthy;1231
2011;1;33;cancer_cancer;119
2011;1;33;cancer_healthy;27
2011;1;33;comorb_comorb;7
2011;1;33;cvd_cvd;491
2011;1;33;cvd_healthy;93
2011;1;33;healthy_cancer;61
2011;1;33;healthy_cvd;115
2011;1;33;healthy_healthy;56099
2011;1;34;NA_cancer;2
2011;1;34;NA_cvd;2
2011;1;34;NA_healthy;1166
2011;1;34;cancer_cancer;140
2011;1;34;cancer_comorb;1
2011;1;34;cancer_healthy;31
2011;1;34;comorb_comorb;5
2011;1;34;cvd_comorb;2
2011;1;34;cvd_cvd;553
2011;1;34;cvd_healthy;79
2011;1;34;healthy_cancer;47
2011;1;34;healthy_comorb;1
2011;1;34;healthy_cvd;157
2011;1;34;healthy_healthy;57234
2011;1;35;NA_cancer;2
2011;1;35;NA_cvd;1
2011;1;35;NA_healthy;1070
2011;1;35;cancer_cancer;133
2011;1;35;cancer_comorb;1
2011;1;35;cancer_healthy;21
2011;1;35;comorb_comorb;6
2011;1;35;comorb_cvd;1
2011;1;35;cvd_comorb;2
2011;1;35;cvd_cvd;620
2011;1;35;cvd_healthy;85
2011;1;35;healthy_cancer;41
2011;1;35;healthy_comorb;1
2011;1;35;healthy_cvd;168
2011;1;35;healthy_healthy;58118
2011;1;36;NA_cvd;2
2011;1;36;NA_healthy;992
2011;1;36;cancer_cancer;146
2011;1;36;cancer_comorb;1
2011;1;36;cancer_healthy;32
2011;1;36;comorb_cancer;1
2011;1;36;comorb_comorb;6
2011;1;36;comorb_healthy;1
2011;1;36;cvd_cancer;1
2011;1;36;cvd_comorb;3
2011;1;36;cvd_cvd;699
2011;1;36;cvd_healthy;81
2011;1;36;healthy_cancer;61
2011;1;36;healthy_comorb;2
2011;1;36;healthy_cvd;187
2011;1;36;healthy_healthy;60332
2011;1;37;NA_cancer;1
2011;1;37;NA_cvd;2
2011;1;37;NA_healthy;933
2011;1;37;cancer_cancer;170
2011;1;37;cancer_comorb;2
2011;1;37;cancer_cvd;2
2011;1;37;cancer_healthy;30
2011;1;37;comorb_comorb;7
2011;1;37;cvd_comorb;1
2011;1;37;cvd_cvd;760
2011;1;37;cvd_healthy;118
2011;1;37;healthy_cancer;60
2011;1;37;healthy_comorb;2
2011;1;37;healthy_cvd;180
2011;1;37;healthy_healthy;63030
2011;1;38;NA_cancer;1
2011;1;38;NA_cvd;1
2011;1;38;NA_healthy;841
2011;1;38;cancer_cancer;170
2011;1;38;cancer_comorb;1
2011;1;38;cancer_healthy;24
2011;1;38;comorb_comorb;5
2011;1;38;comorb_cvd;2
2011;1;38;comorb_healthy;1
2011;1;38;cvd_comorb;1
2011;1;38;cvd_cvd;756
2011;1;38;cvd_healthy;121
2011;1;38;healthy_cancer;55
2011;1;38;healthy_comorb;2
2011;1;38;healthy_cvd;194
2011;1;38;healthy_healthy;62154
2011;1;39;NA_cvd;1
2011;1;39;NA_healthy;793
2011;1;39;cancer_cancer;180
2011;1;39;cancer_comorb;4
2011;1;39;cancer_healthy;29
2011;1;39;comorb_comorb;14
2011;1;39;cvd_comorb;2
2011;1;39;cvd_cvd;874
2011;1;39;cvd_healthy;106
2011;1;39;healthy_cancer;60
2011;1;39;healthy_comorb;1
2011;1;39;healthy_cvd;177
2011;1;39;healthy_healthy;63207
2011;1;40;NA_cancer;2
2011;1;40;NA_cvd;2
2011;1;40;NA_healthy;731
2011;1;40;cancer_cancer;166
2011;1;40;cancer_comorb;4
2011;1;40;cancer_healthy;38
2011;1;40;comorb_cancer;1
2011;1;40;comorb_comorb;10
2011;1;40;comorb_cvd;1
2011;1;40;comorb_healthy;2
2011;1;40;cvd_cvd;863
2011;1;40;cvd_healthy;114
2011;1;40;healthy_cancer;68
2011;1;40;healthy_comorb;3
2011;1;40;healthy_cvd;263
2011;1;40;healthy_healthy;63240
2011;1;41;NA_cvd;2
2011;1;41;NA_healthy;696
2011;1;41;cancer_cancer;187
2011;1;41;cancer_comorb;1
2011;1;41;cancer_cvd;1
2011;1;41;cancer_healthy;22
2011;1;41;comorb_cancer;1
2011;1;41;comorb_comorb;14
2011;1;41;comorb_cvd;1
2011;1;41;cvd_comorb;1
2011;1;41;cvd_cvd;1006
2011;1;41;cvd_healthy;98
2011;1;41;healthy_cancer;63
2011;1;41;healthy_comorb;1
2011;1;41;healthy_cvd;245
2011;1;41;healthy_healthy;61389
2011;1;42;NA_cvd;2
2011;1;42;NA_healthy;599
2011;1;42;cancer_cancer;202
2011;1;42;cancer_comorb;2
2011;1;42;cancer_healthy;48
2011;1;42;comorb_comorb;17
2011;1;42;comorb_cvd;2
2011;1;42;cvd_comorb;1
2011;1;42;cvd_cvd;1065
2011;1;42;cvd_healthy;113
2011;1;42;healthy_cancer;61
2011;1;42;healthy_comorb;1
2011;1;42;healthy_cvd;256
2011;1;42;healthy_healthy;60666
2011;1;43;NA_cancer;1
2011;1;43;NA_cvd;2
2011;1;43;NA_healthy;597
2011;1;43;cancer_cancer;211
2011;1;43;cancer_comorb;6
2011;1;43;cancer_healthy;47
2011;1;43;comorb_comorb;8
2011;1;43;comorb_cvd;3
2011;1;43;cvd_comorb;5
2011;1;43;cvd_cvd;1207
2011;1;43;cvd_healthy;134
2011;1;43;healthy_cancer;79
2011;1;43;healthy_comorb;4
2011;1;43;healthy_cvd;307
2011;1;43;healthy_healthy;63038
2011;1;44;NA_cvd;1
2011;1;44;NA_healthy;576
2011;1;44;cancer_cancer;236
2011;1;44;cancer_comorb;8
2011;1;44;cancer_healthy;42
2011;1;44;comorb_cancer;1
2011;1;44;comorb_comorb;20
2011;1;44;comorb_cvd;4
2011;1;44;comorb_healthy;1
2011;1;44;cvd_comorb;3
2011;1;44;cvd_cvd;1309
2011;1;44;cvd_healthy;136
2011;1;44;healthy_cancer;84
2011;1;44;healthy_comorb;5
2011;1;44;healthy_cvd;337
2011;1;44;healthy_healthy;66726
2011;1;45;NA_cancer;2
2011;1;45;NA_cvd;6
2011;1;45;NA_healthy;505
2011;1;45;cancer_cancer;255
2011;1;45;cancer_comorb;8
2011;1;45;cancer_cvd;1
2011;1;45;cancer_healthy;44
2011;1;45;comorb_cancer;2
2011;1;45;comorb_comorb;14
2011;1;45;comorb_cvd;2
2011;1;45;cvd_comorb;5
2011;1;45;cvd_cvd;1566
2011;1;45;cvd_healthy;169
2011;1;45;healthy_cancer;95
2011;1;45;healthy_comorb;3
2011;1;45;healthy_cvd;354
2011;1;45;healthy_healthy;67142
2011;1;46;NA_healthy;453
2011;1;46;cancer_cancer;260
2011;1;46;cancer_comorb;2
2011;1;46;cancer_healthy;54
2011;1;46;comorb_cancer;1
2011;1;46;comorb_comorb;17
2011;1;46;cvd_comorb;4
2011;1;46;cvd_cvd;1775
2011;1;46;cvd_healthy;160
2011;1;46;healthy_cancer;123
2011;1;46;healthy_comorb;2
2011;1;46;healthy_cvd;426
2011;1;46;healthy_healthy;66912
2011;1;47;NA_cancer;3
2011;1;47;NA_cvd;3
2011;1;47;NA_healthy;417
2011;1;47;cancer_cancer;311
2011;1;47;cancer_comorb;5
2011;1;47;cancer_cvd;1
2011;1;47;cancer_healthy;51
2011;1;47;comorb_comorb;30
2011;1;47;comorb_cvd;1
2011;1;47;cvd_cancer;1
2011;1;47;cvd_comorb;6
2011;1;47;cvd_cvd;1859
2011;1;47;cvd_healthy;188
2011;1;47;healthy_cancer;122
2011;1;47;healthy_comorb;8
2011;1;47;healthy_cvd;445
2011;1;47;healthy_healthy;66180
2011;1;48;NA_cancer;2
2011;1;48;NA_cvd;5
2011;1;48;NA_healthy;395
2011;1;48;cancer_cancer;294
2011;1;48;cancer_comorb;4
2011;1;48;cancer_healthy;58
2011;1;48;comorb_cancer;2
2011;1;48;comorb_comorb;23
2011;1;48;comorb_cvd;3
2011;1;48;cvd_cancer;1
2011;1;48;cvd_comorb;2
2011;1;48;cvd_cvd;1921
2011;1;48;cvd_healthy;215
2011;1;48;healthy_cancer;111
2011;1;48;healthy_comorb;5
2011;1;48;healthy_cvd;492
2011;1;48;healthy_healthy;61854
2011;1;49;NA_cancer;3
2011;1;49;NA_cvd;7
2011;1;49;NA_healthy;394
2011;1;49;cancer_cancer;331
2011;1;49;cancer_comorb;11
2011;1;49;cancer_cvd;1
2011;1;49;cancer_healthy;33
2011;1;49;comorb_cancer;1
2011;1;49;comorb_comorb;30
2011;1;49;comorb_cvd;1
2011;1;49;cvd_comorb;6
2011;1;49;cvd_cvd;2117
2011;1;49;cvd_healthy;181
2011;1;49;healthy_cancer;139
2011;1;49;healthy_comorb;10
2011;1;49;healthy_cvd;450
2011;1;49;healthy_healthy;58140
2011;1;50;NA_cancer;4
2011;1;50;NA_cvd;4
2011;1;50;NA_healthy;315
2011;1;50;cancer_cancer;343
2011;1;50;cancer_comorb;12
2011;1;50;cancer_healthy;70
2011;1;50;comorb_cancer;1
2011;1;50;comorb_comorb;29
2011;1;50;comorb_cvd;4
2011;1;50;cvd_cancer;2
2011;1;50;cvd_comorb;5
2011;1;50;cvd_cvd;2219
2011;1;50;cvd_healthy;212
2011;1;50;healthy_cancer;159
2011;1;50;healthy_comorb;14
2011;1;50;healthy_cvd;551
2011;1;50;healthy_healthy;55940
2011;1;51;NA_cvd;5
2011;1;51;NA_healthy;332
2011;1;51;cancer_cancer;367
2011;1;51;cancer_comorb;7
2011;1;51;cancer_cvd;3
2011;1;51;cancer_healthy;64
2011;1;51;comorb_comorb;29
2011;1;51;comorb_cvd;4
2011;1;51;comorb_healthy;1
2011;1;51;cvd_comorb;11
2011;1;51;cvd_cvd;2430
2011;1;51;cvd_healthy;226
2011;1;51;healthy_cancer;166
2011;1;51;healthy_comorb;13
2011;1;51;healthy_cvd;543
2011;1;51;healthy_healthy;54501
2011;1;52;NA_cancer;1
2011;1;52;NA_cvd;4
2011;1;52;NA_healthy;240
2011;1;52;cancer_cancer;470
2011;1;52;cancer_comorb;8
2011;1;52;cancer_healthy;74
2011;1;52;comorb_cancer;2
2011;1;52;comorb_comorb;49
2011;1;52;comorb_cvd;5
2011;1;52;comorb_healthy;1
2011;1;52;cvd_comorb;9
2011;1;52;cvd_cvd;2746
2011;1;52;cvd_healthy;219
2011;1;52;healthy_cancer;179
2011;1;52;healthy_comorb;9
2011;1;52;healthy_cvd;606
2011;1;52;healthy_healthy;54603
2011;1;53;NA_cvd;2
2011;1;53;NA_healthy;242
2011;1;53;cancer_cancer;489
2011;1;53;cancer_comorb;10
2011;1;53;cancer_cvd;6
2011;1;53;cancer_healthy;70
2011;1;53;comorb_cancer;1
2011;1;53;comorb_comorb;58
2011;1;53;comorb_cvd;5
2011;1;53;comorb_healthy;2
2011;1;53;cvd_comorb;20
2011;1;53;cvd_cvd;2970
2011;1;53;cvd_healthy;246
2011;1;53;healthy_cancer;194
2011;1;53;healthy_comorb;16
2011;1;53;healthy_cvd;678
2011;1;53;healthy_healthy;53747
2011;1;54;NA_cancer;2
2011;1;54;NA_cvd;4
2011;1;54;NA_healthy;239
2011;1;54;cancer_cancer;559
2011;1;54;cancer_comorb;8
2011;1;54;cancer_cvd;3
2011;1;54;cancer_healthy;72
2011;1;54;comorb_cancer;1
2011;1;54;comorb_comorb;66
2011;1;54;comorb_cvd;9
2011;1;54;comorb_healthy;5
2011;1;54;cvd_cancer;2
2011;1;54;cvd_comorb;22
2011;1;54;cvd_cvd;3289
2011;1;54;cvd_healthy;314
2011;1;54;healthy_cancer;240
2011;1;54;healthy_comorb;15
2011;1;54;healthy_cvd;736
2011;1;54;healthy_healthy;53375
2011;1;55;NA_cvd;6
2011;1;55;NA_healthy;244
2011;1;55;cancer_cancer;659
2011;1;55;cancer_comorb;20
2011;1;55;cancer_cvd;1
2011;1;55;cancer_healthy;98
2011;1;55;comorb_cancer;1
2011;1;55;comorb_comorb;77
2011;1;55;comorb_cvd;9
2011;1;55;comorb_healthy;3
2011;1;55;cvd_cancer;3
2011;1;55;cvd_comorb;21
2011;1;55;cvd_cvd;3707
2011;1;55;cvd_healthy;357
2011;1;55;healthy_cancer;280
2011;1;55;healthy_comorb;14
2011;1;55;healthy_cvd;838
2011;1;55;healthy_healthy;53287
2011;1;56;NA_cancer;2
2011;1;56;NA_comorb;1
2011;1;56;NA_healthy;193
2011;1;56;cancer_cancer;713
2011;1;56;cancer_comorb;21
2011;1;56;cancer_cvd;1
2011;1;56;cancer_healthy;92
2011;1;56;comorb_cancer;5
2011;1;56;comorb_comorb;98
2011;1;56;comorb_cvd;8
2011;1;56;comorb_healthy;2
2011;1;56;cvd_comorb;24
2011;1;56;cvd_cvd;3799
2011;1;56;cvd_healthy;350
2011;1;56;healthy_cancer;297
2011;1;56;healthy_comorb;20
2011;1;56;healthy_cvd;883
2011;1;56;healthy_healthy;51489
2011;1;57;NA_cancer;1
2011;1;57;NA_cvd;4
2011;1;57;NA_healthy;168
2011;1;57;cancer_cancer;764
2011;1;57;cancer_comorb;22
2011;1;57;cancer_cvd;2
2011;1;57;cancer_healthy;108
2011;1;57;comorb_cancer;6
2011;1;57;comorb_comorb;123
2011;1;57;comorb_cvd;15
2011;1;57;comorb_healthy;6
2011;1;57;cvd_comorb;36
2011;1;57;cvd_cvd;4188
2011;1;57;cvd_healthy;376
2011;1;57;healthy_cancer;354
2011;1;57;healthy_comorb;20
2011;1;57;healthy_cvd;898
2011;1;57;healthy_healthy;49620
2011;1;58;NA_cancer;3
2011;1;58;NA_cvd;8
2011;1;58;NA_healthy;174
2011;1;58;cancer_cancer;886
2011;1;58;cancer_comorb;28
2011;1;58;cancer_cvd;2
2011;1;58;cancer_healthy;136
2011;1;58;comorb_cancer;7
2011;1;58;comorb_comorb;170
2011;1;58;comorb_cvd;21
2011;1;58;comorb_healthy;5
2011;1;58;cvd_cancer;2
2011;1;58;cvd_comorb;52
2011;1;58;cvd_cvd;4653
2011;1;58;cvd_healthy;377
2011;1;58;healthy_cancer;383
2011;1;58;healthy_comorb;26
2011;1;58;healthy_cvd;998
2011;1;58;healthy_healthy;50139
2011;1;59;NA_cancer;3
2011;1;59;NA_cvd;11
2011;1;59;NA_healthy;169
2011;1;59;cancer_cancer;1021
2011;1;59;cancer_comorb;35
2011;1;59;cancer_cvd;2
2011;1;59;cancer_healthy;158
2011;1;59;comorb_cancer;7
2011;1;59;comorb_comorb;188
2011;1;59;comorb_cvd;23
2011;1;59;comorb_healthy;5
2011;1;59;cvd_cancer;2
2011;1;59;cvd_comorb;53
2011;1;59;cvd_cvd;4979
2011;1;59;cvd_healthy;400
2011;1;59;healthy_cancer;386
2011;1;59;healthy_comorb;29
2011;1;59;healthy_cvd;1048
2011;1;59;healthy_healthy;48704
2011;1;60;NA_cancer;4
2011;1;60;NA_cvd;8
2011;1;60;NA_healthy;144
2011;1;60;cancer_cancer;1087
2011;1;60;cancer_comorb;45
2011;1;60;cancer_cvd;8
2011;1;60;cancer_healthy;163
2011;1;60;comorb_cancer;8
2011;1;60;comorb_comorb;215
2011;1;60;comorb_cvd;25
2011;1;60;comorb_healthy;2
2011;1;60;cvd_cancer;2
2011;1;60;cvd_comorb;54
2011;1;60;cvd_cvd;5472
2011;1;60;cvd_healthy;412
2011;1;60;healthy_cancer;423
2011;1;60;healthy_comorb;34
2011;1;60;healthy_cvd;1098
2011;1;60;healthy_healthy;47083
2011;1;61;NA_cancer;8
2011;1;61;NA_cvd;4
2011;1;61;NA_healthy;148
2011;1;61;cancer_cancer;1297
2011;1;61;cancer_comorb;40
2011;1;61;cancer_cvd;4
2011;1;61;cancer_healthy;191
2011;1;61;comorb_cancer;9
2011;1;61;comorb_comorb;233
2011;1;61;comorb_cvd;38
2011;1;61;comorb_healthy;8
2011;1;61;cvd_cancer;3
2011;1;61;cvd_comorb;75
2011;1;61;cvd_cvd;6186
2011;1;61;cvd_healthy;482
2011;1;61;healthy_cancer;492
2011;1;61;healthy_comorb;56
2011;1;61;healthy_cvd;1215
2011;1;61;healthy_healthy;48191
2011;1;62;NA_cancer;3
2011;1;62;NA_cvd;4
2011;1;62;NA_healthy;138
2011;1;62;cancer_cancer;1466
2011;1;62;cancer_comorb;60
2011;1;62;cancer_cvd;5
2011;1;62;cancer_healthy;232
2011;1;62;comorb_cancer;13
2011;1;62;comorb_comorb;322
2011;1;62;comorb_cvd;48
2011;1;62;comorb_healthy;3
2011;1;62;cvd_cancer;2
2011;1;62;cvd_comorb;94
2011;1;62;cvd_cvd;6570
2011;1;62;cvd_healthy;570
2011;1;62;healthy_cancer;601
2011;1;62;healthy_comorb;41
